country,year,welfare,pipreportinglevel,pipwelfare,value,source,series_code
Israel,2015.0,Disposable income,national,income,0.058642703,PIP,p99p100Share_pip_disposable_perCapita
Israel,2016.0,Disposable income,national,income,0.051140658,PIP,p99p100Share_pip_disposable_perCapita
Israel,2017.0,Disposable income,national,income,0.049601319,PIP,p99p100Share_pip_disposable_perCapita
Israel,2018.0,Disposable income,national,income,0.055558331,PIP,p99p100Share_pip_disposable_perCapita
Italy,1986.0,Disposable income,national,income,0.051090592,PIP,p99p100Share_pip_disposable_perCapita
Italy,1987.0,Disposable income,national,income,0.048355528,PIP,p99p100Share_pip_disposable_perCapita
Italy,1989.0,Disposable income,national,income,0.054118578,PIP,p99p100Share_pip_disposable_perCapita
Italy,1991.0,Disposable income,national,income,0.050497618,PIP,p99p100Share_pip_disposable_perCapita
Italy,1993.0,Disposable income,national,income,0.054261178,PIP,p99p100Share_pip_disposable_perCapita
Italy,1995.0,Disposable income,national,income,0.057004728,PIP,p99p100Share_pip_disposable_perCapita
Italy,1998.0,Disposable income,national,income,0.068125024,PIP,p99p100Share_pip_disposable_perCapita
Italy,2000.0,Disposable income,national,income,0.057582802,PIP,p99p100Share_pip_disposable_perCapita
Italy,2003.0,Disposable income,national,income,0.060848053,PIP,p99p100Share_pip_disposable_perCapita
Italy,2004.0,Disposable income,national,income,0.06074379,PIP,p99p100Share_pip_disposable_perCapita
Italy,2005.0,Disposable income,national,income,0.053165659,PIP,p99p100Share_pip_disposable_perCapita
Italy,2006.0,Disposable income,national,income,0.052314601,PIP,p99p100Share_pip_disposable_perCapita
Italy,2007.0,Disposable income,national,income,0.051833383,PIP,p99p100Share_pip_disposable_perCapita
Italy,2008.0,Disposable income,national,income,0.05486197,PIP,p99p100Share_pip_disposable_perCapita
Italy,2009.0,Disposable income,national,income,0.054068202,PIP,p99p100Share_pip_disposable_perCapita
Italy,2010.0,Disposable income,national,income,0.058836368,PIP,p99p100Share_pip_disposable_perCapita
Italy,2011.0,Disposable income,national,income,0.057047985,PIP,p99p100Share_pip_disposable_perCapita
Italy,2012.0,Disposable income,national,income,0.058107947,PIP,p99p100Share_pip_disposable_perCapita
Italy,2013.0,Disposable income,national,income,0.052717718,PIP,p99p100Share_pip_disposable_perCapita
Italy,2014.0,Disposable income,national,income,0.051715921,PIP,p99p100Share_pip_disposable_perCapita
Italy,2015.0,Disposable income,national,income,0.051631233,PIP,p99p100Share_pip_disposable_perCapita
Italy,2016.0,Disposable income,national,income,0.054728621,PIP,p99p100Share_pip_disposable_perCapita
Italy,2017.0,Disposable income,national,income,0.056693521,PIP,p99p100Share_pip_disposable_perCapita
Italy,2018.0,Disposable income,national,income,0.05136611,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,1988.0,Disposable income,national,consumption,0.09071557,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,1990.0,Disposable income,national,consumption,0.073530977,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,1993.0,Disposable income,national,consumption,0.052326415,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,1996.0,Disposable income,national,consumption,0.083766556,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,1999.0,Disposable income,national,consumption,0.088735941,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,2002.0,Disposable income,national,consumption,0.10325221,PIP,p99p100Share_pip_disposable_perCapita
Jamaica,2004.0,Disposable income,national,consumption,0.083099041,PIP,p99p100Share_pip_disposable_perCapita
Japan,2008.0,Disposable income,national,income,0.052432975,PIP,p99p100Share_pip_disposable_perCapita
Japan,2010.0,Disposable income,national,income,0.057319108,PIP,p99p100Share_pip_disposable_perCapita
Japan,2013.0,Disposable income,national,income,0.058416586,PIP,p99p100Share_pip_disposable_perCapita
Jordan,1986.0,Disposable income,national,consumption,0.050823951,PIP,p99p100Share_pip_disposable_perCapita
Jordan,1992.0,Disposable income,national,consumption,0.107700632,PIP,p99p100Share_pip_disposable_perCapita
Jordan,1997.0,Disposable income,national,consumption,0.078840652,PIP,p99p100Share_pip_disposable_perCapita
Jordan,2002.0,Disposable income,national,consumption,0.062061461,PIP,p99p100Share_pip_disposable_perCapita
Jordan,2006.0,Disposable income,national,consumption,0.056855063,PIP,p99p100Share_pip_disposable_perCapita
Jordan,2008.0,Disposable income,national,consumption,0.047640652,PIP,p99p100Share_pip_disposable_perCapita
Jordan,2010.0,Disposable income,national,consumption,0.053992795,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,1993.0,Disposable income,national,income,0.03962336,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,1996.0,Disposable income,national,consumption,0.046472944,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2001.0,Disposable income,national,consumption,0.05365309,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2002.0,Disposable income,national,consumption,0.054120272,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2003.0,Disposable income,national,consumption,0.050050148,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2004.0,Disposable income,national,consumption,0.050807034,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2005.0,Disposable income,national,consumption,0.059775319,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2006.0,Disposable income,national,consumption,0.056019201,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2007.0,Disposable income,national,consumption,0.05396247,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2008.0,Disposable income,national,consumption,0.047105126,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2009.0,Disposable income,national,consumption,0.044081334,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2010.0,Disposable income,national,consumption,0.043041419,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2011.0,Disposable income,national,consumption,0.042432798,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2012.0,Disposable income,national,consumption,0.042278328,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2013.0,Disposable income,national,consumption,0.041700892,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2014.0,Disposable income,national,consumption,0.044973717,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2015.0,Disposable income,national,consumption,0.045242745,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2016.0,Disposable income,national,consumption,0.041550843,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2017.0,Disposable income,national,consumption,0.042698839,PIP,p99p100Share_pip_disposable_perCapita
Kazakhstan,2018.0,Disposable income,national,consumption,0.043447593,PIP,p99p100Share_pip_disposable_perCapita
Kenya,1992.0,Disposable income,national,consumption,0.213665748,PIP,p99p100Share_pip_disposable_perCapita
Kenya,1994.0,Disposable income,national,consumption,0.094984795,PIP,p99p100Share_pip_disposable_perCapita
Kenya,1997.0,Disposable income,national,consumption,0.099090485,PIP,p99p100Share_pip_disposable_perCapita
Kenya,2005.0,Disposable income,national,consumption,0.111045764,PIP,p99p100Share_pip_disposable_perCapita
Kenya,2015.0,Disposable income,national,consumption,0.073686116,PIP,p99p100Share_pip_disposable_perCapita
Kiribati,2006.0,Disposable income,national,consumption,0.06415752,PIP,p99p100Share_pip_disposable_perCapita
Kiribati,2019.0,Disposable income,national,consumption,0.043088601,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2003.0,Disposable income,national,consumption,0.035517959,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2005.0,Disposable income,national,consumption,0.036620556,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2006.0,Disposable income,national,consumption,0.037712718,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2009.0,Disposable income,national,consumption,0.037752958,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2010.0,Disposable income,national,consumption,0.039640349,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2011.0,Disposable income,national,consumption,0.033391146,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2012.0,Disposable income,national,consumption,0.049687772,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2013.0,Disposable income,national,consumption,0.041809499,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2014.0,Disposable income,national,consumption,0.037754039,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2015.0,Disposable income,national,consumption,0.034792407,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2016.0,Disposable income,national,consumption,0.037705121,PIP,p99p100Share_pip_disposable_perCapita
Kosovo,2017.0,Disposable income,national,consumption,0.055498313,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,1998.0,Disposable income,national,income,0.09854451,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2000.0,Disposable income,national,consumption,0.040397744,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2001.0,Disposable income,national,consumption,0.042870962,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2002.0,Disposable income,national,consumption,0.041452937,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2003.0,Disposable income,national,consumption,0.040244076,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2004.0,Disposable income,national,consumption,0.051433547,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2005.0,Disposable income,national,consumption,0.053880452,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2006.0,Disposable income,national,consumption,0.073080196,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2007.0,Disposable income,national,consumption,0.052475868,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2008.0,Disposable income,national,consumption,0.054004795,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2009.0,Disposable income,national,consumption,0.05103357,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2010.0,Disposable income,national,consumption,0.050175375,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2011.0,Disposable income,national,consumption,0.04609592,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2012.0,Disposable income,national,consumption,0.044334942,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2013.0,Disposable income,national,consumption,0.045855775,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2014.0,Disposable income,national,consumption,0.046368041,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2015.0,Disposable income,national,consumption,0.057690291,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2016.0,Disposable income,national,consumption,0.041280344,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2017.0,Disposable income,national,consumption,0.047708442,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2018.0,Disposable income,national,consumption,0.047802364,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2019.0,Disposable income,national,consumption,0.068026705,PIP,p99p100Share_pip_disposable_perCapita
Kyrgyzstan,2020.0,Disposable income,national,consumption,0.047918959,PIP,p99p100Share_pip_disposable_perCapita
Laos,1992.0,Disposable income,national,consumption,0.061895441,PIP,p99p100Share_pip_disposable_perCapita
Laos,1997.0,Disposable income,national,consumption,0.072255574,PIP,p99p100Share_pip_disposable_perCapita
Laos,2002.0,Disposable income,national,consumption,0.061265644,PIP,p99p100Share_pip_disposable_perCapita
Laos,2007.0,Disposable income,national,consumption,0.071375229,PIP,p99p100Share_pip_disposable_perCapita
Laos,2012.0,Disposable income,national,consumption,0.064214979,PIP,p99p100Share_pip_disposable_perCapita
Laos,2018.0,Disposable income,national,consumption,0.078268923,PIP,p99p100Share_pip_disposable_perCapita
Latvia,1993.0,Disposable income,national,income,0.032156231,PIP,p99p100Share_pip_disposable_perCapita
Latvia,1995.0,Disposable income,national,income,0.056440641,PIP,p99p100Share_pip_disposable_perCapita
Latvia,1996.0,Disposable income,national,income,0.066374207,PIP,p99p100Share_pip_disposable_perCapita
Latvia,1997.0,Disposable income,national,consumption,0.056789038,PIP,p99p100Share_pip_disposable_perCapita
Latvia,1998.0,Disposable income,national,consumption,0.05303891,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2002.0,Disposable income,national,consumption,0.059266941,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2003.0,Disposable income,national,consumption,0.059174107,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2004.0,Disposable income,national,consumption,0.057134331,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2005.0,Disposable income,national,income,0.070734732,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2006.0,Disposable income,national,income,0.054988788,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2007.0,Disposable income,national,consumption,0.056455704,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2008.0,Disposable income,national,consumption,0.060063739,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2009.0,Disposable income,national,consumption,0.049441922,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2010.0,Disposable income,national,income,0.045461417,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2011.0,Disposable income,national,income,0.053956708,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2012.0,Disposable income,national,income,0.052369089,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2013.0,Disposable income,national,income,0.051281417,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2014.0,Disposable income,national,income,0.05222561,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2015.0,Disposable income,national,income,0.051464272,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2016.0,Disposable income,national,income,0.04638264,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2017.0,Disposable income,national,income,0.052378022,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2018.0,Disposable income,national,income,0.053050879,PIP,p99p100Share_pip_disposable_perCapita
Latvia,2019.0,Disposable income,national,income,0.054243574,PIP,p99p100Share_pip_disposable_perCapita
Lebanon,2011.0,Disposable income,national,consumption,0.045429215,PIP,p99p100Share_pip_disposable_perCapita
Lesotho,1986.0,Disposable income,national,consumption,0.1296319,PIP,p99p100Share_pip_disposable_perCapita
Lesotho,1994.0,Disposable income,national,consumption,0.128519146,PIP,p99p100Share_pip_disposable_perCapita
Lesotho,2002.0,Disposable income,national,consumption,0.0980889,PIP,p99p100Share_pip_disposable_perCapita
Lesotho,2017.0,Disposable income,national,consumption,0.07152272,PIP,p99p100Share_pip_disposable_perCapita
Liberia,2007.0,Disposable income,national,consumption,0.059472421,PIP,p99p100Share_pip_disposable_perCapita
Liberia,2014.0,Disposable income,national,consumption,0.049882382,PIP,p99p100Share_pip_disposable_perCapita
Liberia,2016.0,Disposable income,national,consumption,0.056323668,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,1993.0,Disposable income,national,income,0.078924988,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,1996.0,Disposable income,national,consumption,0.050042695,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,1998.0,Disposable income,national,consumption,0.051392207,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,1999.0,Disposable income,national,consumption,0.053296245,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2000.0,Disposable income,national,consumption,0.047596437,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2001.0,Disposable income,national,consumption,0.047462555,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2002.0,Disposable income,national,consumption,0.047433471,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2003.0,Disposable income,national,consumption,0.058499499,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2004.0,Disposable income,national,consumption,0.056237819,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2005.0,Disposable income,national,income,0.048917647,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2006.0,Disposable income,national,income,0.052020382,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2007.0,Disposable income,national,income,0.060981074,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2008.0,Disposable income,national,consumption,0.067291311,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2009.0,Disposable income,national,income,0.057235252,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2010.0,Disposable income,national,income,0.048217177,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2011.0,Disposable income,national,income,0.044298054,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2012.0,Disposable income,national,income,0.054316794,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2013.0,Disposable income,national,income,0.051255674,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2014.0,Disposable income,national,income,0.064276236,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2015.0,Disposable income,national,income,0.056927805,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2016.0,Disposable income,national,income,0.06637419,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2017.0,Disposable income,national,income,0.064248909,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2018.0,Disposable income,national,income,0.055662394,PIP,p99p100Share_pip_disposable_perCapita
Lithuania,2019.0,Disposable income,national,income,0.056524181,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,1985.0,Disposable income,national,income,0.037376387,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,1991.0,Disposable income,national,income,0.042612152,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,1994.0,Disposable income,national,income,0.044847726,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,1997.0,Disposable income,national,income,0.047884662,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2000.0,Disposable income,national,income,0.044255697,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2003.0,Disposable income,national,income,0.04198575,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2004.0,Disposable income,national,income,0.045389017,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2005.0,Disposable income,national,income,0.044430483,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2006.0,Disposable income,national,income,0.049444271,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2007.0,Disposable income,national,income,0.048148905,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2008.0,Disposable income,national,income,0.056532068,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2009.0,Disposable income,national,income,0.049869368,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2010.0,Disposable income,national,income,0.044747338,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2011.0,Disposable income,national,income,0.04833008,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2012.0,Disposable income,national,income,0.062570621,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2013.0,Disposable income,national,income,0.043650311,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2014.0,Disposable income,national,income,0.048132715,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2015.0,Disposable income,national,income,0.052445889,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2016.0,Disposable income,national,income,0.047798852,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2017.0,Disposable income,national,income,0.052417944,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2018.0,Disposable income,national,income,0.062720086,PIP,p99p100Share_pip_disposable_perCapita
Luxembourg,2019.0,Disposable income,national,income,0.052974547,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,1980.0,Disposable income,national,consumption,0.11007586,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,1993.0,Disposable income,national,consumption,0.14450277,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,1997.0,Disposable income,national,consumption,0.071607061,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,1999.0,Disposable income,national,consumption,0.055759133,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,2001.0,Disposable income,national,consumption,0.080944709,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,2005.0,Disposable income,national,consumption,0.090963183,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,2010.0,Disposable income,national,consumption,0.093469663,PIP,p99p100Share_pip_disposable_perCapita
Madagascar,2012.0,Disposable income,national,consumption,0.074729772,PIP,p99p100Share_pip_disposable_perCapita
Malawi,1997.0,Disposable income,national,consumption,0.449645204,PIP,p99p100Share_pip_disposable_perCapita
Malawi,2004.0,Disposable income,national,consumption,0.095082399,PIP,p99p100Share_pip_disposable_perCapita
Malawi,2010.0,Disposable income,national,consumption,0.113637362,PIP,p99p100Share_pip_disposable_perCapita
Malawi,2016.0,Disposable income,national,consumption,0.167302205,PIP,p99p100Share_pip_disposable_perCapita
Malawi,2019.0,Disposable income,national,consumption,0.072950951,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,1984.0,Disposable income,national,income,0.121248607,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,1987.0,Disposable income,national,income,0.103057778,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,1989.0,Disposable income,national,income,0.102673483,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,1992.0,Disposable income,national,income,0.094718094,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,1995.0,Disposable income,national,income,0.104122242,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,1997.0,Disposable income,national,income,0.108827889,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,2003.0,Disposable income,national,income,0.089620347,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,2006.0,Disposable income,national,income,0.081464259,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,2008.0,Disposable income,national,income,0.081069872,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,2011.0,Disposable income,national,income,0.082258441,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,2013.0,Disposable income,national,income,0.074943199,PIP,p99p100Share_pip_disposable_perCapita
Malaysia,2015.0,Disposable income,national,income,0.073490228,PIP,p99p100Share_pip_disposable_perCapita
Maldives,2002.0,Disposable income,national,consumption,0.148296458,PIP,p99p100Share_pip_disposable_perCapita
Maldives,2009.0,Disposable income,national,consumption,0.07758569,PIP,p99p100Share_pip_disposable_perCapita
Maldives,2016.0,Disposable income,national,consumption,0.052024256,PIP,p99p100Share_pip_disposable_perCapita
Maldives,2019.0,Disposable income,national,consumption,0.03748261,PIP,p99p100Share_pip_disposable_perCapita
Mali,1994.0,Disposable income,national,consumption,0.115229039,PIP,p99p100Share_pip_disposable_perCapita
Mali,2001.0,Disposable income,national,consumption,0.066222854,PIP,p99p100Share_pip_disposable_perCapita
Mali,2006.0,Disposable income,national,consumption,0.061278847,PIP,p99p100Share_pip_disposable_perCapita
Mali,2009.0,Disposable income,national,consumption,0.043471964,PIP,p99p100Share_pip_disposable_perCapita
Mali,2018.0,Disposable income,national,consumption,0.055153386,PIP,p99p100Share_pip_disposable_perCapita
Malta,2006.0,Disposable income,national,income,0.036912514,PIP,p99p100Share_pip_disposable_perCapita
Malta,2007.0,Disposable income,national,income,0.040040315,PIP,p99p100Share_pip_disposable_perCapita
Malta,2008.0,Disposable income,national,income,0.03967305,PIP,p99p100Share_pip_disposable_perCapita
Malta,2009.0,Disposable income,national,income,0.044659697,PIP,p99p100Share_pip_disposable_perCapita
Malta,2010.0,Disposable income,national,income,0.040530491,PIP,p99p100Share_pip_disposable_perCapita
Malta,2011.0,Disposable income,national,income,0.044957836,PIP,p99p100Share_pip_disposable_perCapita
Malta,2012.0,Disposable income,national,income,0.046216023,PIP,p99p100Share_pip_disposable_perCapita
Malta,2013.0,Disposable income,national,income,0.044086321,PIP,p99p100Share_pip_disposable_perCapita
Malta,2014.0,Disposable income,national,income,0.044471104,PIP,p99p100Share_pip_disposable_perCapita
Malta,2015.0,Disposable income,national,income,0.045831019,PIP,p99p100Share_pip_disposable_perCapita
Malta,2016.0,Disposable income,national,income,0.041996951,PIP,p99p100Share_pip_disposable_perCapita
Malta,2017.0,Disposable income,national,income,0.041748607,PIP,p99p100Share_pip_disposable_perCapita
Malta,2018.0,Disposable income,national,income,0.042074971,PIP,p99p100Share_pip_disposable_perCapita
Malta,2019.0,Disposable income,national,income,0.051900064,PIP,p99p100Share_pip_disposable_perCapita
Marshall Islands,2019.0,Disposable income,national,consumption,0.05278774,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,1987.0,Disposable income,national,consumption,0.062594583,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,1993.0,Disposable income,national,consumption,0.183283439,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,1995.0,Disposable income,national,consumption,0.059979801,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,2000.0,Disposable income,national,consumption,0.052415257,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,2004.0,Disposable income,national,consumption,0.082000728,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,2008.0,Disposable income,national,consumption,0.047017262,PIP,p99p100Share_pip_disposable_perCapita
Mauritania,2014.0,Disposable income,national,consumption,0.048346381,PIP,p99p100Share_pip_disposable_perCapita
Mauritius,2006.0,Disposable income,national,consumption,0.06419093,PIP,p99p100Share_pip_disposable_perCapita
Mauritius,2012.0,Disposable income,national,consumption,0.082325991,PIP,p99p100Share_pip_disposable_perCapita
Mauritius,2017.0,Disposable income,national,consumption,0.07542877,PIP,p99p100Share_pip_disposable_perCapita
Mexico,1984.0,Disposable income,national,income,0.099769772,PIP,p99p100Share_pip_disposable_perCapita
Mexico,1989.0,Disposable income,national,income,0.134678351,PIP,p99p100Share_pip_disposable_perCapita
Mexico,1992.0,Disposable income,national,income,0.131381441,PIP,p99p100Share_pip_disposable_perCapita
Mexico,1994.0,Disposable income,national,income,0.119789157,PIP,p99p100Share_pip_disposable_perCapita
Mexico,1996.0,Disposable income,national,income,0.122516009,PIP,p99p100Share_pip_disposable_perCapita
Mexico,1998.0,Disposable income,national,income,0.120649893,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2000.0,Disposable income,national,income,0.122031289,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2002.0,Disposable income,national,income,0.101440737,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2004.0,Disposable income,national,income,0.119436063,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2005.0,Disposable income,national,income,0.121039126,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2006.0,Disposable income,national,income,0.109199647,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2008.0,Disposable income,national,income,0.115531273,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2010.0,Disposable income,national,income,0.099190269,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2012.0,Disposable income,national,income,0.102723613,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2014.0,Disposable income,national,income,0.120651577,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2016.0,Disposable income,national,income,0.105194182,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2018.0,Disposable income,national,income,0.11015799,PIP,p99p100Share_pip_disposable_perCapita
Mexico,2020.0,Disposable income,national,income,0.093456091,PIP,p99p100Share_pip_disposable_perCapita
Micronesia (country),2005.0,Disposable income,national,consumption,0.073425639,PIP,p99p100Share_pip_disposable_perCapita
Micronesia (country),2013.0,Disposable income,national,consumption,0.067870545,PIP,p99p100Share_pip_disposable_perCapita
Micronesia (country),2000.0,Disposable income,urban,income,0.176240478,PIP,p99p100Share_pip_disposable_perCapita
Moldova,1997.0,Disposable income,national,consumption,0.061172394,PIP,p99p100Share_pip_disposable_perCapita
Moldova,1998.0,Disposable income,national,consumption,0.072490478,PIP,p99p100Share_pip_disposable_perCapita
Moldova,1999.0,Disposable income,national,consumption,0.084616961,PIP,p99p100Share_pip_disposable_perCapita
Moldova,2000.0,Disposable income,national,consumption,0.061226202,PIP,p99p100Share_pip_disposable_perCapita
Moldova,2001.0,Disposable income,national,consumption,0.066190497,PIP,p99p100Share_pip_disposable_perCapita
