year,reporting_level,welfare_type,p99p100_share,country
2012,national,income,5.2369089033941005,Latvia
2013,national,income,5.12814174120669,Latvia
2014,national,income,5.22256095208372,Latvia
2015,national,income,5.14642717425388,Latvia
2016,national,income,4.63826403574606,Latvia
2017,national,income,5.237802178563309,Latvia
2018,national,income,5.305087885076469,Latvia
2019,national,income,5.42435741348399,Latvia
2020,national,income,6.05717883970207,Latvia
1984,national,consumption,10.781742738940379,Morocco
1990,national,consumption,6.99296976456195,Morocco
1998,national,consumption,6.7797805833630305,Morocco
2000,national,consumption,7.78482904855427,Morocco
2006,national,consumption,8.376391949388589,Morocco
2013,national,consumption,7.32185715783515,Morocco
1997,national,consumption,6.11723943078539,Moldova
1998,national,consumption,7.2490478136537195,Moldova
1999,national,consumption,8.4616961462872,Moldova
2000,national,consumption,6.122620218658089,Moldova
2001,national,consumption,6.61904969699094,Moldova
2002,national,consumption,5.53684173236661,Moldova
2003,national,consumption,5.985423727753901,Moldova
2004,national,consumption,5.75536918669511,Moldova
2005,national,consumption,6.07029462056106,Moldova
2006,national,consumption,5.70921681510033,Moldova
2007,national,consumption,5.27429221012551,Moldova
2008,national,consumption,6.1006290327983,Moldova
2009,national,consumption,4.6273272585263,Moldova
2010,national,consumption,5.2834466588606,Moldova
2011,national,consumption,5.0310798500485,Moldova
2012,national,consumption,4.22821003687043,Moldova
2013,national,consumption,4.48934783270881,Moldova
2014,national,consumption,3.7859369294165,Moldova
2015,national,consumption,4.17022472895111,Moldova
2016,national,consumption,4.708009653485941,Moldova
2017,national,consumption,3.6502374565493,Moldova
2018,national,consumption,3.88509924962274,Moldova
2019,national,consumption,3.6192131227088504,Moldova
2021,national,consumption,4.11078358645644,Moldova
1980,national,consumption,11.00758598508492,Madagascar
1993,national,consumption,14.450277003121839,Madagascar
1997,national,consumption,7.16070609385089,Madagascar
1999,national,consumption,5.57591328166593,Madagascar
2001,national,consumption,8.09447086257043,Madagascar
2005,national,consumption,9.09631828707272,Madagascar
2010,national,consumption,9.34696625412478,Madagascar
2012,national,consumption,7.47297719880591,Madagascar
2002,national,consumption,14.829645768114469,Maldives
2009,national,consumption,7.75856897015412,Maldives
2016,national,consumption,5.2024256350332,Maldives
2019,national,consumption,3.74826104682578,Maldives
1984,national,income,9.97697718710502,Mexico
1989,national,income,13.46783507514415,Mexico
1992,national,income,13.138144137638871,Mexico
1994,national,income,11.97891573153075,Mexico
1996,national,income,12.25160092283422,Mexico
1998,national,income,12.06498934739883,Mexico
2000,national,income,12.20312888432921,Mexico
2002,national,income,10.144073678254669,Mexico
2004,national,income,11.94360627847316,Mexico
2005,national,income,12.10391262189362,Mexico
2006,national,income,10.91996469152916,Mexico
2008,national,income,11.55312726229037,Mexico
2010,national,income,9.91902686447759,Mexico
2012,national,income,10.27236125363561,Mexico
2014,national,income,12.06515768012225,Mexico
2016,national,income,10.51941820706171,Mexico
2018,national,income,11.01579904749952,Mexico
2020,national,income,9.34560906326497,Mexico
2019,national,consumption,5.27877403722988,Marshall Islands
1998,national,consumption,3.469280939476,North Macedonia
2000,national,consumption,5.02669381972982,North Macedonia
2002,national,consumption,6.3488746733731105,North Macedonia
2003,national,consumption,6.380837001620231,North Macedonia
2004,national,consumption,7.03729853307244,North Macedonia
2005,national,consumption,5.89181401240335,North Macedonia
2006,national,consumption,8.11138316723484,North Macedonia
2008,national,consumption,8.03584427646749,North Macedonia
2009,national,income,7.476955886157801,North Macedonia
2010,national,income,4.69104062755017,North Macedonia
2011,national,income,4.40400090883583,North Macedonia
2012,national,income,4.61402398812902,North Macedonia
2013,national,income,4.30294127150369,North Macedonia
2014,national,income,4.15373957055215,North Macedonia
2015,national,income,4.228406313737191,North Macedonia
2016,national,income,4.17320068921967,North Macedonia
2017,national,income,4.23497879240737,North Macedonia
2018,national,income,3.59275316563676,North Macedonia
2019,national,income,3.57426167945327,North Macedonia
1994,national,consumption,11.522903871379429,Mali
2001,national,consumption,6.62228535141594,Mali
2006,national,consumption,6.12788468370804,Mali
2009,national,consumption,4.34719642225427,Mali
2018,national,consumption,5.5768534773679805,Mali
2006,national,income,3.6912513872397,Malta
2007,national,income,4.00403152113071,Malta
2008,national,income,3.9673049580581097,Malta
2009,national,income,4.46596968311311,Malta
2010,national,income,4.053049059886559,Malta
2011,national,income,4.49578358432342,Malta
2012,national,income,4.62160233619087,Malta
2013,national,income,4.408632134217609,Malta
2014,national,income,4.44711043433861,Malta
2015,national,income,4.58310188493106,Malta
2016,national,income,4.199695055487529,Malta
2017,national,income,4.1748607318279,Malta
2018,national,income,4.20749714039421,Malta
2019,national,income,5.190006434843171,Malta
2020,national,income,5.0852655371819,Malta
2015,national,consumption,11.39609713027549,Myanmar
2017,national,consumption,5.71549235353046,Myanmar
2005,national,consumption,4.19422951961479,Montenegro
2006,national,consumption,4.2924483373074205,Montenegro
2007,national,consumption,5.0182860089586,Montenegro
2008,national,consumption,4.53443386029204,Montenegro
2009,national,consumption,5.27840413952225,Montenegro
2010,national,consumption,4.82181832235091,Montenegro
2011,national,consumption,4.9481775668095205,Montenegro
2012,national,consumption,4.41805305054922,Montenegro
2012,national,income,5.1102162414243795,Montenegro
2013,national,consumption,5.1102162414243795,Montenegro
2013,national,income,4.85562416318839,Montenegro
2014,national,consumption,4.85562416318839,Montenegro
2014,national,income,4.6884783369326,Montenegro
2015,national,income,5.44950097760903,Montenegro
2016,national,income,5.63810747446574,Montenegro
2017,national,income,4.90532047851263,Montenegro
2018,national,income,4.99502174561338,Montenegro
1995,national,consumption,3.71947920211894,Mongolia
1998,national,consumption,3.3453768746991996,Mongolia
2002,national,consumption,4.53572983914027,Mongolia
2007,national,consumption,5.92221239116755,Mongolia
2010,national,consumption,5.0340311356206,Mongolia
2011,national,consumption,5.773310870269429,Mongolia
2012,national,consumption,5.1177652746149,Mongolia
2014,national,consumption,5.3409974483279,Mongolia
2016,national,consumption,5.44255690499466,Mongolia
2018,national,consumption,5.2886766163955805,Mongolia
1996,national,consumption,13.39143553944708,Mozambique
2002,national,consumption,13.614506699263709,Mozambique
2008,national,consumption,12.22570299269233,Mozambique
2014,national,consumption,17.71110380791014,Mozambique
1987,national,consumption,6.25945826926084,Mauritania
1993,national,consumption,18.32834391780359,Mauritania
1995,national,consumption,5.997980112546379,Mauritania
2000,national,consumption,5.24152568941315,Mauritania
2004,national,consumption,8.20007284337834,Mauritania
2008,national,consumption,4.70172624785086,Mauritania
2014,national,consumption,4.8346380793947,Mauritania
2006,national,consumption,6.41909299911585,Mauritius
2012,national,consumption,8.232599147824999,Mauritius
2017,national,consumption,7.54287697541293,Mauritius
1997,national,consumption,44.964520354542096,Malawi
2004,national,consumption,9.5082398849922,Malawi
2010,national,consumption,11.3637362469594,Malawi
2016,national,consumption,16.73022052784276,Malawi
2019,national,consumption,7.29509505575501,Malawi
1984,national,income,12.124860718745161,Malaysia
1987,national,income,10.30577777097819,Malaysia
1989,national,income,10.267348262474881,Malaysia
1992,national,income,9.47180938696437,Malaysia
1995,national,income,10.41222417171692,Malaysia
1997,national,income,10.882788870422159,Malaysia
2003,national,income,8.96203471144358,Malaysia
2006,national,income,8.14642589831466,Malaysia
2008,national,income,8.106987155331561,Malaysia
2011,national,income,8.22584406983771,Malaysia
2013,national,income,7.49431991303551,Malaysia
2015,national,income,7.34902280380898,Malaysia
2018,national,income,7.283327081873529,Malaysia
1993,national,income,30.18609216643771,Namibia
2003,national,consumption,16.1949688747697,Namibia
2009,national,consumption,15.54270147123781,Namibia
2015,national,consumption,12.21702981195066,Namibia
1992,national,consumption,8.33513717430753,Niger
1994,national,consumption,8.230449598666919,Niger
2005,national,consumption,12.31144622278265,Niger
2007,national,consumption,8.00653094703819,Niger
2011,national,consumption,5.524861409427951,Niger
2014,national,consumption,5.2979777870547204,Niger
2018,national,consumption,7.80768844216841,Niger
1985,national,consumption,4.29010921999972,Nigeria
1992,national,consumption,5.4664182662678,Nigeria
1996,national,consumption,13.23968121771532,Nigeria
2003,national,consumption,6.535085194603001,Nigeria
2010,national,consumption,4.6985654128240695,Nigeria
2012,national,consumption,4.667695941098811,Nigeria
2015,national,consumption,4.7340838136591294,Nigeria
2018,national,consumption,5.31173133394679,Nigeria
1993,national,income,13.037916479909631,Nicaragua
1998,national,income,12.99497108436351,Nicaragua
2001,national,income,13.340862105016479,Nicaragua
2005,national,income,11.26843307627116,Nicaragua
2009,national,income,8.97823429914055,Nicaragua
2014,national,income,11.35038819394791,Nicaragua
1983,national,income,4.003316772013,Netherlands
1987,national,income,3.7136646618408298,Netherlands
1990,national,income,5.28100398913334,Netherlands
1993,national,income,3.5953619682250997,Netherlands
1999,national,income,3.6419105616084697,Netherlands
2004,national,income,5.24755220505876,Netherlands
2005,national,income,4.824585798283261,Netherlands
2006,national,income,6.3008267465939,Netherlands
2007,national,income,5.5145260070009,Netherlands
2008,national,income,5.22951447339,Netherlands
2009,national,income,4.2597910566877095,Netherlands
2010,national,income,4.32398146210976,Netherlands
2011,national,income,4.55762125169413,Netherlands
2012,national,income,4.46761689573418,Netherlands
2013,national,income,4.51281493474519,Netherlands
2014,national,income,5.001198580456849,Netherlands
2015,national,income,4.821993832636591,Netherlands
2016,national,income,4.51102941053313,Netherlands
2017,national,income,5.17585420955502,Netherlands
2018,national,income,4.87385249840586,Netherlands
2019,national,income,5.86618991138486,Netherlands
2020,national,income,4.59849626311062,Netherlands
1979,national,income,3.69832178552292,Norway
1986,national,income,3.52712844308726,Norway
1991,national,income,4.048187691948979,Norway
1995,national,income,4.77356278029933,Norway
2000,national,income,6.364591350181629,Norway
2003,national,income,6.3492953239429895,Norway
2004,national,income,10.99582031015952,Norway
2005,national,income,9.58236720898937,Norway
2006,national,income,4.22636158137283,Norway
2007,national,income,5.16676318656389,Norway
2008,national,income,4.41510978782008,Norway
2009,national,income,4.36342470621041,Norway
2010,national,income,4.1442890334286195,Norway
2011,national,income,3.6326874226977703,Norway
2012,national,income,3.8457142954100796,Norway
2013,national,income,4.15674255291403,Norway
2014,national,income,4.39558731592076,Norway
2015,national,income,4.88219694057665,Norway
2016,national,income,5.61122808122943,Norway
2017,national,income,4.01224134154884,Norway
2018,national,income,4.51854516055843,Norway
2019,national,income,4.76144766026979,Norway
1984,national,income,4.71663855779723,Nepal
1995,national,consumption,7.16353461388998,Nepal
2003,national,consumption,10.84840528133482,Nepal
2010,national,consumption,5.28655311369237,Nepal
2012,national,consumption,5.03558753846929,Nauru
1987,national,consumption,6.156306392829229,Pakistan
1990,national,consumption,6.00790594362671,Pakistan
1996,national,consumption,6.19937400498984,Pakistan
1998,national,consumption,7.34495221280322,Pakistan
2001,national,consumption,5.59316089863744,Pakistan
2004,national,consumption,5.9826290291591,Pakistan
2005,national,consumption,6.774911017502459,Pakistan
2007,national,consumption,5.74266801006189,Pakistan
2010,national,consumption,5.71015788460804,Pakistan
2011,national,consumption,5.94487943544107,Pakistan
2013,national,consumption,5.91704141399845,Pakistan
2015,national,consumption,6.46781277927177,Pakistan
2018,national,consumption,5.98447464371883,Pakistan
1979,national,income,6.94025508256532,Panama
1989,national,income,10.432133247459149,Panama
1991,national,income,10.76580463045717,Panama
1995,national,income,10.79760109141391,Panama
1997,national,income,12.72211332053294,Panama
1998,national,income,11.43141679994714,Panama
1999,national,income,10.775134167183161,Panama
2000,national,income,11.497750372374,Panama
2001,national,income,10.63298988798966,Panama
2002,national,income,11.02877166282638,Panama
2003,national,income,10.64465175479277,Panama
2004,national,income,9.35880666363312,Panama
2005,national,income,9.39792395450875,Panama
2006,national,income,10.12292811344031,Panama
2007,national,income,9.828743543148,Panama
2008,national,income,11.47772364384371,Panama
2009,national,income,10.40186023697623,Panama
2010,national,income,10.59938930138273,Panama
2011,national,income,10.25923385445368,Panama
2012,national,income,10.25567517203862,Panama
2013,national,income,9.60976167945007,Panama
2014,national,income,9.67722482421716,Panama
2015,national,income,10.01400562743126,Panama
2016,national,income,8.748037488989251,Panama
2017,national,income,10.05495629234473,Panama
2018,national,income,9.53241014458162,Panama
2019,national,income,9.46843199124599,Panama
2021,national,income,9.87820496711658,Panama
1985,national,consumption,9.05546392456599,Peru
1994,national,consumption,8.24656508199689,Peru
1997,national,income,12.00933069529523,Peru
1998,national,income,12.95561876767385,Peru
1999,national,income,12.707620962571301,Peru
2000,national,income,8.8384757897309,Peru
2001,national,income,11.11350414980027,Peru
2002,national,income,13.47011350676049,Peru
2003,national,income,12.78763198521918,Peru
2004,national,income,10.43611577339539,Peru
2005,national,income,10.45488391760193,Peru
2006,national,income,10.421087055979699,Peru
2007,national,income,10.395792194606921,Peru
2008,national,income,9.039160145929321,Peru
2009,national,income,8.87427302357341,Peru
2010,national,income,8.91822532219641,Peru
2011,national,income,8.37353475212107,Peru
2012,national,income,8.024268531427479,Peru
2013,national,income,7.827918304526641,Peru
2014,national,income,7.49685472589529,Peru
2015,national,income,7.68391577800198,Peru
2016,national,income,7.65591860977762,Peru
2017,national,income,7.614277053789791,Peru
2018,national,income,6.9054068203369905,Peru
2019,national,income,6.86780401848622,Peru
2020,national,income,7.64854110330712,Peru
2021,national,income,7.04105373599617,Peru
1985,national,consumption,8.130488994353879,Philippines
1988,national,consumption,7.64125239986654,Philippines
1991,national,consumption,8.34346325619963,Philippines
1994,national,consumption,7.4457623715316,Philippines
1997,national,consumption,10.904077330459911,Philippines
2000,national,income,10.11751715468845,Philippines
2003,national,income,8.869298650330371,Philippines
2006,national,income,8.54220190523734,Philippines
2009,national,income,8.56966127054721,Philippines
2012,national,income,8.38766876332612,Philippines
2015,national,income,8.2202103186886,Philippines
2018,national,income,8.031973900436599,Philippines
2021,national,income,7.70923468243857,Philippines
1996,national,consumption,7.531205417473901,Papua New Guinea
2009,national,consumption,6.587328480909579,Papua New Guinea
1985,national,income,3.09580252022725,Poland
1986,national,income,3.68176711688376,Poland
1987,national,income,3.22385708913949,Poland
1989,national,income,3.39512160413895,Poland
1992,national,income,4.49616124919741,Poland
1993,national,consumption,2.76304757777061,Poland
1995,national,income,6.28943490933489,Poland
1996,national,consumption,5.4907042701396,Poland
1998,national,consumption,5.93855460713451,Poland
1999,national,consumption,5.45707555483139,Poland
1999,national,income,5.45707555483139,Poland
2000,national,consumption,5.76397542733914,Poland
2001,national,consumption,5.3705967469632405,Poland
2002,national,consumption,5.82087906246007,Poland
2003,national,consumption,5.73537121404754,Poland
2004,national,consumption,5.70310379639307,Poland
2004,national,income,6.16218149178705,Poland
2005,national,consumption,6.16218149178705,Poland
2005,national,income,5.47077519014106,Poland
2006,national,consumption,5.47077519014106,Poland
2006,national,income,5.63729146503892,Poland
2007,national,consumption,5.63729146503892,Poland
2007,national,income,5.96597018901819,Poland
2008,national,consumption,5.96597018901819,Poland
2008,national,income,5.9951416459406905,Poland
2009,national,consumption,5.9951416459406905,Poland
2009,national,income,5.5047203593361,Poland
2010,national,consumption,5.5047203593361,Poland
2010,national,income,5.59776271964526,Poland
2011,national,consumption,5.59776271964526,Poland
2011,national,income,5.3304869478566195,Poland
2012,national,consumption,5.3304869478566195,Poland
2012,national,income,5.33738082072992,Poland
2013,national,consumption,5.33738082072992,Poland
2013,national,income,5.29206345342832,Poland
2014,national,consumption,5.29206345342832,Poland
2014,national,income,5.15621454813436,Poland
2015,national,consumption,5.15621454813436,Poland
2015,national,income,4.99552314630003,Poland
2016,national,consumption,4.99552314630003,Poland
2016,national,income,5.09623658475358,Poland
2017,national,consumption,5.09623658475358,Poland
2017,national,income,4.9824568405406,Poland
2018,national,consumption,4.9824568405406,Poland
2018,national,income,5.2060011207532,Poland
2019,national,consumption,5.2060011207532,Poland
2019,national,income,4.34807025357967,Poland
2003,national,income,6.3170966883894994,Portugal
2004,national,income,6.542276557051729,Portugal
2005,national,income,6.67932799802688,Portugal
2006,national,income,6.40474580889423,Portugal
2007,national,income,6.17049458833831,Portugal
2008,national,income,6.641534151553841,Portugal
2009,national,income,5.4870699732856,Portugal
2010,national,income,5.7339392822584,Portugal
2011,national,income,6.413005604127529,Portugal
2012,national,income,5.6723039077345,Portugal
2013,national,income,5.3862609946151,Portugal
2014,national,income,5.5207501317748005,Portugal
2015,national,income,5.44493759954729,Portugal
2016,national,income,5.87604053787038,Portugal
2017,national,income,5.141212974028861,Portugal
2018,national,income,5.19705194059751,Portugal
2019,national,income,4.90781494681994,Portugal
2020,national,income,5.42865666980376,Portugal
1990,national,income,5.76595208801496,Paraguay
1995,national,income,14.431085278780731,Paraguay
1997,national,income,11.26792606957212,Paraguay
1999,national,income,13.060403091646661,Paraguay
2001,national,income,13.79541667882055,Paraguay
2002,national,income,20.024178075061343,Paraguay
2003,national,income,15.642297178374932,Paraguay
2004,national,income,14.79323178377162,Paraguay
2005,national,income,12.78672838660003,Paraguay
2006,national,income,14.382198461527098,Paraguay
2007,national,income,16.07739323759255,Paraguay
2008,national,income,12.66683017710832,Paraguay
2009,national,income,11.65943453151324,Paraguay
2010,national,income,14.19927498453906,Paraguay
2011,national,income,13.832140132914992,Paraguay
2012,national,income,10.65691981242277,Paraguay
2013,national,income,10.208052214756199,Paraguay
2014,national,income,14.273950762777691,Paraguay
2015,national,income,9.99256005980588,Paraguay
2016,national,income,11.20750550893988,Paraguay
2017,national,income,14.43534263574691,Paraguay
2018,national,income,9.682443009328761,Paraguay
2019,national,income,10.00015546050544,Paraguay
2020,national,income,7.94699503039378,Paraguay
2021,national,income,8.21023663107177,Paraguay
2004,national,consumption,5.5717141122086495,Palestine
2005,national,consumption,5.29143734621832,Palestine
2006,national,consumption,5.76379876186871,Palestine
2007,national,consumption,6.04411802436626,Palestine
2009,national,consumption,5.61231627087069,Palestine
2010,national,consumption,5.94549785154967,Palestine
2011,national,consumption,5.5405351586494,Palestine
2016,national,consumption,4.3871247628165,Palestine
1989,national,income,2.53913253308049,Romania
1992,national,income,2.67904280016707,Romania
1994,national,income,3.65244575853225,Romania
1995,national,income,6.09484794445902,Romania
1997,national,income,5.50083960076201,Romania
1998,national,consumption,4.88401932026811,Romania
1999,national,consumption,4.90206670203069,Romania
2000,national,consumption,4.73503840046874,Romania
2001,national,consumption,4.48537983161128,Romania
2002,national,consumption,4.76679846723216,Romania
2003,national,consumption,4.5494085780115805,Romania
2004,national,consumption,4.04952354874058,Romania
2005,national,consumption,3.85569144209345,Romania
2006,national,consumption,4.17978228443793,Romania
2006,national,income,5.34857733404228,Romania
2007,national,consumption,5.34857733404228,Romania
2007,national,income,4.726470433318751,Romania
2008,national,consumption,4.726470433318751,Romania
2008,national,income,4.61670277417631,Romania
2009,national,consumption,4.61670277417631,Romania
2009,national,income,4.39733197674608,Romania
2010,national,consumption,4.39733197674608,Romania
2010,national,income,4.08629583040678,Romania
2011,national,consumption,4.08629583040678,Romania
2011,national,income,3.9226658465121895,Romania
2012,national,consumption,3.9226658465121895,Romania
2012,national,income,4.15500806194554,Romania
2013,national,consumption,4.15500806194554,Romania
2013,national,income,5.04420381478622,Romania
2014,national,income,4.48218963794919,Romania
2015,national,income,4.13811869133029,Romania
2016,national,consumption,4.13811869133029,Romania
2016,national,income,4.00386848071256,Romania
2017,national,income,4.31327919277181,Romania
2018,national,consumption,4.31327919277181,Romania
2018,national,income,4.13126346859364,Romania
2019,national,income,4.09333357383258,Romania
2020,national,income,4.18178704962365,Romania
1993,national,consumption,13.87027925333387,Russia
1996,national,consumption,10.53114856489287,Russia
1997,national,consumption,6.68937558776576,Russia
1998,national,consumption,5.7610169923729995,Russia
1999,national,consumption,5.670646441393,Russia
2000,national,consumption,5.6077636540916,Russia
2001,national,consumption,5.76892550661912,Russia
2002,national,consumption,5.95161893016904,Russia
2003,national,consumption,5.81421858792135,Russia
2004,national,consumption,6.2472412377034106,Russia
2005,national,consumption,6.473646766942549,Russia
2006,national,consumption,6.134510166770079,Russia
2007,national,consumption,6.66799200059927,Russia
2008,national,consumption,6.9277426879879105,Russia
2009,national,consumption,6.440238916235221,Russia
2010,national,consumption,6.20218669935851,Russia
2011,national,consumption,6.411202323342979,Russia
2012,national,consumption,7.072448251536261,Russia
2013,national,consumption,7.035634367972301,Russia
2014,national,consumption,7.071355685218431,Russia
2014,national,income,5.82728351784613,Russia
2015,national,consumption,5.82728351784613,Russia
2015,national,income,5.35402793026741,Russia
2016,national,consumption,5.35402793026741,Russia
2016,national,income,5.77752260144977,Russia
2017,national,consumption,5.77752260144977,Russia
2017,national,income,5.50619753887555,Russia
2018,national,consumption,5.50619753887555,Russia
2018,national,income,5.64597032415362,Russia
2019,national,consumption,5.64597032415362,Russia
2020,national,consumption,6.54569803923051,Russia
2000,national,consumption,12.97065007265115,Rwanda
2005,national,consumption,15.113952307148152,Rwanda
2010,national,consumption,12.57847637150987,Rwanda
2013,national,consumption,11.80553698846384,Rwanda
2016,national,consumption,10.05261911329994,Rwanda
2009,national,consumption,5.19054511202234,Sudan
2014,national,consumption,7.14153742554248,Sudan
1991,national,consumption,14.05806179879994,Senegal
1994,national,consumption,11.51613409203768,Senegal
2001,national,consumption,9.535540701904601,Senegal
2005,national,consumption,6.46983399380513,Senegal
2011,national,consumption,6.3215876464342,Senegal
2018,national,consumption,6.96174186352676,Senegal
2005,national,consumption,9.13626242141552,Solomon Islands
2012,national,consumption,6.654750979817011,Solomon Islands
2003,national,consumption,6.24612017550878,Sierra Leone
2011,national,consumption,4.85879777079958,Sierra Leone
2018,national,consumption,7.06099078422887,Sierra Leone
1989,national,income,7.828539655095961,El Salvador
1991,national,income,12.622381010509228,El Salvador
1995,national,income,11.03881300095119,El Salvador
1996,national,income,11.30721089123269,El Salvador
1998,national,income,11.43384414274848,El Salvador
1999,national,income,9.506774505011819,El Salvador
2000,national,income,10.98039669474881,El Salvador
2001,national,income,9.82124636503341,El Salvador
2002,national,income,11.45378799945651,El Salvador
2003,national,income,9.27252642193446,El Salvador
2004,national,income,8.58908387149175,El Salvador
2005,national,income,9.69207709141032,El Salvador
2006,national,income,9.31354952406268,El Salvador
2007,national,income,9.91698368331722,El Salvador
2008,national,income,9.399452587206971,El Salvador
2009,national,income,9.0692464002992,El Salvador
2010,national,income,7.2466013903157505,El Salvador
2011,national,income,7.770821935164619,El Salvador
2012,national,income,8.18008052398723,El Salvador
2013,national,income,9.80592108371567,El Salvador
2014,national,income,7.53961592486882,El Salvador
2015,national,income,7.9857241473478195,El Salvador
2016,national,income,7.35136612784352,El Salvador
2017,national,income,6.58439109838128,El Salvador
2018,national,income,6.40467076487041,El Salvador
2019,national,income,6.6409249880540795,El Salvador
2021,national,income,5.71092231727899,El Salvador
2002,national,consumption,6.53971990370769,Serbia
2003,national,consumption,5.30565723410918,Serbia
2004,national,consumption,6.08907138398944,Serbia
2005,national,consumption,6.321435212927411,Serbia
2006,national,consumption,4.51889668252553,Serbia
2007,national,consumption,4.30135253981589,Serbia
2008,national,consumption,3.86785446213769,Serbia
2009,national,consumption,3.9351729443539,Serbia
2010,national,consumption,4.05119923280432,Serbia
2012,national,income,5.20141624546669,Serbia
2013,national,consumption,5.20141624546669,Serbia
2013,national,income,6.01378832746238,Serbia
2014,national,income,5.49971172798306,Serbia
2015,national,consumption,5.49971172798306,Serbia
2015,national,income,7.76472457488625,Serbia
2016,national,income,5.61988774408703,Serbia
2017,national,income,4.71892986369083,Serbia
2018,national,consumption,4.71892986369083,Serbia
2018,national,income,4.30425374767283,Serbia
2019,national,consumption,4.30425374767283,Serbia
2019,national,income,5.842176961691179,Serbia
2020,national,income,7.47376175541476,Serbia
2009,national,consumption,7.05823946556378,South Sudan
2016,national,consumption,7.74778243670628,South Sudan
2000,national,consumption,4.141133067171561,Sao Tome and Principe
2010,national,consumption,3.9449106153618305,Sao Tome and Principe
2017,national,consumption,7.87512366906914,Sao Tome and Principe
1999,urban,income,11.74254614788683,Suriname
1992,national,income,3.41869080205234,Slovakia
1996,national,income,4.32386914188123,Slovakia
2004,national,consumption,5.47370551765057,Slovakia
2004,national,income,5.45362640472775,Slovakia
2005,national,consumption,5.45362640472775,Slovakia
2005,national,income,6.52380600688876,Slovakia
2006,national,consumption,6.52380600688876,Slovakia
2006,national,income,5.22436644167462,Slovakia
2007,national,consumption,5.22436644167462,Slovakia
2007,national,income,4.63660881451257,Slovakia
2008,national,consumption,4.63660881451257,Slovakia
2008,national,income,4.29301094479596,Slovakia
2009,national,consumption,4.29301094479596,Slovakia
2009,national,income,4.4499492677200605,Slovakia
2010,national,income,4.59408756108619,Slovakia
2011,national,income,3.4454174312629005,Slovakia
2012,national,income,3.40378115071633,Slovakia
2013,national,income,4.80941165512369,Slovakia
2014,national,income,3.61994316100059,Slovakia
2015,national,income,4.22131002162178,Slovakia
2016,national,income,3.3359892218688203,Slovakia
2017,national,income,2.72433991996218,Slovakia
2018,national,income,3.14813548456708,Slovakia
2019,national,income,2.86974899366662,Slovakia
1987,national,income,3.19369350740015,Slovenia
1993,national,income,5.49983541363984,Slovenia
1997,national,income,3.1420615793628897,Slovenia
1998,national,consumption,3.6544180828362403,Slovenia
1999,national,income,3.3192179195288505,Slovenia
2002,national,consumption,4.114735564605669,Slovenia
2003,national,consumption,4.59566900082514,Slovenia
2004,national,income,3.51876514125947,Slovenia
2005,national,income,3.4778243574667798,Slovenia
2006,national,income,3.26952621295786,Slovenia
2007,national,income,3.3678062071183104,Slovenia
2008,national,income,3.33127328708547,Slovenia
2009,national,income,3.5037512989049397,Slovenia
2010,national,income,3.5783892605760896,Slovenia
2011,national,income,3.59523909559353,Slovenia
2012,national,income,3.7774138900205796,Slovenia
2013,national,income,3.79119446763816,Slovenia
2014,national,income,3.56339881658483,Slovenia
2015,national,income,3.9320919390883398,Slovenia
2016,national,income,3.4591236026192997,Slovenia
2017,national,income,3.4587918477932704,Slovenia
2018,national,income,3.7343671893798898,Slovenia
2019,national,income,4.0829504008443696,Slovenia
2020,national,income,3.8180753070603597,Slovenia
1975,national,income,2.898263029783,Sweden
1981,national,income,2.558323852999,Sweden
1987,national,income,3.14074002988802,Sweden
1992,national,income,3.28025513656333,Sweden
1995,national,income,3.4611871491409603,Sweden
2000,national,income,4.667540900139279,Sweden
2003,national,income,3.1464501223103096,Sweden
2004,national,income,3.77621615963405,Sweden
2005,national,income,3.82186704827567,Sweden
2006,national,income,3.9544652793727098,Sweden
2007,national,income,4.41699483122823,Sweden
2008,national,income,4.8508879432662,Sweden
2009,national,income,3.9541763327257202,Sweden
2010,national,income,4.201346620671241,Sweden
2011,national,income,3.90419563140567,Sweden
2012,national,income,3.90119607664158,Sweden
2013,national,income,4.46343752563459,Sweden
2014,national,income,4.24882739961288,Sweden
2015,national,income,5.14789308193197,Sweden
2016,national,income,5.787225629999241,Sweden
2017,national,income,4.74987068906316,Sweden
2018,national,income,5.36803838744601,Sweden
2019,national,income,5.12883744128937,Sweden
2020,national,income,4.71764546093899,Sweden
1994,national,consumption,21.63464041434185,Eswatini
2000,national,consumption,12.0675139648681,Eswatini
2009,national,consumption,9.67649358046654,Eswatini
2016,national,consumption,10.474152443944169,Eswatini
1999,national,consumption,11.02932616591745,Seychelles
2006,national,consumption,10.48847979530125,Seychelles
2013,national,income,18.20124233049884,Seychelles
2018,national,income,4.05547778963765,Seychelles
1996,national,consumption,6.995755310658951,Syria
2003,national,consumption,6.78311403199527,Syria
2003,national,consumption,6.98556982789246,Chad
2011,national,consumption,7.735111649546409,Chad
2018,national,consumption,6.3172010299977694,Chad
2006,national,consumption,6.87878839204145,Togo
2011,national,consumption,7.83148816127361,Togo
2015,national,consumption,6.7421877774139105,Togo
2018,national,consumption,7.66243839373044,Togo
1981,national,consumption,8.75250432572294,Thailand
1988,national,consumption,9.39281657109094,Thailand
1990,national,consumption,9.53630790563631,Thailand
1992,national,consumption,10.17194411129294,Thailand
1994,national,consumption,9.30380589822738,Thailand
1996,national,consumption,8.72904326203418,Thailand
1998,national,consumption,7.07533249436311,Thailand
