,region,year,population
1902,S & SE Asia,-4000,7112420
1903,S & SE Asia,-3000,13014368
1904,S & SE Asia,-2000,24646700
1905,S & SE Asia,-1000,46671813
1906,S & SE Asia,0,89066216
1907,S & SE Asia,100,94017679
1908,S & SE Asia,200,98979133
1909,S & SE Asia,300,103792582
1910,S & SE Asia,400,108618603
1911,S & SE Asia,500,113461692
1912,S & SE Asia,600,118323876
1913,S & SE Asia,700,123589897
1914,S & SE Asia,800,128889211
1915,S & SE Asia,900,134508280
1916,S & SE Asia,1000,140129123
1917,S & SE Asia,1100,146365425
1918,S & SE Asia,1200,152604753
1919,S & SE Asia,1300,156697873
1920,S & SE Asia,1400,165259961
1921,S & SE Asia,1500,173030676
1922,S & SE Asia,1600,186159283
1923,S & SE Asia,1700,225442508
1924,S & SE Asia,1710,230450685
1925,S & SE Asia,1720,235498329
1926,S & SE Asia,1730,240562034
1927,S & SE Asia,1740,245641365
1928,S & SE Asia,1750,250735568
1929,S & SE Asia,1760,256247137
1930,S & SE Asia,1770,261775299
1931,S & SE Asia,1780,267320436
1932,S & SE Asia,1790,272884360
1933,S & SE Asia,1800,277133848
1934,S & SE Asia,1801,277542055
1935,S & SE Asia,1802,277961677
1936,S & SE Asia,1803,278392653
1937,S & SE Asia,1804,278834925
1938,S & SE Asia,1805,279288441
1939,S & SE Asia,1806,279753151
1940,S & SE Asia,1807,280229019
1941,S & SE Asia,1808,280716011
1942,S & SE Asia,1809,281214095
1943,S & SE Asia,1810,281795340
1944,S & SE Asia,1811,282384291
1945,S & SE Asia,1812,283024346
1946,S & SE Asia,1813,283715505
1947,S & SE Asia,1814,284443358
1948,S & SE Asia,1815,285208127
1949,S & SE Asia,1816,286010037
1950,S & SE Asia,1817,286849328
1951,S & SE Asia,1818,287726231
1952,S & SE Asia,1819,288630599
1953,S & SE Asia,1820,289561104
1954,S & SE Asia,1821,290284610
1955,S & SE Asia,1822,291009150
1956,S & SE Asia,1823,292221928
1957,S & SE Asia,1824,293445811
1958,S & SE Asia,1825,294680903
1959,S & SE Asia,1826,295927303
1960,S & SE Asia,1827,297185114
1961,S & SE Asia,1828,298454441
1962,S & SE Asia,1829,299735384
1963,S & SE Asia,1830,301028055
1964,S & SE Asia,1831,302332558
1965,S & SE Asia,1832,303644402
1966,S & SE Asia,1833,304963637
1967,S & SE Asia,1834,306290332
1968,S & SE Asia,1835,307624553
1969,S & SE Asia,1836,308966347
1970,S & SE Asia,1837,310315787
1971,S & SE Asia,1838,311672934
1972,S & SE Asia,1839,313036455
1973,S & SE Asia,1840,314406369
1974,S & SE Asia,1841,315786075
1975,S & SE Asia,1842,317175660
1976,S & SE Asia,1843,318575207
1977,S & SE Asia,1844,319986196
1978,S & SE Asia,1845,321408762
1979,S & SE Asia,1846,322843041
1980,S & SE Asia,1847,324289165
1981,S & SE Asia,1848,325747283
1982,S & SE Asia,1849,327218836
1983,S & SE Asia,1850,328704741
1984,S & SE Asia,1851,330206960
1985,S & SE Asia,1852,331724737
1986,S & SE Asia,1853,333258921
1987,S & SE Asia,1854,334809218
1988,S & SE Asia,1855,336375875
1989,S & SE Asia,1856,337959141
1990,S & SE Asia,1857,339559270
1991,S & SE Asia,1858,341176524
1992,S & SE Asia,1859,342832161
1993,S & SE Asia,1860,344527011
1994,S & SE Asia,1861,346271116
1995,S & SE Asia,1862,348064320
1996,S & SE Asia,1863,349902738
1997,S & SE Asia,1864,351762084
1998,S & SE Asia,1865,353634926
1999,S & SE Asia,1866,355519812
2000,S & SE Asia,1867,357423591
2001,S & SE Asia,1868,359344254
2002,S & SE Asia,1869,361126250
2003,S & SE Asia,1870,362781531
2004,S & SE Asia,1871,364289196
2005,S & SE Asia,1872,365678980
2006,S & SE Asia,1873,366919859
2007,S & SE Asia,1874,368160364
2008,S & SE Asia,1875,369427497
2009,S & SE Asia,1876,370700342
2010,S & SE Asia,1877,371948314
2011,S & SE Asia,1878,373187029
2012,S & SE Asia,1879,374822187
2013,S & SE Asia,1880,376891949
2014,S & SE Asia,1881,379416813
2015,S & SE Asia,1882,382398058
2016,S & SE Asia,1883,385827339
2017,S & SE Asia,1884,389302687
2018,S & SE Asia,1885,392878617
2019,S & SE Asia,1886,396471524
2020,S & SE Asia,1887,400127194
2021,S & SE Asia,1888,403817451
2022,S & SE Asia,1889,407140760
2023,S & SE Asia,1890,410110201
2024,S & SE Asia,1891,412675251
2025,S & SE Asia,1892,414847407
2026,S & SE Asia,1893,416628486
2027,S & SE Asia,1894,418443709
2028,S & SE Asia,1895,420304966
2029,S & SE Asia,1896,422147570
2030,S & SE Asia,1897,424030065
2031,S & SE Asia,1898,425930137
2032,S & SE Asia,1899,428243355
2033,S & SE Asia,1900,430933812
2034,S & SE Asia,1901,433993976
2035,S & SE Asia,1902,437452136
2036,S & SE Asia,1903,441299773
2037,S & SE Asia,1904,445193259
2038,S & SE Asia,1905,449134280
2039,S & SE Asia,1906,453124787
2040,S & SE Asia,1907,457183332
2041,S & SE Asia,1908,461311553
2042,S & SE Asia,1909,465039804
2043,S & SE Asia,1910,468363756
2044,S & SE Asia,1911,471256483
2045,S & SE Asia,1912,473761913
2046,S & SE Asia,1913,475849969
2047,S & SE Asia,1914,477988831
2048,S & SE Asia,1915,480184343
2049,S & SE Asia,1916,482373219
2050,S & SE Asia,1917,484519399
2051,S & SE Asia,1918,486814101
2052,S & SE Asia,1919,489554692
2053,S & SE Asia,1920,492767739
2054,S & SE Asia,1921,496329781
2055,S & SE Asia,1922,500245528
2056,S & SE Asia,1923,504534232
2057,S & SE Asia,1924,508912993
2058,S & SE Asia,1925,513380784
2059,S & SE Asia,1926,517937835
2060,S & SE Asia,1927,522582999
2061,S & SE Asia,1928,527316683
2062,S & SE Asia,1929,532660800
2063,S & SE Asia,1930,538667323
2064,S & SE Asia,1931,545339952
2065,S & SE Asia,1932,552685159
2066,S & SE Asia,1933,560666116
2067,S & SE Asia,1934,568770461
2068,S & SE Asia,1935,577001752
2069,S & SE Asia,1936,585362404
2070,S & SE Asia,1937,593853979
2071,S & SE Asia,1938,602479246
2072,S & SE Asia,1939,609664230
2073,S & SE Asia,1940,615434944
2074,S & SE Asia,1941,619788422
2075,S & SE Asia,1942,622623456
2076,S & SE Asia,1943,623732380
2077,S & SE Asia,1944,624540189
2078,S & SE Asia,1945,625446408
2079,S & SE Asia,1946,626688938
2080,S & SE Asia,1947,628450314
2081,S & SE Asia,1948,630495222
2082,S & SE Asia,1949,634817992
2083,S & SE Asia,1950,623320093
2084,S & SE Asia,1951,636949552
2085,S & SE Asia,1952,651144000
2086,S & SE Asia,1953,665844399
2087,S & SE Asia,1954,681182915
2088,S & SE Asia,1955,697310252
2089,S & SE Asia,1956,714039170
2090,S & SE Asia,1957,731397163
2091,S & SE Asia,1958,749176240
2092,S & SE Asia,1959,767583355
2093,S & SE Asia,1960,786750995
2094,S & SE Asia,1961,806312745
2095,S & SE Asia,1962,826414506
2096,S & SE Asia,1963,847125577
2097,S & SE Asia,1964,868336450
2098,S & SE Asia,1965,889422735
2099,S & SE Asia,1966,910384630
2100,S & SE Asia,1967,931935124
2101,S & SE Asia,1968,954267567
2102,S & SE Asia,1969,977255440
2103,S & SE Asia,1970,1000507441
2104,S & SE Asia,1971,1023332096
2105,S & SE Asia,1972,1046832518
2106,S & SE Asia,1973,1071822755
2107,S & SE Asia,1974,1097242723
2108,S & SE Asia,1975,1122773652
2109,S & SE Asia,1976,1148448647
2110,S & SE Asia,1977,1174991056
2111,S & SE Asia,1978,1202497865
2112,S & SE Asia,1979,1230627515
2113,S & SE Asia,1980,1259704614
2114,S & SE Asia,1981,1289295199
2115,S & SE Asia,1982,1319643617
2116,S & SE Asia,1983,1351208394
2117,S & SE Asia,1984,1383366905
2118,S & SE Asia,1985,1415850538
2119,S & SE Asia,1986,1448491964
2120,S & SE Asia,1987,1481280295
2121,S & SE Asia,1988,1514490129
2122,S & SE Asia,1989,1548227922
2123,S & SE Asia,1990,1582056693
2124,S & SE Asia,1991,1615898028
2125,S & SE Asia,1992,1650553429
2126,S & SE Asia,1993,1686134460
2127,S & SE Asia,1994,1721755277
2128,S & SE Asia,1995,1756978559
2129,S & SE Asia,1996,1792012013
2130,S & SE Asia,1997,1827123150
2131,S & SE Asia,1998,1862355041
2132,S & SE Asia,1999,1897496768
2133,S & SE Asia,2000,1932343006
2134,S & SE Asia,2001,1967291196
2135,S & SE Asia,2002,2002560233
2136,S & SE Asia,2003,2037281590
2137,S & SE Asia,2004,2070904628
2138,S & SE Asia,2005,2103722053
2139,S & SE Asia,2006,2135739508
2140,S & SE Asia,2007,2166819098
2141,S & SE Asia,2008,2197563101
2142,S & SE Asia,2009,2228721823
2143,S & SE Asia,2010,2260324366
2144,S & SE Asia,2011,2292162384
2145,S & SE Asia,2012,2323519267
2146,S & SE Asia,2013,2353941165
2147,S & SE Asia,2014,2383534895
2148,S & SE Asia,2015,2412189414
2149,S & SE Asia,2016,2440828862
2150,S & SE Asia,2017,2469630959
2151,S & SE Asia,2018,2497828827
2152,S & SE Asia,2019,2525342321
2153,S & SE Asia,2020,2552492022
2154,S & SE Asia,2021,2577325194
2155,S & SE Asia,2022,2600124192
2156,S & SE Asia,2023,2625230901
2157,S & SE Asia,2024,2652174996
2158,S & SE Asia,2025,2678753253
2159,S & SE Asia,2026,2704912805
2160,S & SE Asia,2027,2730638712
2161,S & SE Asia,2028,2755938819
2162,S & SE Asia,2029,2780755659
2163,S & SE Asia,2030,2805097912
2164,S & SE Asia,2031,2828933920
2165,S & SE Asia,2032,2852250646
2166,S & SE Asia,2033,2875027960
2167,S & SE Asia,2034,2897220410
2168,S & SE Asia,2035,2918838971
2169,S & SE Asia,2036,2939856101
2170,S & SE Asia,2037,2960259106
2171,S & SE Asia,2038,2980075310
2172,S & SE Asia,2039,2999244635
2173,S & SE Asia,2040,3017728121
2174,S & SE Asia,2041,3035551509
2175,S & SE Asia,2042,3052735812
2176,S & SE Asia,2043,3069277119
2177,S & SE Asia,2044,3085128477
2178,S & SE Asia,2045,3100317411
2179,S & SE Asia,2046,3114877303
2180,S & SE Asia,2047,3128777141
2181,S & SE Asia,2048,3142035018
2182,S & SE Asia,2049,3154639821
2183,S & SE Asia,2050,3166587994
2184,S & SE Asia,2051,3177921182
2185,S & SE Asia,2052,3188663538
2186,S & SE Asia,2053,3198787304
2187,S & SE Asia,2054,3208307773
2188,S & SE Asia,2055,3217287725
2189,S & SE Asia,2056,3225716723
2190,S & SE Asia,2057,3233587511
2191,S & SE Asia,2058,3240904238
2192,S & SE Asia,2059,3247643099
2193,S & SE Asia,2060,3253803331
2194,S & SE Asia,2061,3259394322
2195,S & SE Asia,2062,3264433922
2196,S & SE Asia,2063,3268944547
2197,S & SE Asia,2064,3272887129
2198,S & SE Asia,2065,3276237974
2199,S & SE Asia,2066,3278981281
2200,S & SE Asia,2067,3281142100
2201,S & SE Asia,2068,3282731368
2202,S & SE Asia,2069,3283749410
2203,S & SE Asia,2070,3284179517
2204,S & SE Asia,2071,3284005462
2205,S & SE Asia,2072,3283264249
2206,S & SE Asia,2073,3282012120
2207,S & SE Asia,2074,3280240831
2208,S & SE Asia,2075,3277924002
2209,S & SE Asia,2076,3275081822
2210,S & SE Asia,2077,3271720784
2211,S & SE Asia,2078,3267831278
2212,S & SE Asia,2079,3263463697
2213,S & SE Asia,2080,3258652552
2214,S & SE Asia,2081,3253360845
2215,S & SE Asia,2082,3247676500
2216,S & SE Asia,2083,3241670479
2217,S & SE Asia,2084,3235304852
2218,S & SE Asia,2085,3228548572
2219,S & SE Asia,2086,3221408687
2220,S & SE Asia,2087,3213950998
2221,S & SE Asia,2088,3206241061
2222,S & SE Asia,2089,3198278782
2223,S & SE Asia,2090,3190032029
2224,S & SE Asia,2091,3181479362
2225,S & SE Asia,2092,3172645033
2226,S & SE Asia,2093,3163552541
2227,S & SE Asia,2094,3154250020
2228,S & SE Asia,2095,3144775043
2229,S & SE Asia,2096,3135081844
2230,S & SE Asia,2097,3125175169
2231,S & SE Asia,2098,3115075441
2232,S & SE Asia,2099,3104818557
2233,S & SE Asia,2100,3094416087
2234,SS Africa,-10000,172728
2235,SS Africa,-9000,238117
2236,SS Africa,-8000,331126
2237,SS Africa,-7000,464671
2238,SS Africa,-6000,658286
2239,SS Africa,-5000,941786
2240,SS Africa,-4000,1361130
2241,SS Africa,-3000,1987835
2242,SS Africa,-2000,2934311
2243,SS Africa,-1000,4378913
2244,SS Africa,0,6607527
2245,SS Africa,100,7505975
2246,SS Africa,200,8590563
2247,SS Africa,300,9909072
2248,SS Africa,400,11523162
2249,SS Africa,500,13513183
2250,SS Africa,600,15984308
2251,SS Africa,700,19075561
2252,SS Africa,800,22972841
2253,SS Africa,900,26028681
2254,SS Africa,1000,29173627
2255,SS Africa,1100,32723397
2256,SS Africa,1200,36390322
2257,SS Africa,1300,40963211
2258,SS Africa,1400,45990298
2259,SS Africa,1500,49950877
2260,SS Africa,1600,58025351
2261,SS Africa,1700,66404915
2262,SS Africa,1710,64802943
2263,SS Africa,1720,65197785
2264,SS Africa,1730,65636980
2265,SS Africa,1740,66121895
2266,SS Africa,1750,66655124
2267,SS Africa,1760,67239228
2268,SS Africa,1770,67877989
2269,SS Africa,1780,68576339
2270,SS Africa,1790,69340079
2271,SS Africa,1800,71681520
2272,SS Africa,1801,71729722
2273,SS Africa,1802,71780914
2274,SS Africa,1803,71833104
2275,SS Africa,1804,71886303
2276,SS Africa,1805,71940527
2277,SS Africa,1806,71995780
2278,SS Africa,1807,72052074
2279,SS Africa,1808,72109428
2280,SS Africa,1809,72167847
2281,SS Africa,1810,72228173
2282,SS Africa,1811,72297855
2283,SS Africa,1812,72378352
2284,SS Africa,1813,72469800
2285,SS Africa,1814,72572587
2286,SS Africa,1815,72686853
2287,SS Africa,1816,72812753
2288,SS Africa,1817,72950438
2289,SS Africa,1818,73100057
2290,SS Africa,1819,73339484
2291,SS Africa,1820,73672271
2292,SS Africa,1821,74103682
2293,SS Africa,1822,74631123
2294,SS Africa,1823,75278738
2295,SS Africa,1824,75946655
2296,SS Africa,1825,76635203
2297,SS Africa,1826,77344694
2298,SS Africa,1827,78075470
2299,SS Africa,1828,78827869
2300,SS Africa,1829,79602523
2301,SS Africa,1830,80399805
2302,SS Africa,1831,81220084
2303,SS Africa,1832,82054604
2304,SS Africa,1833,82903645
2305,SS Africa,1834,83767152
2306,SS Africa,1835,84645413
2307,SS Africa,1836,85538690
2308,SS Africa,1837,86447257
2309,SS Africa,1838,87371403
2310,SS Africa,1839,88311995
2311,SS Africa,1840,89269362
2312,SS Africa,1841,90243849
2313,SS Africa,1842,91235811
2314,SS Africa,1843,92245615
2315,SS Africa,1844,93273047
2316,SS Africa,1845,94318465
2317,SS Africa,1846,95382216
2318,SS Africa,1847,96464659
2319,SS Africa,1848,97566163
2320,SS Africa,1849,98561525
2321,SS Africa,1850,99448172
2322,SS Africa,1851,99975521
2323,SS Africa,1852,100385302
2324,SS Africa,1853,100675834
2325,SS Africa,1854,100975122
2326,SS Africa,1855,101264326
2327,SS Africa,1856,101562385
2328,SS Africa,1857,101863071
2329,SS Africa,1858,102166443
2330,SS Africa,1859,102481226
2331,SS Africa,1860,102807387
2332,SS Africa,1861,103151776
2333,SS Africa,1862,103493630
2334,SS Africa,1863,103853587
2335,SS Africa,1864,104215978
2336,SS Africa,1865,104580827
2337,SS Africa,1866,104948151
2338,SS Africa,1867,105317967
2339,SS Africa,1868,105690286
2340,SS Africa,1869,106077384
2341,SS Africa,1870,106479452
2342,SS Africa,1871,106901218
2343,SS Africa,1872,107327570
2344,SS Africa,1873,107775654
2345,SS Africa,1874,108227170
2346,SS Africa,1875,108682145
2347,SS Africa,1876,109140594
2348,SS Africa,1877,109602556
2349,SS Africa,1878,110068060
2350,SS Africa,1879,110541739
2351,SS Africa,1880,111023590
2352,SS Africa,1881,111518684
2353,SS Africa,1882,112011712
2354,SS Africa,1883,112517945
2355,SS Africa,1884,113027653
2356,SS Africa,1885,113540848
2357,SS Africa,1886,114057564
2358,SS Africa,1887,114577825
2359,SS Africa,1888,115101656
2360,SS Africa,1889,115538947
2361,SS Africa,1890,115889794
2362,SS Africa,1891,116158191
2363,SS Africa,1892,116332514
2364,SS Africa,1893,116424557
2365,SS Africa,1894,116520608
2366,SS Africa,1895,116620677
2367,SS Africa,1896,116724782
2368,SS Africa,1897,116832929
2369,SS Africa,1898,116945136
2370,SS Africa,1899,117068892
2371,SS Africa,1900,117205261
2372,SS Africa,1901,117358617
2373,SS Africa,1902,117520143
2374,SS Africa,1903,117700822
2375,SS Africa,1904,117890728
2376,SS Africa,1905,118089917
2377,SS Africa,1906,118298445
2378,SS Africa,1907,118516380
2379,SS Africa,1908,118743787
2380,SS Africa,1909,119006562
2381,SS Africa,1910,119304192
2382,SS Africa,1911,119639009
2383,SS Africa,1912,120001267
2384,SS Africa,1913,120400316
2385,SS Africa,1914,120806374
2386,SS Africa,1915,121219519
2387,SS Africa,1916,121639824
2388,SS Africa,1917,122067360
2389,SS Africa,1918,122463207
2390,SS Africa,1919,123092791
2391,SS Africa,1920,123959746
2392,SS Africa,1921,125071473
2393,SS Africa,1922,126420637
2394,SS Africa,1923,128022165
2395,SS Africa,1924,129648731
2396,SS Africa,1925,131300745
2397,SS Africa,1926,132978615
2398,SS Africa,1927,134682768
2399,SS Africa,1928,136413614
2400,SS Africa,1929,138145476
2401,SS Africa,1930,139878012
2402,SS Africa,1931,141615071
2403,SS Africa,1932,143343690
2404,SS Africa,1933,145076105
2405,SS Africa,1934,146833847
2406,SS Africa,1935,148617308
2407,SS Africa,1936,150426871
2408,SS Africa,1937,152262947
2409,SS Africa,1938,154125921
2410,SS Africa,1939,156101375
2411,SS Africa,1940,158192428
2412,SS Africa,1941,160402246
2413,SS Africa,1942,162734101
2414,SS Africa,1943,165191307
2415,SS Africa,1944,167692107
2416,SS Africa,1945,170237281
2417,SS Africa,1946,172832630
2418,SS Africa,1947,175463948
2419,SS Africa,1948,178147067
2420,SS Africa,1949,181131271
2421,SS Africa,1950,183413736
2422,SS Africa,1951,187307048
2423,SS Africa,1952,191310009
2424,SS Africa,1953,195398431
2425,SS Africa,1954,199605384
2426,SS Africa,1955,203975650
2427,SS Africa,1956,208508177
2428,SS Africa,1957,213386072.7
2429,SS Africa,1958,218060635.7
2430,SS Africa,1959,223003312.5
2431,SS Africa,1960,228312835
2432,SS Africa,1961,233871408.4
2433,SS Africa,1962,239678275.2
2434,SS Africa,1963,245707210.2
2435,SS Africa,1964,251681499
2436,SS Africa,1965,258199366
2437,SS Africa,1966,264880882
2438,SS Africa,1967,271766473
2439,SS Africa,1968,278936525
2440,SS Africa,1969,286358825
2441,SS Africa,1970,294055869
2442,SS Africa,1971,302003851
2443,SS Africa,1972,310137601
2444,SS Africa,1973,318650430
2445,SS Africa,1974,327664989
2446,SS Africa,1975,337045844
2447,SS Africa,1976,346692145
2448,SS Africa,1977,356495917
2449,SS Africa,1978,366967256
2450,SS Africa,1979,378077278
2451,SS Africa,1980,389115162
2452,SS Africa,1981,400600068
2453,SS Africa,1982,412765711
2454,SS Africa,1983,424719767
2455,SS Africa,1984,436655044
2456,SS Africa,1985,449170926
2457,SS Africa,1986,462200766
2458,SS Africa,1987,475725720
2459,SS Africa,1988,489276070
2460,SS Africa,1989,503071971
2461,SS Africa,1990,517246816
2462,SS Africa,1991,531387693
2463,SS Africa,1992,545565505
2464,SS Africa,1993,560068541
2465,SS Africa,1994,574758199
2466,SS Africa,1995,590001480
2467,SS Africa,1996,605874940
2468,SS Africa,1997,621774841
2469,SS Africa,1998,637933126
2470,SS Africa,1999,654637534
2471,SS Africa,2000,671988801
2472,SS Africa,2001,689962711
2473,SS Africa,2002,708516738
2474,SS Africa,2003,727627637
2475,SS Africa,2004,747402663
2476,SS Africa,2005,767848156
2477,SS Africa,2006,788995901
2478,SS Africa,2007,810924273
2479,SS Africa,2008,833565378
2480,SS Africa,2009,856828467
2481,SS Africa,2010,880757788
2482,SS Africa,2011,905264770
2483,SS Africa,2012,930328427
2484,SS Africa,2013,956112671
2485,SS Africa,2014,982538936
2486,SS Africa,2015,1009746877
2487,SS Africa,2016,1037220935
2488,SS Africa,2017,1064967053
2489,SS Africa,2018,1093503019
2490,SS Africa,2019,1122665716
2491,SS Africa,2020,1152436743
2492,SS Africa,2021,1182314015
2493,SS Africa,2022,1212340674
2494,SS Africa,2023,1243067209
2495,SS Africa,2024,1274557090
2496,SS Africa,2025,1306596348
2497,SS Africa,2026,1339045837
2498,SS Africa,2027,1371920374
2499,SS Africa,2028,1405202746
2500,SS Africa,2029,1438878008
2501,SS Africa,2030,1472903416
2502,SS Africa,2031,1507250852
2503,SS Africa,2032,1541924523
2504,SS Africa,2033,1576892907
2505,SS Africa,2034,1612145199
2506,SS Africa,2035,1647648314
2507,SS Africa,2036,1683335600
2508,SS Africa,2037,1719215826
2509,SS Africa,2038,1755292196
2510,SS Africa,2039,1791518155
2511,SS Africa,2040,1827871891
2512,SS Africa,2041,1864348526
2513,SS Africa,2042,1900898688
2514,SS Africa,2043,1937522312
2515,SS Africa,2044,1974214427
2516,SS Africa,2045,2010925475
2517,SS Africa,2046,2047635831
2518,SS Africa,2047,2084346120
2519,SS Africa,2048,2121046312
2520,SS Africa,2049,2157691028
2521,SS Africa,2050,2194251459
2522,SS Africa,2051,2230671466
2523,SS Africa,2052,2266964820
2524,SS Africa,2053,2303138653
2525,SS Africa,2054,2339135356
2526,SS Africa,2055,2374954894
2527,SS Africa,2056,2410598243
2528,SS Africa,2057,2446053346
2529,SS Africa,2058,2481270940
2530,SS Africa,2059,2516197780
2531,SS Africa,2060,2550859999
2532,SS Africa,2061,2585298080
2533,SS Africa,2062,2619517109
2534,SS Africa,2063,2653435915
2535,SS Africa,2064,2687051695
2536,SS Africa,2065,2720342378
2537,SS Africa,2066,2753257463
2538,SS Africa,2067,2785869126
2539,SS Africa,2068,2818130221
2540,SS Africa,2069,2849974250
2541,SS Africa,2070,2881382244
2542,SS Africa,2071,2912348195
2543,SS Africa,2072,2942914217
2544,SS Africa,2073,2973060830
2545,SS Africa,2074,3002722671
2546,SS Africa,2075,3031876647
2547,SS Africa,2076,3060505254
2548,SS Africa,2077,3088579001
2549,SS Africa,2078,3116152451
2550,SS Africa,2079,3143249464
2551,SS Africa,2080,3169832083
2552,SS Africa,2081,3195902883
2553,SS Africa,2082,3221448342
2554,SS Africa,2083,3246443719
2555,SS Africa,2084,3270886764
2556,SS Africa,2085,3294770446
2557,SS Africa,2086,3318048736
2558,SS Africa,2087,3340722915
2559,SS Africa,2088,3362835019
2560,SS Africa,2089,3384337553
2561,SS Africa,2090,3405223371
2562,SS Africa,2091,3425518091
2563,SS Africa,2092,3445232086
2564,SS Africa,2093,3464371605
2565,SS Africa,2094,3482939762
2566,SS Africa,2095,3500913684
2567,SS Africa,2096,3518274916
2568,SS Africa,2097,3535030267
2569,SS Africa,2098,3551200869
2570,SS Africa,2099,3566822551
2571,SS Africa,2100,3581873360
2572,W. Europe,-10000,72017
2573,W. Europe,-9000,101387
2574,W. Europe,-8000,143823
2575,W. Europe,-7000,205604
2576,W. Europe,-6000,297080
2577,W. Europe,-5000,450227
2578,W. Europe,-4000,856865
2579,W. Europe,-3000,1655567
2580,W. Europe,-2000,4165251
2581,W. Europe,-1000,8697713
2582,W. Europe,0,25315107
2583,W. Europe,100,26359420
2584,W. Europe,200,27331829
2585,W. Europe,300,25789477
2586,W. Europe,400,24251273
2587,W. Europe,500,20645104
2588,W. Europe,600,16889016
2589,W. Europe,700,18610710
2590,W. Europe,800,20626572
2591,W. Europe,900,23059758
2592,W. Europe,1000,25664397
2593,W. Europe,1100,31181829
2594,W. Europe,1200,42301660
2595,W. Europe,1300,61634406
2596,W. Europe,1400,40716636
2597,W. Europe,1500,53418762
2598,W. Europe,1600,70155073
2599,W. Europe,1700,79557012
2600,W. Europe,1710,84765445
2601,W. Europe,1720,88287392
2602,W. Europe,1730,91961739
2603,W. Europe,1740,95614024
2604,W. Europe,1750,99267819
2605,W. Europe,1760,102961675
2606,W. Europe,1770,106660700
2607,W. Europe,1780,110783773
2608,W. Europe,1790,115314581
2609,W. Europe,1800,114080161
2610,W. Europe,1801,114816425
2611,W. Europe,1802,115596484
2612,W. Europe,1803,116385471
2613,W. Europe,1804,117183513
2614,W. Europe,1805,117990731
2615,W. Europe,1806,118807254
2616,W. Europe,1807,119633218
2617,W. Europe,1808,120468747
2618,W. Europe,1809,121313977
2619,W. Europe,1810,122570896
2620,W. Europe,1811,123840798
2621,W. Europe,1812,125276019
2622,W. Europe,1813,126884441
2623,W. Europe,1814,128549264
2624,W. Europe,1815,130273392
2625,W. Europe,1816,132059908
2626,W. Europe,1817,133912049
2627,W. Europe,1818,135833253
2628,W. Europe,1819,137648744
2629,W. Europe,1820,139383816
2630,W. Europe,1821,140919583
2631,W. Europe,1822,142351752
2632,W. Europe,1823,143631761
2633,W. Europe,1824,144924567
2634,W. Europe,1825,146230300
2635,W. Europe,1826,147549107
2636,W. Europe,1827,148881129
2637,W. Europe,1828,150226519
2638,W. Europe,1829,151539582
2639,W. Europe,1830,152822696
2640,W. Europe,1831,154065821
2641,W. Europe,1832,155277505
2642,W. Europe,1833,156453879
2643,W. Europe,1834,157640004
2644,W. Europe,1835,158835960
2645,W. Europe,1836,160041839
2646,W. Europe,1837,161257727
2647,W. Europe,1838,162483713
2648,W. Europe,1839,163614533
2649,W. Europe,1840,164653891
2650,W. Europe,1841,165589990
2651,W. Europe,1842,166434239
2652,W. Europe,1843,167182541
2653,W. Europe,1844,167940006
2654,W. Europe,1845,168706631
2655,W. Europe,1846,169482404
2656,W. Europe,1847,170267317
2657,W. Europe,1848,171061361
2658,W. Europe,1849,171864725
2659,W. Europe,1850,172681981
2660,W. Europe,1851,173495401
2661,W. Europe,1852,174322324
2662,W. Europe,1853,175157667
2663,W. Europe,1854,176001010
2664,W. Europe,1855,176852361
2665,W. Europe,1856,177711738
2666,W. Europe,1857,178579150
2667,W. Europe,1858,179454615
2668,W. Europe,1859,180374488
2669,W. Europe,1860,181344956
2670,W. Europe,1861,182347991
2671,W. Europe,1862,183401900
2672,W. Europe,1863,184500781
2673,W. Europe,1864,185608447
2674,W. Europe,1865,186724969
2675,W. Europe,1866,187850414
2676,W. Europe,1867,188984835
2677,W. Europe,1868,190128314
2678,W. Europe,1869,191305065
2679,W. Europe,1870,192523236
2680,W. Europe,1871,193760754
2681,W. Europe,1872,195040921
2682,W. Europe,1873,196356792
2683,W. Europe,1874,197684818
2684,W. Europe,1875,199025110
2685,W. Europe,1876,200377794
2686,W. Europe,1877,201742985
2687,W. Europe,1878,203120803
2688,W. Europe,1879,204494350
2689,W. Europe,1880,205872891
2690,W. Europe,1881,207227892
2691,W. Europe,1882,208587535
2692,W. Europe,1883,209942170
2693,W. Europe,1884,211308675
2694,W. Europe,1885,212687140
2695,W. Europe,1886,214077663
2696,W. Europe,1887,215480336
2697,W. Europe,1888,216895261
2698,W. Europe,1889,218372177
2699,W. Europe,1890,219924117
2700,W. Europe,1891,221516855
2701,W. Europe,1892,223187105
2702,W. Europe,1893,224924321
2703,W. Europe,1894,226680086
2704,W. Europe,1895,228454610
2705,W. Europe,1896,230248108
2706,W. Europe,1897,232060797
2707,W. Europe,1898,233892888
2708,W. Europe,1899,235779856
2709,W. Europe,1900,237737280
2710,W. Europe,1901,239721672
2711,W. Europe,1902,241778193
2712,W. Europe,1903,243892922
2713,W. Europe,1904,246031488
2714,W. Europe,1905,248194182
2715,W. Europe,1906,250381304
2716,W. Europe,1907,252593154
2717,W. Europe,1908,254830038
2718,W. Europe,1909,256677122
2719,W. Europe,1910,258149197
2720,W. Europe,1911,259187127
