country,year,issue,id,value,value_formatted,description
Poland,1978,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1979,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1979,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1980,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1980,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1981,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1981,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1982,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1982,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1983,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1983,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1984,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1984,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1985,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1985,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1986,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1986,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1987,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1987,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1988,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1988,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1989,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1989,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1990,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1990,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1991,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1991,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1992,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1992,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1993,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1993,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1994,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1994,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1995,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1995,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1996,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1996,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1997,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1997,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1998,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1998,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,1999,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,1999,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2000,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2000,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2001,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2001,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2002,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2002,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2003,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2003,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2003,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2003,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2004,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2004,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2004,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2004,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2005,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2005,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2005,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2005,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2006,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2006,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2006,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2006,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2007,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2007,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2007,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2007,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2008,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2008,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2008,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2008,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2009,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2009,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2009,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2009,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2010,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2010,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2010,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2010,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2011,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2011,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2011,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2011,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2012,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2012,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2012,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2012,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2013,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2013,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2013,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2013,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2014,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2014,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2014,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2014,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2015,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2015,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2015,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2015,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2016,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2016,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2016,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2016,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Poland,2017,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",Under 2018 revision of the sex change law. Requires surgery. Missing non binary options on documents.
Poland,2017,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","A medical diagnosis required, and individuals need to sue their parents in order to have their birth certificate changed. Under Polish law reassignment surgery can only take place after a person's gender has been legally changed."
Poland,2017,discrimination,19.0,Illegal,Illegal,Full Discrimination protection 
Poland,2017,discrimination,32.0,Illegal in some contexts,Illegal in some contexts,"""The Labour Code has contained anti-discrimination protections in employment since 2003. This prohibition is also reflected in the new Equal Treatment Law of 2010, which entered into force on 1 January 2011. The Equal Treatment Law bans sexual orientation discrimination in employment only. "
Romania,1996,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,1996,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,1997,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,1997,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,1998,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,1998,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,1999,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,1999,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2000,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2000,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2001,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2001,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2002,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2002,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2003,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2003,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2004,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2004,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2005,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2005,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2006,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2006,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2007,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2007,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2008,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2008,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2009,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2009,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2010,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2010,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2011,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2011,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2012,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2012,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2013,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2013,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Romania,2014,changing-gender,,ambiguous,Ambiguous,"Legislation about the procedures necessary for name changes refers to the obligation to get a final court decision before changing one’s sex. However, law and procedure are unclear beyond this and consequently people seeking to change their sex undergo a long and painful process."
Romania,2014,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery","Since 1996, it has been possible for someone who has gone through sex reassignment surgery to legally change their sex in their official documents."
Saint Vincent and the Grenadines,1990,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Five to Ten years in prison and or fine. Not enforced. Decriminalization pending.
Saint Vincent and the Grenadines,1990,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Prison up to 10 years. (Decriminalization pending)
Saint Vincent and the Grenadines,1991,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Five to Ten years in prison and or fine. Not enforced. Decriminalization pending.
Saint Vincent and the Grenadines,1991,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Prison up to 10 years. (Decriminalization pending)
Saint Vincent and the Grenadines,1992,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Five to Ten years in prison and or fine. Not enforced. Decriminalization pending.
Saint Vincent and the Grenadines,1992,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Prison up to 10 years. (Decriminalization pending)
Saint Vincent and the Grenadines,1993,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Five to Ten years in prison and or fine. Not enforced. Decriminalization pending.
Saint Vincent and the Grenadines,1993,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),Prison up to 10 years. (Decriminalization pending)
