country,year,series_code,indicator_name,source,welfare,resource_sharing,pipreportinglevel,pipwelfare,unit,value
Hungary,2007,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.36599209581078
Hungary,2008,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.0038871719256495
Hungary,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,3.8250948145902797
Hungary,2010,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.19591178149848
Hungary,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.63028727327732
Hungary,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.97126915737935
Hungary,2013,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.01729963747922
Hungary,2014,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.60176826369855
Hungary,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.58664937592698
Hungary,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.843529676277989
Hungary,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.36721108639225
Hungary,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.46322078699139
Hungary,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.25589764723467
Hungary,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.687993683133921
Hungary,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.23225874824646
Indonesia,1984,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.90203935890087
Indonesia,1984,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.40571463694927
Indonesia,1984,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.35829154871101
Indonesia,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.60142541728511
Indonesia,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.25438844357621
Indonesia,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.51747657933694
Indonesia,1990,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.22896167751588
Indonesia,1990,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.78996820419417
Indonesia,1990,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,3.9702042663156205
Indonesia,1993,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.412482631604929
Indonesia,1993,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.4323392954449305
Indonesia,1993,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.3414698381711
Indonesia,1996,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.37592099144818
Indonesia,1996,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.437534033668459
Indonesia,1996,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.8466652729818
Indonesia,1998,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.09393474591374
Indonesia,1998,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.45320156615681
Indonesia,1998,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.17418101667511
Indonesia,1999,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.55703440003029
Indonesia,1999,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,9.59345715969859
Indonesia,1999,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,3.95565421435756
Indonesia,2000,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.46728071104212
Indonesia,2000,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.7781752354332
Indonesia,2000,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,3.78869509545581
Indonesia,2001,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.62832798881529
Indonesia,2001,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.711968910544949
Indonesia,2001,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.060705704462389
Indonesia,2002,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.20791247465479
Indonesia,2002,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.791741283904099
Indonesia,2002,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.099829429350709
Indonesia,2003,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.68438149847134
Indonesia,2003,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.42477465869639
Indonesia,2003,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,3.8910976312517995
Indonesia,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.91029500252438
Indonesia,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.79375230626797
Indonesia,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.04558483975371
Indonesia,2005,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.54911283166452
Indonesia,2005,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.32374899261592
Indonesia,2005,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.93205590240876
Indonesia,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.046077828163639
Indonesia,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.56284150092394
Indonesia,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.04120236076823
Indonesia,2007,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.88791313505989
Indonesia,2007,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.678183980900119
Indonesia,2007,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.17402094554963
Indonesia,2008,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.95693468533934
Indonesia,2008,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.747991659935431
Indonesia,2008,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.38931202492317
Indonesia,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.41477087896296
Indonesia,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.733233416149949
Indonesia,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.34266059952602
Indonesia,2010,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.761474237725739
Indonesia,2010,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.7510116385517005
Indonesia,2010,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.32602896072937
Indonesia,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.72617820104438
Indonesia,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,9.25588872771509
Indonesia,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,6.294062332549109
Indonesia,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.67366556364857
Indonesia,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,8.90427747982727
Indonesia,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,6.23302161812965
Indonesia,2013,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.1895798734882
Indonesia,2013,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,8.1347321023972
Indonesia,2013,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.96828855824471
Indonesia,2014,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.26976381999622
Indonesia,2014,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,8.43100445568961
Indonesia,2014,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.91024924760399
Indonesia,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.58845856949126
Indonesia,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,8.60542012759843
Indonesia,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,6.64178591530606
Indonesia,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.973466364092951
Indonesia,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.75527670665644
Indonesia,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.3547435221726305
Indonesia,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.6708554818755
Indonesia,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.568485441126399
Indonesia,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.11226677188574
Indonesia,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.80859197098766
Indonesia,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.824393038299929
Indonesia,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.3367549503435505
Indonesia,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.89731840196828
Indonesia,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.08871752424503
Indonesia,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.27025379014082
Indonesia,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.67270719610994
Indonesia,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.72472703455978
Indonesia,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.18493482854829
Indonesia,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.99691533756859
Indonesia,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.22853532744253
Indonesia,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.00755141323444
Indonesia,2022,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.236453156975769
Indonesia,2022,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.54858617223328
Indonesia,2022,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.915644868533589
Indonesia,2023,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.61183251883431
Indonesia,2023,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.94550657478263
Indonesia,2023,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.096758641185771
India,1977,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.13034500349494
India,1977,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.40409897143267
India,1977,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,9.9882306902406
India,1983,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.15389598412074
India,1983,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.58919303423958
India,1983,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.080891320416439
India,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.31084544710242
India,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.9974159083993195
India,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,6.16674039257086
India,1993,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.35445515659163
India,1993,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.56423690275226
India,1993,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.7653238027118805
India,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.65265623355724
India,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.66524055044044
India,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,7.076480021767311
India,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.50209986695598
India,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,9.21251958845527
India,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,7.08777108205641
India,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.353283676449049
India,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,8.01172572372519
India,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,7.4224035467336895
India,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.78426407597911
India,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.75831065495088
India,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,6.27767340663456
India,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.8511350249906
India,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,6.862784091755909
India,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,6.30656108537519
India,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.938537083232959
India,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,7.21951989361842
India,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.73611581614556
India,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.6903030072717105
India,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,5.10636561283419
India,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,5.88587248631643
India,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,4.7987856452710504
India,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,4.8371755899866695
India,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.44047060559459
India,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,4.69141139085834
India,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,4.82780308338703
India,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,4.131449120794
India,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,4.45782812583364
India,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,urban,consumption,%,4.53049150203966
India,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,rural,consumption,%,3.9877605414411503
Ireland,1987,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.83365668435595
Ireland,1994,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,7.032505176970149
Ireland,1995,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,7.182270163837
Ireland,1996,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,7.175839852162349
Ireland,2000,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.32951046238763
Ireland,2002,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.25294083418789
Ireland,2003,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.29312459324875
Ireland,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.82422459438103
Ireland,2005,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.98350243275645
Ireland,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.51540479535344
Ireland,2007,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.88952845282265
Ireland,2008,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.9131029387883896
Ireland,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.48480144339643
Ireland,2010,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.71505440477964
Ireland,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.25893812692866
Ireland,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.6557998421906
Ireland,2013,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.320426004245539
Ireland,2014,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,4.89544120047186
Ireland,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.4720644099767
Ireland,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.71846424305748
Ireland,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.202331277617399
Ireland,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.6764270449399
Ireland,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.38186255697351
Ireland,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.323338671508719
Ireland,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.0932116265431695
Iran,1986,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,10.1472655543832
Iran,1990,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,8.09708541694851
Iran,1994,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.922186623630701
Iran,1998,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.60782888010839
Iran,2005,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.5933178651272595
Iran,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,7.53784625410816
Iran,2009,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.50591312932202
Iran,2011,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.62109401233666
Iran,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.69821153085789
Iran,2013,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.35392901795401
Iran,2014,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.62740983320247
Iran,2015,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.76526956776966
Iran,2016,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.77570649157624
Iran,2017,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.841328054308851
Iran,2018,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,6.282470549858241
Iran,2019,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.9930511908043504
Iran,2020,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.64467540513124
Iran,2021,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.2093074249327795
Iran,2022,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,5.4370276057493605
Iraq,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,4.5102374377234895
Iraq,2012,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,consumption,%,4.37002469083352
Iceland,2003,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.03723999055503
Iceland,2004,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.92810449316229
Iceland,2005,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.02741913392991
Iceland,2006,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.55917781326212
Iceland,2007,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,5.79842012304183
Iceland,2008,p99p100Share_pip_disposable_perCapita,p99p100Share,PIP,Disposable income or consumption,Per capita,national,income,%,6.83757414413521
