Country,year,MMR,Live Births,Maternal deaths,Women reproductive age (15-49),MM-rate,,Skilled attendance %,"Source MMR, maternal death and Live birth",Comment,Source women reproductive age,Comments,,,,,,,,
Malaysia,1983,39.6,368438,146,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1984,39.4,388442,153,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1985,37.1,406806,151,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1986,30.1,402433,121,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1987,27.8,391815,109,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1988,26.2,407801,107,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1989,20.0,374290,75,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1990,20.0,399454,80,3768000,2.12,,89.0,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1991,18.2,401796,73,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1992,21.0,414123,87,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1993,21.7,424089,92,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1994,20.3,424635,86,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1995,21.1,425939,90,,,,87.0,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1996,17.1,432925,74,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Malaysia,1997,19.4,431992,84,,,,,"Malaysia, Department of Statistics, various years",Only Peninsular Malaysia,,,,,,,,,,
Netherlands,1876-1880,410,,,976000,0.00,,,"Loudon, Dearh in Childbirth 1992",,,,,,,,,,,
Netherlands,1881-1885,400,,,,,,,"Loudon, Dearh in Childbirth 1992",,,,,,,,,,,
Netherlands,1886-1890,360,,,1094000,0.00,,,"Loudon, Dearh in Childbirth 1992",,,,,,,,,,,
Netherlands,1891-1895,300,,,,,,,"Loudon, Dearh in Childbirth 1992",,,,,,,,,,,
Netherlands,1896-1900,250,,,1246000,0.00,,,"Loudon, Dearh in Childbirth 1992",,,,,,,,,,,
Netherlands,1901-1905,240,,,,,,,"Loudon, Dearh in Childbirth 1992",,,,,,,,,,,
Netherlands,1901,,168000,,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1905,240,171000,410.4,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1906,250,171000,427.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1907,230,172000,395.6,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1908,250,172000,430,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1909,220,171000,376.2,1454000,25.87,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1910,250,169000,422.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1911,240,167000,400.8,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1912,240,170000,408,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1913,210,174000,365.4,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1914,210,177000,371.7,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1915,250,167000,417.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1916,260,173000,449.8,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1917,250,173000,432.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1918,300,168000,504,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1919,340,164000,557.6,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1920,240,193000,463.2,1572000,29.47,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1921,231,190000,438.9,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1922,249,182000,453.18,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1923,232,186000,431.52,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1924,239,182000,434.98,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1925,264,179000,472.56,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1926,285,177000,504.45,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1927,290,175000,507.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1928,334,179000,597.86,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1929,333,177000,589.41,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1930,333,182000,606.06,2059000,29.43,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1931,320,177000,566.4,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1932,300,179000,537,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1933,317,171000,542.07,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1934,318,172000,546.96,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1935,293,170000,498.1,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1936,302,172000,519.44,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1937,257.0,170000,437,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1938,268,178000,477.04,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1939,247,181000,447.07,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1940,235,185000,434.75,2349000,18.51,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1941,192,182000,349.44,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1942,195,190000,370.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1943,195,209000,407.55,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1944,229,220000,503.8,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1945,194,210000,407.4,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1946,149,284000,423.16,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1947,140,267000,373.8,2465000,15.16,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1948,122,248000,302.56,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1949,109,236000,257.24,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1950,105,230000,241.5,,,,,"Loudon, Dearh in Childbirth 1992, LB Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1951,85.3,228000,194,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1952,75.9,232000,176,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1953,78.2,228000,178,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1954,69.8,228000,159,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1955,61.0,229000,140,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1956,66.0,231000,152,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1957,61.3,234000,143,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1958,42.5,237000,101,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1959,51.3,243000,125,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1960,38.4,239000,92,2683000,3.43,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1961,37.7,247000,93,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1962,33.6,246000,83,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1963,33.5,250000,84,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1964,33.8,251000,85,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1965,25.1,245000,61,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1966,20.8,240000,50,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1967,26.4,239000,63,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1968,21.5,237000,51,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1969,20.8,248000,52,,,,,"Based on LB and maternal mortality per 100,000 population Central Bureau for Statistics, Netherland http://statline.cbs.nl/statweb/",,,,,,,,,,,
Netherlands,1970,13.39,238912,32,3105000,1.03,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1971,13.21,227180,30,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1972,10.74,214133,23,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1973,10.26,194993,20,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1974,13.98,185982,26,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1975,10.68,177876,19,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1976,5.08,177090,9,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1977,12.7,173296,22,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1978,10.82,175550,19,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1979,6.86,174979,12,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1980,8.83,181294,16,3540000,0.45,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1981,7.84,178569,14,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1982,6.39,172071,11,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1983,5.29,170246,9,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1984,9.75,174436,17,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1985,4.49,178136,8,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1986,8.13,184513,15,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1987,7.5,186667,14,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1988,9.64,186647,18,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1989,5.29,188979,10,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1990,7.58,197965,15,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1991,6.04,198665,12,3986000,0.30,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1992,7.12,196734,14,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1993,8.17,195748,16,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1994,6.13,195611,12,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1995,7.35,190513,14,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1996,12.14,189521,23,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1997,7.79,192443,15,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1998,11.53,199408,23,3967000,0.58,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,1999,9.48,200445,19,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2000,8.71,206619,18,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2001,6.91,202603,14,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2002,9.9,202083,20,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2003,3.99,200297,8,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2004,5.15,194007,10,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2005,8.51,187910,16,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2006,8.11,185057,15,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2007,4.96,181336,9,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Netherlands,2008,4.33,184634,8,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
New Zealand ,1872-6,510.0,,,,,,,"MMR from Loudon, 1992",,,,,,,,,,,
New Zealand ,1873-7,520.0,,,,,,,"MMR from Loudon, 1992",,,,,,,,,,,
New Zealand ,1874-8,620.0,,,,,,,"MMR from Loudon, 1992",,,,,,,,,,,
New Zealand ,1875-9,490.0,,,,,,,"MMR from Loudon, 1992",,,,,,,,,,,
New Zealand ,1876-80,440.0,19846.6,87,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1877-81,450.0,20340,92,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1878-82,470.0,20754.8,98,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1879-83,470.0,21036,99,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1880-4,520.0,21359.4,111,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1881-5,590.0,21408.8,126,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1882-6,600.0,21507.2,129,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1883-7,600.0,21517.2,129,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1884-8,620.0,21422.8,133,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1885-9,560.0,21127.4,118,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1886-90,590.0,20823,123,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1887-91,510.0,20599,105,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1888-92,500.0,20331.8,102,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1889-93,470.0,20186.2,95,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1890-4,510.0,20195,103,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1891-5,510.0,20248,103,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1892-6,500.0,20309.6,102,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1893-7,500.0,20478.2,102,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1894-8,510.0,20633.6,105,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1896-1900,440.0,20912,92,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1897-01,440.0,21299.8,94,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1989-02,460.0,21699.6,100,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1899-03,480.0,22286.4,107,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1900-4,480.0,23077.4,111,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1901-5,490.0,23911.2,117,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1902-6,480.0,24667.4,118,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1903-7,460.0,25559.6,118,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1904-8,440.0,26385,116,230000,50.48,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1906-9,450.0,27141.2,122,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1906-10,450.0,27609.2,124,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1907-11,460.0,28039.2,129,262000,49.23,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1912,360.0,29616,107,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1913,360.0,30084,108,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1914,410.0,30529,125,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1915,470.0,30087,141,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1916,580.0,30790,179,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
