p,q,top1_share_gpinter,country,year,reporting_level,welfare_type
0.99,56.0419988097885,0.0870103702156657,Jamaica,1996,national,consumption
0.99,78.1032301681946,0.0889492714421979,Jamaica,1999,national,consumption
0.99,97.3172160398546,0.109464236613154,Jamaica,2002,national,consumption
0.99,96.1183029830953,0.0966601181580744,Jamaica,2004,national,consumption
0.99,161.632541205646,0.0534045426712188,Japan,2008,national,income
0.99,174.61810904155,0.0573340003858708,Japan,2010,national,income
0.99,172.551574764657,0.0589115717009631,Japan,2013,national,income
0.99,72.8241883387036,0.056881420828288,Jordan,1986,national,consumption
0.99,72.6068470082614,0.107871460817198,Jordan,1992,national,consumption
0.99,54.1561044070231,0.0806745834454715,Jordan,1997,national,consumption
0.99,58.6187984656546,0.062691225017638,Jordan,2002,national,consumption
0.99,60.405228675977,0.0573627467699037,Jordan,2006,national,consumption
0.99,55.8510126066175,0.0484882304419619,Jordan,2008,national,consumption
0.99,71.0732608368178,0.0591900635796915,Jordan,2010,national,consumption
0.99,21.1567573652139,0.043771591645808,Kazakhstan,1993,national,income
0.99,23.6531767688998,0.0495861652768844,Kazakhstan,1996,national,consumption
0.99,21.3659822309701,0.0541870664939634,Kazakhstan,2001,national,consumption
0.99,22.5329877295184,0.0546617543188395,Kazakhstan,2002,national,consumption
0.99,22.7309857321106,0.0507796609272171,Kazakhstan,2003,national,consumption
0.99,23.01649339342,0.0517981942472024,Kazakhstan,2004,national,consumption
0.99,31.5490504537544,0.0607675554929677,Kazakhstan,2005,national,consumption
0.99,27.6021184953927,0.0569105222320264,Kazakhstan,2006,national,consumption
0.99,32.5860110482499,0.0546268789847711,Kazakhstan,2007,national,consumption
0.99,31.1804682581868,0.0478885640369468,Kazakhstan,2008,national,consumption
0.99,29.0488222241704,0.0451630454748554,Kazakhstan,2009,national,consumption
0.99,30.8286291971273,0.0441274449630197,Kazakhstan,2010,national,consumption
0.99,36.194317710284,0.0433405101490359,Kazakhstan,2011,national,consumption
0.99,37.1075053937599,0.0434814307997025,Kazakhstan,2012,national,consumption
0.99,38.304200133579,0.042959295278637,Kazakhstan,2013,national,consumption
0.99,36.9481981318997,0.0459854738966799,Kazakhstan,2014,national,consumption
0.99,34.7923969038906,0.0462759030276794,Kazakhstan,2015,national,consumption
0.99,32.9526877656179,0.0427830479343509,Kazakhstan,2016,national,consumption
0.99,36.2846965908,0.0439079407343074,Kazakhstan,2017,national,consumption
0.99,40.4250778047361,0.0447176727695702,Kazakhstan,2018,national,consumption
0.99,34.0180930956054,0.245814903169578,Kenya,1992,national,consumption
0.99,25.7042245787469,0.100026877501436,Kenya,1994,national,consumption
0.99,31.3437366860542,0.107202363805535,Kenya,1997,national,consumption
0.99,24.241371831203,0.112954766111516,Kenya,2005,national,consumption
0.99,20.2211911789056,0.0744316324625617,Kenya,2015,national,consumption
0.99,25.6241754586894,0.0661708790679796,Kiribati,2006,national,consumption
0.99,18.9279959964333,0.0439781813973514,Kiribati,2019,national,consumption
0.99,19.1751770989179,0.0367964749502448,Kosovo,2003,national,consumption
0.99,21.462382764858,0.0404329712338732,Kosovo,2005,national,consumption
0.99,22.1604921773042,0.0443748719529934,Kosovo,2006,national,consumption
0.99,24.4632304016671,0.0388522849199969,Kosovo,2009,national,consumption
0.99,26.1467574543079,0.0411486406290708,Kosovo,2010,national,consumption
0.99,22.8373587276004,0.0394077561170391,Kosovo,2011,national,consumption
0.99,27.4942554000144,0.0497968046288907,Kosovo,2012,national,consumption
0.99,25.5820580545868,0.0424602738461855,Kosovo,2013,national,consumption
0.99,25.0155156757264,0.0379683064708994,Kosovo,2014,national,consumption
0.99,25.5260342168491,0.0356776479809699,Kosovo,2015,national,consumption
0.99,26.5524025510057,0.0380110897154365,Kosovo,2016,national,consumption
0.99,33.1851410343259,0.0560293080414822,Kosovo,2017,national,consumption
0.99,26.0523408334851,0.035421936337593,Latvia,1993,national,income
0.99,39.2994210729556,0.0588041170529307,Latvia,1995,national,income
0.99,37.4486305649409,0.0671199697789001,Latvia,1996,national,income
0.99,37.3869659672485,0.0551253873351,Latvia,1997,national,consumption
0.99,39.7253019185451,0.0538594261506056,Latvia,1998,national,consumption
0.99,59.5884670870297,0.0641201592675514,Latvia,2002,national,consumption
0.99,64.9379890235698,0.0593887612946668,Latvia,2003,national,consumption
0.99,61.1091963206971,0.0576891227585584,Latvia,2004,national,consumption
0.99,69.7149028342326,0.0690961887549117,Latvia,2005,national,income
0.99,72.0720391177378,0.0543676289080291,Latvia,2006,national,income
0.99,95.9421633360636,0.0624127654159477,Latvia,2007,national,consumption
0.99,89.4526984643739,0.0629017376190864,Latvia,2008,national,consumption
0.99,68.0289910981215,0.0503953517409085,Latvia,2009,national,consumption
0.99,70.1660767718782,0.0476024780769079,Latvia,2010,national,income
0.99,75.4189714025653,0.0554101048994735,Latvia,2011,national,income
0.99,73.6547006138975,0.0531320057050673,Latvia,2012,national,income
0.99,82.8362611289449,0.0518691216074173,Latvia,2013,national,income
0.99,86.1550136401119,0.051443483897438,Latvia,2014,national,income
0.99,91.4804617875268,0.0523688020205613,Latvia,2015,national,income
0.99,93.5199142013349,0.0473070515968063,Latvia,2016,national,income
0.99,113.759503230218,0.0515182146106796,Latvia,2017,national,income
0.99,124.819759544216,0.0565082337445611,Latvia,2018,national,income
0.99,126.449056814008,0.0549318076383438,Latvia,2019,national,income
0.99,131.910821594703,0.0556213809174684,Lebanon,2011,national,consumption
0.99,25.7786949900662,0.137186977964452,Lesotho,1986,national,consumption
0.99,34.6203604139414,0.134093763930199,Lesotho,1994,national,consumption
0.99,12.83917835812,0.0986839071913571,Lesotho,2002,national,consumption
0.99,23.6624713527451,0.0755321639268614,Lesotho,2017,national,consumption
0.99,10.2283118331976,0.060134636951145,Liberia,2007,national,consumption
0.99,14.3610137139384,0.0503880022202327,Liberia,2014,national,consumption
0.99,14.98066416831,0.0573834847816785,Liberia,2016,national,consumption
0.99,23.9106571643812,0.080225220361607,Lithuania,1993,national,income
0.99,44.5399956544418,0.054760748688959,Lithuania,1996,national,consumption
0.99,44.7067176967958,0.0536251305717302,Lithuania,1998,national,consumption
0.99,42.3683598045639,0.0544063598401773,Lithuania,1999,national,consumption
0.99,39.9407536915907,0.0488796482185936,Lithuania,2000,national,consumption
0.99,40.95532225518,0.0507588873633622,Lithuania,2001,national,consumption
0.99,40.4032243031356,0.0500970674124298,Lithuania,2002,national,consumption
0.99,63.1261253381377,0.0614495228084679,Lithuania,2003,national,consumption
0.99,66.1186825665505,0.0585553404465762,Lithuania,2004,national,consumption
0.99,63.46781682237,0.0484170326893518,Lithuania,2005,national,income
0.99,78.1215526622945,0.0524454621177219,Lithuania,2006,national,income
0.99,97.2959357144296,0.0627564748522815,Lithuania,2007,national,income
0.99,90.4618222779163,0.0685783325920514,Lithuania,2008,national,consumption
0.99,84.5187404092167,0.0555316971023096,Lithuania,2009,national,income
0.99,69.5588191099508,0.0529688363455138,Lithuania,2010,national,income
0.99,71.4373261425477,0.0438319406270271,Lithuania,2011,national,income
0.99,95.3125060210576,0.0623474574887845,Lithuania,2012,national,income
0.99,93.8977356987447,0.0544371754720019,Lithuania,2013,national,income
0.99,134.152832003022,0.0791047516309731,Lithuania,2014,national,income
0.99,122.024167419766,0.0617298906470534,Lithuania,2015,national,income
0.99,140.275504715562,0.0698666343856553,Lithuania,2016,national,income
0.99,136.367850282135,0.0656348650474584,Lithuania,2017,national,income
0.99,134.162688185052,0.0557057585158803,Lithuania,2018,national,income
0.99,150.957335456133,0.0560232435342143,Lithuania,2019,national,income
0.99,110.164017395628,0.0349960182254761,Luxembourg,1985,national,income
0.99,168.934396662745,0.0416380386651594,Luxembourg,1991,national,income
0.99,172.847926723517,0.0376702456646398,Luxembourg,1994,national,income
0.99,276.094955914003,0.0506705251812234,Luxembourg,2006,national,income
0.99,273.733251675416,0.0486344365559617,Luxembourg,2009,national,income
0.99,248.197520482132,0.0443995505299584,Luxembourg,2010,national,income
0.99,274.917747112779,0.0450366724361684,Luxembourg,2013,national,income
0.99,247.204145638994,0.0530122061826754,Luxembourg,2015,national,income
0.99,272.352062956375,0.0550089573891257,Luxembourg,2017,national,income
0.99,324.951956218313,0.0587311860561252,Luxembourg,2018,national,income
0.99,19.7544826370401,0.11252599591311,Madagascar,1980,national,consumption
0.99,10.2671165149186,0.146187732044694,Madagascar,1993,national,consumption
0.99,8.70874850519016,0.0711010302064298,Madagascar,1997,national,consumption
0.99,8.55076037471449,0.0561528511201189,Madagascar,1999,national,consumption
0.99,12.1468287530058,0.0878649213340582,Madagascar,2001,national,consumption
0.99,9.56339766319181,0.0924365551659054,Madagascar,2005,national,consumption
0.99,9.157792401646,0.096018027220032,Madagascar,2010,national,consumption
0.99,8.49203245782645,0.0782516074967693,Madagascar,2012,national,consumption
0.99,21.2225251952279,0.449571825167109,Malawi,1997,national,consumption
0.99,12.667938811974,0.107940369854627,Malawi,2004,national,consumption
0.99,14.0293410829818,0.120878589233063,Malawi,2010,national,consumption
0.99,11.4825572088448,0.168149562135276,Malawi,2016,national,consumption
0.99,9.58141572200351,0.0737076260020425,Malawi,2019,national,consumption
0.99,80.3743162306711,0.121117612427737,Malaysia,1984,national,income
0.99,77.231654146453,0.10879490851815,Malaysia,1987,national,income
0.99,74.2693484441243,0.107461737619313,Malaysia,1989,national,income
0.99,86.2275134847128,0.10326531819159,Malaysia,1992,national,income
0.99,90.9855990715035,0.111037416889149,Malaysia,1995,national,income
0.99,114.61703069913,0.115275079358415,Malaysia,1997,national,income
0.99,87.7889030853458,0.0898741320936529,Malaysia,2003,national,income
0.99,93.621742103956,0.0827316366670284,Malaysia,2006,national,income
0.99,98.9878473696168,0.0826294051112633,Malaysia,2008,national,income
0.99,114.407853503454,0.0830687086550076,Malaysia,2011,national,income
0.99,128.365710247128,0.0767283786333865,Malaysia,2013,national,income
0.99,136.369018453231,0.0738682846767605,Malaysia,2015,national,income
0.99,25.7598918958924,0.149711375420732,Maldives,2002,national,consumption
0.99,47.5411472610332,0.083767708808644,Maldives,2009,national,consumption
0.99,80.673256172145,0.0619106625569076,Maldives,2016,national,consumption
0.99,58.333593339293,0.0403907117443449,Maldives,2019,national,consumption
0.99,9.583518673083,0.120727866166921,Mali,1994,national,consumption
0.99,11.5570478291155,0.0671691833980562,Mali,2001,national,consumption
0.99,13.4756750647041,0.0657941373130936,Mali,2006,national,consumption
0.99,10.0535685212067,0.0471113820582789,Mali,2009,national,consumption
0.99,21.0434581919575,0.0608064047804818,Mali,2018,national,consumption
0.99,102.973808184946,0.038335540618565,Malta,2006,national,income
0.99,112.619036195828,0.0395398690918046,Malta,2007,national,income
0.99,117.624497280046,0.041784184114033,Malta,2008,national,income
0.99,121.980484029278,0.0445853626737035,Malta,2009,national,income
0.99,116.275468175703,0.0401902096576208,Malta,2010,national,income
0.99,116.633942070315,0.0447183692096636,Malta,2011,national,income
0.99,126.733913749502,0.04610442854297,Malta,2012,national,income
0.99,131.233326163877,0.0445471407265442,Malta,2013,national,income
0.99,144.699723524296,0.0453013492517502,Malta,2014,national,income
0.99,146.549663905523,0.0461268806679237,Malta,2015,national,income
0.99,156.063717786922,0.0427095951569375,Malta,2016,national,income
0.99,157.671601348146,0.0421091756957969,Malta,2017,national,income
0.99,150.43425724657,0.042110594380243,Malta,2018,national,income
0.99,176.220318353133,0.0515348260539555,Malta,2019,national,income
0.99,46.1033940027512,0.0570657072661652,Marshall Islands,2019,national,consumption
0.99,17.3016865313957,0.0694113814432123,Mauritania,1987,national,consumption
0.99,15.5120326293855,0.22164905121908,Mauritania,1993,national,consumption
0.99,19.4232770717382,0.0622107352460056,Mauritania,1995,national,consumption
0.99,20.1683510532947,0.0533601216890091,Mauritania,2000,national,consumption
0.99,26.2402585652992,0.0868168975183489,Mauritania,2004,national,consumption
0.99,20.0928095818245,0.0475839319705191,Mauritania,2008,national,consumption
0.99,22.5202717553568,0.0504497312507821,Mauritania,2014,national,consumption
0.99,55.7741106710146,0.0644597866417791,Mauritius,2006,national,consumption
0.99,77.0079538974167,0.0880090230137675,Mauritius,2012,national,consumption
0.99,71.4381482132034,0.0751948474779304,Mauritius,2017,national,consumption
0.99,57.5737150553655,0.0994757454267742,Mexico,1984,national,income
0.99,65.8787950434257,0.133728984873756,Mexico,1989,national,income
0.99,88.1381443737325,0.140137651812235,Mexico,1992,national,income
0.99,93.5553471270793,0.126988860231068,Mexico,1994,national,income
0.99,61.444443802267,0.129367421402484,Mexico,1996,national,income
0.99,68.3625402231833,0.132158108700762,Mexico,1998,national,income
0.99,88.5747198682363,0.130230285169495,Mexico,2000,national,income
0.99,86.0475156946361,0.117135717367966,Mexico,2002,national,income
0.99,82.4360126749364,0.123473963234764,Mexico,2004,national,income
0.99,82.3787620726221,0.120827828364317,Mexico,2005,national,income
0.99,89.8698196814509,0.116113093163218,Mexico,2006,national,income
0.99,91.1103873560458,0.122117203147648,Mexico,2008,national,income
0.99,78.6042107394355,0.101725462806373,Mexico,2010,national,income
0.99,90.4983280764919,0.1018601556833,Mexico,2012,national,income
0.99,86.2661487235624,0.120879040120755,Mexico,2014,national,income
0.99,87.9161761324989,0.106588388495308,Mexico,2016,national,income
0.99,85.2056245400977,0.110628617950664,Mexico,2018,national,income
0.99,76.64410286661,0.0934957300466786,Mexico,2020,national,income
0.99,22.0636348448959,0.0604207375405181,Moldova,1997,national,consumption
0.99,19.7779001789761,0.073213769200019,Moldova,1998,national,consumption
0.99,23.650682654922,0.0898379260395238,Moldova,1999,national,consumption
0.99,15.7533425224579,0.0640598127301084,Moldova,2000,national,consumption
0.99,20.9533860447475,0.0733344507773224,Moldova,2001,national,consumption
0.99,20.6887996704963,0.0558133519666511,Moldova,2002,national,consumption
0.99,27.5568503187993,0.0647075259235896,Moldova,2003,national,consumption
0.99,27.3081067133292,0.0625704205469371,Moldova,2004,national,consumption
0.99,24.0774405327416,0.0613170922528995,Moldova,2005,national,consumption
0.99,40.5053922269558,0.061309525987914,Moldova,2006,national,consumption
0.99,43.0006878719963,0.054388132930663,Moldova,2007,national,consumption
0.99,43.2390805026404,0.0642856485935658,Moldova,2008,national,consumption
0.99,36.988777449713,0.0469245124333403,Moldova,2009,national,consumption
0.99,38.3557759750062,0.0536495313935609,Moldova,2010,national,consumption
0.99,37.2863657086007,0.0512781090956449,Moldova,2011,national,consumption
0.99,36.1320848925143,0.0444723329379871,Moldova,2012,national,consumption
0.99,36.9673878253952,0.0454853370969577,Moldova,2013,national,consumption
0.99,33.9417882567435,0.0385994565611594,Moldova,2014,national,consumption
0.99,34.5674942515635,0.0428098388735514,Moldova,2015,national,consumption
0.99,34.0345644046445,0.0482893183051068,Moldova,2016,national,consumption
0.99,34.6952591714888,0.039077749684794,Moldova,2017,national,consumption
0.99,35.1610727914431,0.0399614994571616,Moldova,2018,national,consumption
0.99,34.7564068003219,0.0368879145390686,Moldova,2019,national,consumption
0.99,17.0702984656886,0.0409855475476805,Mongolia,1995,national,consumption
0.99,10.2882583877511,0.0365222029760483,Mongolia,1998,national,consumption
0.99,17.323549644335,0.0454370923274136,Mongolia,2002,national,consumption
0.99,34.1842027349881,0.0601994648530129,Mongolia,2007,national,consumption
0.99,30.7346014067791,0.0509766321314038,Mongolia,2010,national,consumption
0.99,35.0200433700446,0.058657660688696,Mongolia,2011,national,consumption
0.99,40.0814219126812,0.0528948622753832,Mongolia,2012,national,consumption
0.99,41.1501690900456,0.0547106183521605,Mongolia,2014,national,consumption
0.99,33.7628212551283,0.0548874145371987,Mongolia,2016,national,consumption
0.99,35.2935095267388,0.0534811311114435,Mongolia,2018,national,consumption
0.99,48.672021982789,0.0439099275001034,Montenegro,2005,national,consumption
0.99,45.8399622287496,0.0433515712155073,Montenegro,2006,national,consumption
0.99,61.3893323480086,0.0507418650458648,Montenegro,2007,national,consumption
0.99,61.7572248022963,0.045025673445676,Montenegro,2008,national,consumption
0.99,72.5234918996242,0.0572821533869304,Montenegro,2009,national,consumption
0.99,55.4539967224782,0.0510307415390739,Montenegro,2010,national,consumption
0.99,65.7560502218386,0.0541464179544942,Montenegro,2011,national,consumption
0.99,53.2360972121533,0.042711338159325,Montenegro,2012,national,consumption
0.99,56.5062096118367,0.0435257933081322,Montenegro,2013,national,consumption
0.99,62.3288461535063,0.0504182311372373,Montenegro,2014,national,consumption
0.99,63.3744043419424,0.0545222111365082,Montenegro,2015,national,income
0.99,69.0437447598489,0.0571987658928662,Montenegro,2016,national,income
0.99,59.9297142135698,0.0493469935201141,Montenegro,2017,national,income
0.99,59.5153947675209,0.050577709090636,Montenegro,2018,national,income
0.99,24.8902770081776,0.108835440671252,Morocco,1984,national,consumption
0.99,36.6838261832306,0.0728858815519276,Morocco,1990,national,consumption
0.99,31.9449429810989,0.0733431565658575,Morocco,1998,national,consumption
0.99,32.5623170765031,0.0778591104161798,Morocco,2000,national,consumption
0.99,46.1944154450382,0.0913909726887204,Morocco,2006,national,consumption
0.99,52.2959371530935,0.0750013203910006,Morocco,2013,national,consumption
0.99,12.5840440029329,0.149591277483424,Mozambique,1996,national,consumption
0.99,11.6388764801961,0.140033508505699,Mozambique,2002,national,consumption
0.99,13.3160781459532,0.131567573386134,Mozambique,2008,national,consumption
0.99,21.6669790269821,0.181795078261811,Mozambique,2014,national,consumption
0.99,26.4315690244582,0.113611873327821,Myanmar,2015,national,consumption
0.99,23.3021534038328,0.0583519612597583,Myanmar,2017,national,consumption
0.99,73.5511318195607,0.302470222370261,Namibia,1993,national,income
0.99,73.9414783629761,0.174181393322461,Namibia,2003,national,consumption
0.99,81.5241012320164,0.168576710892079,Namibia,2009,national,consumption
0.99,96.1505200900713,0.126226013717819,Namibia,2015,national,consumption
0.99,33.9664802741828,0.0501869349071739,Nauru,2012,national,consumption
0.99,7.65293188604954,0.0522364703296525,Nepal,1984,national,income
0.99,11.7127480098163,0.0758427619550954,Nepal,1995,national,consumption
0.99,24.3338643019805,0.121498693279144,Nepal,2003,national,consumption
0.99,19.5862043651708,0.0540228321516827,Nepal,2010,national,consumption
0.99,117.826280509789,0.0437399948751861,Netherlands,1983,national,income
0.99,116.137378695603,0.0385384144803676,Netherlands,1987,national,income
0.99,158.411774546971,0.0523446531990593,Netherlands,1990,national,income
0.99,127.426564991532,0.036281715943996,Netherlands,1993,national,income
0.99,141.95363766885,0.0357417623468342,Netherlands,1999,national,income
0.99,156.425246386849,0.0529177677725551,Netherlands,2004,national,income
0.99,158.866067888295,0.0487560651817552,Netherlands,2005,national,income
0.99,182.37295478155,0.0633785864214597,Netherlands,2006,national,income
0.99,192.450258827717,0.0555645728168716,Netherlands,2007,national,income
0.99,182.623497621956,0.0525021296554568,Netherlands,2008,national,income
0.99,171.896090975408,0.0430280211657734,Netherlands,2009,national,income
0.99,168.234948164301,0.0436666634529279,Netherlands,2010,national,income
0.99,169.988261616362,0.0454073284599092,Netherlands,2011,national,income
0.99,171.69659786811,0.0458771292398912,Netherlands,2012,national,income
0.99,163.095147993717,0.0456399831063822,Netherlands,2013,national,income
0.99,177.900821274441,0.0505785493766172,Netherlands,2014,national,income
0.99,178.233609263394,0.0481485592395109,Netherlands,2015,national,income
0.99,188.712298461928,0.0452140902684015,Netherlands,2016,national,income
0.99,194.437968326195,0.0524354638693812,Netherlands,2017,national,income
0.99,189.739567224333,0.0489857203964597,Netherlands,2018,national,income
0.99,199.598704782373,0.0590212921305581,Netherlands,2019,national,income
0.99,39.9341665848746,0.127292721223929,Nicaragua,1993,national,consumption
0.99,35.8127931291484,0.112041744393154,Nicaragua,1998,national,consumption
0.99,30.0181808677132,0.0934698500529889,Nicaragua,2001,national,consumption
0.99,26.6046764071146,0.0690625112843811,Nicaragua,2005,national,consumption
0.99,49.0367229642842,0.0978718675863304,Nicaragua,2009,national,income
0.99,75.2603235382304,0.124593270104978,Nicaragua,2014,national,income
0.99,6.81216963167381,0.0825549042124511,Niger,1992,national,consumption
0.99,6.95006878071145,0.0895199959120685,Niger,1994,national,consumption
0.99,9.49347585435651,0.123436802849086,Niger,2005,national,consumption
0.99,9.26660798357498,0.081697919322068,Niger,2007,national,consumption
0.99,9.46522435696299,0.0601501721667392,Niger,2011,national,consumption
0.99,9.91581270889416,0.055390319959705,Niger,2014,national,consumption
0.99,14.8966768563739,0.08457009634711,Niger,2018,national,consumption
0.99,11.3823815127558,0.0473079768567787,Nigeria,1985,national,consumption
0.99,12.9328615979863,0.0584781316723123,Nigeria,1992,national,consumption
0.99,19.1491136462622,0.136290251937497,Nigeria,1996,national,consumption
0.99,12.6827824316794,0.0664251646344109,Nigeria,2003,national,consumption
0.99,12.9968342894137,0.0487845554491908,Nigeria,2010,national,consumption
0.99,13.1448292221408,0.0484664034534912,Nigeria,2012,national,consumption
0.99,13.7785941261646,0.0491729501395606,Nigeria,2015,national,consumption
0.99,13.8859707686915,0.0536621699313868,Nigeria,2018,national,consumption
0.99,26.2192933861789,0.0380896034719882,North Macedonia,1998,national,consumption
0.99,25.7697739534446,0.0491025578582827,North Macedonia,2000,national,consumption
0.99,59.7014517567216,0.0718317495450707,North Macedonia,2002,national,consumption
0.99,56.5217285392785,0.0702385986082121,North Macedonia,2003,national,consumption
0.99,71.7414302352858,0.0758584999405749,North Macedonia,2004,national,consumption
0.99,53.7128425122897,0.0592078274262537,North Macedonia,2005,national,consumption
0.99,67.7050053221056,0.0844061610169177,North Macedonia,2006,national,consumption
0.99,93.927425204566,0.0753683386743409,North Macedonia,2008,national,consumption
0.99,44.4519125518961,0.0744950400680086,North Macedonia,2009,national,income
0.99,38.975830764182,0.0448757540006717,North Macedonia,2011,national,income
0.99,37.9385460843781,0.0459828538017891,North Macedonia,2012,national,income
0.99,36.4475078559875,0.042538056367601,North Macedonia,2013,national,income
0.99,37.4133654581014,0.0415347825626363,North Macedonia,2014,national,income
0.99,38.9157852808714,0.0423325581150726,North Macedonia,2015,national,income
0.99,40.2031258749447,0.0414173876046669,North Macedonia,2016,national,income
0.99,40.581679325668,0.0419234742859418,North Macedonia,2017,national,income
0.99,39.4007335176059,0.0365937406437197,North Macedonia,2018,national,income
0.99,78.5795719773561,0.0366023899877636,Norway,1979,national,income
0.99,100.856647768034,0.0350301388420466,Norway,1986,national,income
0.99,120.316247835252,0.040970625222914,Norway,1991,national,income
0.99,118.692719297733,0.0471348236289136,Norway,1995,national,income
0.99,142.792879040455,0.0635511912646623,Norway,2000,national,income
0.99,155.604881520503,0.0636600008496476,Norway,2003,national,income
0.99,165.992196217821,0.109594603668402,Norway,2004,national,income
0.99,180.29185478784,0.0951685212858336,Norway,2005,national,income
0.99,146.461730049303,0.042331757942507,Norway,2006,national,income
0.99,174.959243598203,0.0517203668467286,Norway,2007,national,income
0.99,175.852698590036,0.0441359239015447,Norway,2008,national,income
0.99,173.239639181596,0.0437780583097506,Norway,2009,national,income
0.99,172.044345312294,0.0415068662563855,Norway,2010,national,income
0.99,177.660940448194,0.0364772212719074,Norway,2011,national,income
0.99,179.205626200837,0.0387078695422162,Norway,2012,national,income
0.99,197.396987801151,0.0416322252162333,Norway,2013,national,income
0.99,207.426011416253,0.0440533169126041,Norway,2014,national,income
0.99,227.368932779989,0.0553582504483179,Norway,2016,national,income
0.99,212.780144200353,0.0405156565956523,Norway,2017,national,income
0.99,9.05419752043316,0.0631093564782006,Pakistan,1987,national,consumption
0.99,9.2377543772491,0.0677059417965307,Pakistan,1990,national,consumption
0.99,12.6078290700248,0.0630004519288412,Pakistan,1996,national,consumption
0.99,15.4449070959354,0.0761015472152984,Pakistan,1998,national,consumption
0.99,11.2733551072422,0.0576452534206668,Pakistan,2001,national,consumption
0.99,14.9497757235233,0.0620897828420671,Pakistan,2004,national,consumption
0.99,16.5598497751475,0.0746412652872744,Pakistan,2005,national,consumption
0.99,15.4835817447559,0.0600930022655178,Pakistan,2007,national,consumption
0.99,17.00885192518,0.0630018773679819,Pakistan,2010,national,consumption
0.99,16.9503265430563,0.0607635123094748,Pakistan,2011,national,consumption
0.99,17.2817371558807,0.0604656977692613,Pakistan,2013,national,consumption
0.99,21.7863837233256,0.0695999076154562,Pakistan,2015,national,consumption
0.99,17.967025755233,0.0611671284254519,Pakistan,2018,national,consumption
0.99,77.6132437279794,0.0779551502947442,Panama,1979,national,income
0.99,80.4702983352839,0.104951361014702,Panama,1989,national,income
0.99,131.893555567463,0.123527237852526,Panama,2000,national,income
0.99,120.149155315498,0.121767134114091,Panama,2001,national,income
0.99,125.827808740201,0.118314292950472,Panama,2002,national,income
0.99,119.574938903547,0.10842425895931,Panama,2003,national,income
0.99,115.456429997196,0.0948881223660855,Panama,2004,national,income
0.99,115.312808866166,0.098147208289979,Panama,2005,national,income
0.99,119.553035571064,0.10316625645817,Panama,2006,national,income
0.99,116.96442870602,0.0982081041428244,Panama,2007,national,income
0.99,148.846916296713,0.117379342908534,Panama,2008,national,income
0.99,159.01953931597,0.11773871049228,Panama,2009,national,income
0.99,151.279370291902,0.106262515734509,Panama,2010,national,income
0.99,166.574847756353,0.103151885631878,Panama,2011,national,income
0.99,166.781861612995,0.107952840528481,Panama,2012,national,income
0.99,188.741521164281,0.110908601598551,Panama,2013,national,income
0.99,172.227492814171,0.104886461678553,Panama,2014,national,income
0.99,174.758942321045,0.101384451411318,Panama,2015,national,income
0.99,193.971866530638,0.092294507887592,Panama,2016,national,income
0.99,197.042550618015,0.109308596095868,Panama,2017,national,income
0.99,200.328317467871,0.102832734860558,Panama,2018,national,income
0.99,214.0946389344,0.101995300827093,Panama,2019,national,income
0.99,15.6625679112576,0.0822354125146151,Papua New Guinea,1996,national,consumption
0.99,15.7633959269945,0.0680096436902543,Papua New Guinea,2009,national,consumption
0.99,68.2358821559274,0.0606582634573773,Paraguay,1990,national,income
0.99,138.606062752851,0.173602592441062,Paraguay,1995,national,income
0.99,106.573609858231,0.116723201876458,Paraguay,1997,national,income
0.99,98.2379503784598,0.129817489737402,Paraguay,1999,national,income
0.99,102.937527088372,0.139059109320525,Paraguay,2001,national,income
0.99,76.0679252742127,0.198985405325354,Paraguay,2002,national,income
0.99,98.6740774674218,0.158129494524038,Paraguay,2003,national,income
0.99,85.9615027667,0.146085964532143,Paraguay,2004,national,income
0.99,83.7805716894788,0.128268300538424,Paraguay,2005,national,income
0.99,86.3530463204498,0.143303834520248,Paraguay,2006,national,income
0.99,89.3846898162527,0.160887496305608,Paraguay,2007,national,income
0.99,87.9869718909657,0.126754645860716,Paraguay,2008,national,income
0.99,90.1010548518415,0.120568137365431,Paraguay,2009,national,income
0.99,91.6149349439279,0.142773170849466,Paraguay,2010,national,income
0.99,114.848756324763,0.138863350841587,Paraguay,2011,national,income
0.99,95.9777612188871,0.108065619934204,Paraguay,2012,national,income
0.99,119.476927832476,0.112183814916482,Paraguay,2013,national,income
0.99,128.737310840137,0.144962445287103,Paraguay,2014,national,income
0.99,106.091389434413,0.0984541533658607,Paraguay,2015,national,income
0.99,106.681414933557,0.112538416532517,Paraguay,2016,national,income
0.99,115.13236100436,0.144730305152239,Paraguay,2017,national,income
0.99,112.901142560011,0.0966724257982776,Paraguay,2018,national,income
0.99,103.829630827094,0.0987633176499307,Paraguay,2019,national,income
0.99,94.6213888026857,0.0855785166828887,Paraguay,2020,national,income
0.99,74.2087524080063,0.0885116796106512,Peru,1985,national,consumption
0.99,33.1216471066171,0.0851892648058163,Peru,1994,national,consumption
0.99,57.4560602260996,0.125773126948983,Peru,1997,national,income
0.99,70.2713771687306,0.145564213008531,Peru,1998,national,income
0.99,71.3120052874409,0.146001457497153,Peru,1999,national,income
0.99,49.6530428643435,0.101256775235498,Peru,2000,national,income
0.99,48.8048479721833,0.111049908867062,Peru,2001,national,income
0.99,69.9769624770448,0.155436782956563,Peru,2002,national,income
0.99,74.1783751984201,0.14903796223137,Peru,2003,national,income
