stateabb	ccode	year	milex	milper	irst	pec	tpop	upop	cinc	version
"ROM"	360	1978	3744400	209	11779	121242	21855	5311	.0091209	2021
"ROM"	360	1979	3974800	210	12909	120204	22048	5433	.0091044	2021
"ROM"	360	1980	3773856	211	13176	124364	22201	5624	.0091335	2021
"ROM"	360	1981	4053839	212	13005	124088	22353	5673	.0091029	2021
"ROM"	360	1982	4890712	213	13055	121268	22478	5981	.0094745	2021
"ROM"	360	1983	5159423	232	12593	128259	22553	6036	.0094353	2021
"ROM"	360	1984	5295000	236	14437	121377	22625	6091	.0094315	2021
"ROM"	360	1985	1395000	237	13795	123505	22725	6384	.0084517	2021
"ROM"	360	1986	1327000	238	14276	128904	22823	6475	.0085611	2021
"ROM"	360	1987	1183000	248	13885	134035	22940	6566	.0083768	2021
"ROM"	360	1988	809000	220	14314	136687	23054	6657	.0079871	2021
"ROM"	360	1989	1980000	207	14411	137222	23152	6748	.0081596	2021
"ROM"	360	1990	1570000	126	9761	113635	23207	6839	.0061542	2021
"ROM"	360	1991	1150000	201	7130	87795	23185	7028	.0059327	2021
"ROM"	360	1992	1700000	172	5736	82967	22789	7217	.0055713	2021
"ROM"	360	1993	834000	200	5446	81182	22755	8800	.0056227	2021
"ROM"	360	1994	729000	200	5800	79894	22731	7125	.0054055	2021
"ROM"	360	1995	872000	200	6555	82715	22681	7143	.005538	2021
"ROM"	360	1996	762000	200	6082	82338	22608	7120	.0053522	2021
"ROM"	360	1997	793000	200	6674	73510	22565	7015	.0052492	2021
"ROM"	360	1998	905000	200	6393	67459	22474	6982	.0051903	2021
"ROM"	360	1999	607000	170	4354	59406	22402	6962	.0042917	2021
"ROM"	360	2000	940000	207	4672	61546	22327	6942	.0046036	2021
"ROM"	360	2001	969000	103	4935	62215	22408	6922	.0038863	2021
"ROM"	360	2002	1056000	99	5491	64426	22250	2561	.0035755	2021
"ROM"	360	2003	1313000	104	5691	65812	22202	2557	.0035669	2021
"ROM"	360	2004	1530000	101	6042	67250	22158	2554	.0035003	2021
"ROM"	360	2005	1976000	97	6280	69531	22113	2550	.003495	2021
"ROM"	360	2006	2259000	97	6266	71219	22065	2546	.0034262	2021
"ROM"	360	2007	3044000	70	6261	68816	22016	2543	.0031665	2021
"ROM"	360	2008	3005000	74	5035	67190	21965	2539	.0029512	2021
"ROM"	360	2009	2225000	73	2761	58656	21913	2536	.0024969	2021
"ROM"	360	2010	2465000	73	3721	56816	21861	2532	.0025063	2021
"ROM"	360	2011	2315000	72	3835	58717	21809	2528	.0024585	2021
"ROM"	360	2012	2211000	74	3292	56088	21755	2525	.0023482	2021
"ROM"	360	2013	2475000	71	2985	51411	20068	2796	.0022309	2021
"ROM"	360	2014	2875000	71	3158	52276	19973	2788	.0022705	2021
"ROM"	360	2015	2521000	71	3352	51966	19877	2779	.0022657	2021
"ROM"	360	2016	2777000	71	3276	52340	19778	2770	.0022821	2021
"RUS"	365	1816	10582	800	124	15	45900	204	.1643041	2021
"RUS"	365	1817	8425	700	132	15	46600	232	.1573987	2021
"RUS"	365	1818	8833	600	127	14	47200	263	.1542128	2021
"RUS"	365	1819	8942	596	132	14	47900	298	.1510114	2021
"RUS"	365	1820	9317	772	135	14	48600	338	.1609647	2021
"RUS"	365	1821	9654	949	159	14	49300	384	.1738877	2021
"RUS"	365	1822	8796	1001	153	14	50100	436	.1732704	2021
"RUS"	365	1823	9261	684	149	14	50800	495	.1560409	2021
"RUS"	365	1824	7510	1032	140	27	51500	561	.1697258	2021
"RUS"	365	1825	7476	860	158	27	52300	637	.1652391	2021
"RUS"	365	1826	7376	578	157	27	53000	722	.1500554	2021
"RUS"	365	1827	7880	675	184	26	53800	820	.1593984	2021
"RUS"	365	1828	7587	624	178	26	54600	833	.1525648	2021
"RUS"	365	1829	8079	803	188	26	55300	847	.1653604	2021
"RUS"	365	1830	7780	826	187	26	56100	861	.1572525	2021
"RUS"	365	1831	8058	851	194	25	56900	875	.1500458	2021
"RUS"	365	1832	8662	875	174	25	57700	890	.1570197	2021
"RUS"	365	1833	8671	900	159	25	58500	905	.1573244	2021
"RUS"	365	1834	8648	784	167	25	59300	920	.1539878	2021
"RUS"	365	1835	10173	668	175	37	60200	935	.1514665	2021
"RUS"	365	1836	9833	1020	181	37	60600	951	.1657433	2021
"RUS"	365	1837	9893	574	191	37	61000	967	.1410758	2021
"RUS"	365	1838	9987	570	181	37	61500	973	.1372543	2021
"RUS"	365	1839	10964	567	182	49	61900	979	.1345764	2021
"RUS"	365	1840	13162	623	189	61	62400	985	.1378267	2021
"RUS"	365	1841	12924	680	179	61	62900	991	.1375421	2021
"RUS"	365	1842	13613	736	188	67	63500	997	.1429657	2021
"RUS"	365	1843	13024	793	190	59	64000	1003	.1435805	2021
"RUS"	365	1844	13134	754	185	71	64600	1009	.1403777	2021
"RUS"	365	1845	13718	706	187	83	65200	1016	.1397202	2021
"RUS"	365	1846	13957	677	215	99	65800	1022	.128714	2021
"RUS"	365	1847	14086	803	195	94	66500	1028	.1371981	2021
"RUS"	365	1848	18003	526	198	107	67100	1035	.1225773	2021
"RUS"	365	1849	17790	699	190	107	67800	1041	.1306852	2021
"RUS"	365	1850	18647	871	228	108	68500	1047	.1443869	2021
"RUS"	365	1851	16522	560	207	109	69000	1054	.1250832	2021
"RUS"	365	1852	15692	756	215	119	69500	1061	.1302901	2021
"RUS"	365	1853	19928	761	238	142	70100	1069	.1354154	2021
"RUS"	365	1854	31358	1100	231	141	70600	1079	.1369681	2021
"RUS"	365	1855	39809	1550	251	156	71100	1088	.1532064	2021
"RUS"	365	1856	37900	2000	259	180	71600	1097	.164031	2021
"RUS"	365	1857	17065	1019	213	213	72100	1106	.1251109	2021
"RUS"	365	1858	15567	870	277	229	72800	1116	.1208302	2021
"RUS"	365	1859	18984	850	271	250	73900	1131	.1162068	2021
"RUS"	365	1860	18716	862	336	300	74100	1146	.0889069	2021
"RUS"	365	1861	19949	864	320	400	73600	1161	.0787936	2021
"RUS"	365	1862	18259	682	251	300	73800	1177	.0658817	2021
"RUS"	365	1863	26385	812	279	400	74300	1193	.073884	2021
"RUS"	365	1864	25359	1135	300	400	74700	1209	.0784004	2021
"RUS"	365	1865	20196	727	300	400	75100	1225	.0766023	2021
"RUS"	365	1866	19252	697	305	1050	76500	1242	.078528	2021
"RUS"	365	1867	18558	628	289	1203	79900	1344	.0761105	2021
"RUS"	365	1868	20589	673	325	977	81900	1454	.0821918	2021
"RUS"	365	1869	22055	706	330	1403	83400	1574	.0885286	2021
"RUS"	365	1870	19893	738	359	1545	84500	1703	.0812532	2021
"RUS"	365	1871	22409	765	359	2038	85400	1843	.0803042	2021
"RUS"	365	1872	25124	826	400	2162	86600	1995	.0982709	2021
"RUS"	365	1873	26407	826	380	2033	87900	2159	.0969752	2021
"RUS"	365	1874	26287	830	379	2337	89900	2273	.0986052	2021
"RUS"	365	1875	26943	835	428	2741	90200	2394	.09965	2021
"RUS"	365	1876	34424	859	443	3298	91400	2521	.1015464	2021
"RUS"	365	1877	77022	840	400	3281	92200	2655	.1318926	2021
"RUS"	365	1878	59952	1213	418	4321	93000	2796	.1307014	2021
"RUS"	365	1879	32091	843	433	4386	95300	2944	.1036211	2021
"RUS"	365	1880	30408	909	449	5222	97700	3101	.1044881	2021
"RUS"	365	1881	30187	908	471	5291	100000	3265	.1014094	2021
"RUS"	365	1882	27617	908	479	5530	102400	3439	.0984366	2021
"RUS"	365	1883	22196	803	482	6183	104700	3539	.092882	2021
"RUS"	365	1884	22500	803	510	5691	106700	3643	.091821	2021
"RUS"	365	1885	25140	803	528	5870	108800	3750	.0940839	2021
"RUS"	365	1886	24932	820	531	6115	110900	3860	.094627	2021
"RUS"	365	1887	23279	837	613	5631	113100	3973	.0924203	2021
"RUS"	365	1888	21482	900	667	6123	115300	4090	.0902704	2021
"RUS"	365	1889	27233	843	741	7232	116600	4210	.0936677	2021
"RUS"	365	1890	30191	844	928	6622	117800	4333	.0950777	2021
"RUS"	365	1891	34531	871	1005	6678	119000	4461	.1007147	2021
"RUS"	365	1892	30053	896	1073	7227	120200	4592	.0982507	2021
"RUS"	365	1893	32131	890	1150	8196	121500	4907	.1002619	2021
"RUS"	365	1894	35039	921	1333	9807	122700	5244	.1043381	2021
"RUS"	365	1895	36019	928	1455	19693	123900	5604	.1072184	2021
"RUS"	365	1896	36679	928	1624	20385	125100	5989	.1087826	2021
"RUS"	365	1897	39486	928	1883	23095	126400	6401	.107471	2021
"RUS"	365	1898	38697	928	2244	25991	128400	6488	.1027874	2021
"RUS"	365	1899	43240	938	2713	29782	130300	6576	.1075043	2021
"RUS"	365	1900	43104	1142	2216	33930	132900	6666	.1092385	2021
"RUS"	365	1901	44270	1142	2228	35093	134800	6990	.109645	2021
"RUS"	365	1902	46085	1160	2184	34262	136600	7331	.1099672	2021
"RUS"	365	1903	48301	1160	2434	34714	139100	7689	.1126338	2021
"RUS"	365	1904	50305	1160	2766	37584	141600	8064	.113226	2021
"RUS"	365	1905	170006	2365	2266	33355	143900	8457	.1631346	2021
"RUS"	365	1906	90733	1236	2496	37868	146400	8869	.1243447	2021
"RUS"	365	1907	68797	1234	2671	43050	149100	9301	.1194668	2021
"RUS"	365	1908	58887	1381	2698	44039	152500	9755	.1208453	2021
"RUS"	365	1909	60029	1434	2940	46030	157100	10230	.1190183	2021
"RUS"	365	1910	62099	1380	3314	45029	160700	10729	.1183962	2021
"RUS"	365	1911	64291	1427	3949	47486	163900	11253	.1200893	2021
"RUS"	365	1912	73512	1434	4503	50459	167900	11801	.1240176	2021
"RUS"	365	1913	85391	1286	4918	48974	170900	12376	.1161384	2021
"RUS"	365	1914	857000	1321	4466	48412	175100	10479	.1108046	2021
"RUS"	365	1915	4524000	5500	4120	44769	178900	8943	.1233368	2021
"RUS"	365	1916	4343000	10900	4276	48692	181500	7548	.1450809	2021
"RUS"	365	1917	4040000	9050	3080	43283	184600	6471	.117214	2021
"RUS"	365	1918	258741	-9	402	18041	143450	4983	.0373969	2021
"RUS"	365	1919	1417699	1550	199	14673	142265	3566	.0630602	2021
"RUS"	365	1920	1183426	3050	194	13063	139675	4031	.1032007	2021
"RUS"	365	1921	1337524	5500	220	13925	136876	4556	.1485141	2021
"RUS"	365	1922	1646534	3600	318	17330	136508	5150	.1443791	2021
"RUS"	365	1923	885597	2100	615	19347	136102	5821	.1047536	2021
"RUS"	365	1924	835358	562	993	23377	137674	6579	.0841078	2021
"RUS"	365	1925	1447885	562	1868	24586	140619	7436	.1016978	2021
"RUS"	365	1926	1724660	562	2911	34921	143760	8405	.1150356	2021
"RUS"	365	1927	2044459	562	3592	43418	147135	9500	.1187811	2021
"RUS"	365	1928	2372196	562	4251	47018	150004	10737	.1251388	2021
"RUS"	365	1929	2798721	562	4854	51515	152774	12136	.1337485	2021
"RUS"	365	1930	3519631	562	5761	65088	154919	13716	.149209	2021
"RUS"	365	1931	3509380	562	5620	78568	156701	15503	.1581092	2021
"RUS"	365	1932	2228018	562	5927	83223	158094	17523	.1525101	2021
"RUS"	365	1933	2363450	885	6889	96142	158168	19806	.1575746	2021
"RUS"	365	1934	3479651	940	9693	117627	159156	22385	.1645236	2021
"RUS"	365	1935	5517537	1300	12588	134681	160049	25301	.1795876	2021
"RUS"	365	1936	2933657	1300	16400	154026	161272	28597	.1481709	2021
"RUS"	365	1937	3446172	1433	17730	159512	163388	32322	.1478615	2021
"RUS"	365	1938	5429984	1566	18057	169211	166859	36532	.1643592	2021
"RUS"	365	1939	5984123	1789	17564	181115	170315	35124	.1381359	2021
"RUS"	365	1940	6145214	4200	18317	201846	194077	33978	.1373449	2021
"RUS"	365	1941	6884227	4207	15584	147154	196659	32546	.1243385	2021
"RUS"	365	1942	7324156	4932	15147	139598	193800	31963	.1129192	2021
"RUS"	365	1943	7978497	5112	14834	132560	188100	30174	.102841	2021
"RUS"	365	1944	8094563	6100	14236	125749	182500	29862	.0976179	2021
"RUS"	365	1945	8589076	12500	12252	151257	177300	29189	.1182072	2021
"RUS"	365	1946	8764724	2500	13346	179782	174000	28110	.1225411	2021
"RUS"	365	1947	11583011	2700	14534	206587	173600	29346	.1452174	2021
"RUS"	365	1948	13157894	2900	18639	232947	178000	30636	.1639996	2021
"RUS"	365	1949	13964622	3600	23291	264543	175000	31982	.1679179	2021
"RUS"	365	1950	15510433	4300	27329	273968	180075	33388	.1805985	2021
"RUS"	365	1951	20126000	5000	31350	297152	183190	34855	.1731629	2021
"RUS"	365	1952	21900448	5800	34492	317908	186377	36387	.1701986	2021
"RUS"	365	1953	25527632	5800	38128	337873	189490	37987	.1731209	2021
"RUS"	365	1954	28064976	5800	41434	372065	192709	39656	.1845277	2021
"RUS"	365	1955	29542096	5800	45272	423077	196159	41400	.1791656	2021
"RUS"	365	1956	26749408	5100	48698	467891	199658	42711	.1701965	2021
"RUS"	365	1957	27624304	4500	51176	518622	203169	45119	.1672666	2021
"RUS"	365	1958	30241936	3900	54920	559868	206775	47102	.1709534	2021
"RUS"	365	1959	34498608	3600	59971	596500	210498	49172	.1712012	2021
"RUS"	365	1960	36960032	3600	65294	629705	214329	51252	.17179	2021
"RUS"	365	1961	43662960	3000	70756	660194	218145	53420	.173759	2021
"RUS"	365	1962	49976192	3000	78307	702972	221730	55680	.1763372	2021
"RUS"	365	1963	47000000	3110	80231	762749	225063	58035	.17128	2021
"RUS"	365	1964	47000000	3110	85038	816976	228149	60490	.1674936	2021
"RUS"	365	1965	46000000	2780	91021	872487	230936	63050	.164547	2021
"RUS"	365	1966	48000000	3800	96907	926754	233533	65717	.1663164	2021
"RUS"	365	1967	52000000	3900	102224	975330	235994	68496	.1667414	2021
"RUS"	365	1968	62622000	4100	106537	1117111	238316	71395	.1710036	2021
"RUS"	365	1969	68053000	4200	110330	1170302	240554	74480	.1703317	2021
"RUS"	365	1970	77200000	4300	116000	1201525	242767	75424	.1714348	2021
"RUS"	365	1971	82700000	3900	121000	1275368	245110	77675	.172277	2021
"RUS"	365	1972	88900000	4000	126000	1343439	247501	80004	.1708357	2021
"RUS"	365	1973	96410000	4000	131000	1411644	249802	83806	.1674098	2021
"RUS"	365	1974	109000000	4100	136000	1484943	252131	85319	.1678685	2021
"RUS"	365	1975	128000000	4100	141000	1563507	254469	86831	.1745982	2021
"RUS"	365	1976	138000000	4200	145000	1630081	256760	94647	.1760274	2021
"RUS"	365	1977	149000000	3900	147000	1689825	259029	95626	.1735535	2021
"RUS"	365	1978	163000000	3900	151000	1766924	261253	97367	.1708518	2021
"RUS"	365	1979	180000000	3900	149000	1801221	263404	98267	.1673254	2021
"RUS"	365	1980	201000000	3900	148000	1889798	265484	100807	.1686928	2021
"RUS"	365	1981	221000000	3900	148000	1875977	267622	102370	.1694936	2021
"RUS"	365	1982	237000000	3900	147000	1934992	269901	105020	.1714917	2021
"RUS"	365	1983	250000000	3900	153000	1980186	272368	107452	.1721749	2021
"RUS"	365	1984	264000000	3900	154000	2013912	274874	109611	.1698022	2021
"RUS"	365	1985	275000000	3900	155000	2162292	277334	112227	.1756503	2021
"RUS"	365	1986	287600000	3900	161000	2175553	280016	114802	.1745372	2021
"RUS"	365	1987	303000000	3900	162000	2316438	282830	117457	.1731806	2021
"RUS"	365	1988	317900000	3900	163000	2371553	285419	115503	.1706564	2021
"RUS"	365	1989	119440000	3700	160000	2336162	287630	113549	.1368203	2021
"RUS"	365	1990	128790000	3400	154000	2228623	281344	111594	.1295321	2021
"RUS"	365	1991	133700000	3000	73000	2153318	148245	62371	.1032651	2021
"RUS"	365	1992	47220000	1900	62000	1328991	148310	62371	.0672576	2021
"RUS"	365	1993	29120000	1500	54000	1249676	148146	67957	.0579967	2021
"RUS"	365	1994	96693000	1400	48812	1114603	147968	66648	.0670548	2021
"RUS"	365	1995	82000000	1400	51589	1079611	147774	66598	.0629142	2021
"RUS"	365	1996	73990000	1300	49253	1081235	147739	66982	.0592046	2021
"RUS"	365	1997	64000000	1300	48502	1041076	147105	67365	.0560038	2021
"RUS"	365	1998	57107000	1000	43822	1011804	147434	66800	.0512574	2021
"RUS"	365	1999	56800000	900	51510	1034481	147196	66234	.0514767	2021
"RUS"	365	2000	52000000	1004	59136	1056740	146934	66484	.0514741	2021
"RUS"	365	2001	63684000	977	58970	1072009	145976	66734	.053512	2021
"RUS"	365	2002	50800000	988	59777	1083957	145521	50475	.0495595	2021
"RUS"	365	2003	65200000	961	61450	1119895	144880	50680	.049655	2021
"RUS"	365	2004	61500000	999	65583	1131021	144331	50920	.0476312	2021
"RUS"	365	2005	18768000	1037	66146	1155463	143933	51163	.0407234	2021
"RUS"	365	2006	24577000	1027	70830	1196170	143715	51410	.0410707	2021
"RUS"	365	2007	32215000	1027	72387	1210969	143652	51661	.0410692	2021
"RUS"	365	2008	40484000	1027	68510	1240975	143677	52216	.0408751	2021
"RUS"	365	2009	38293000	1027	60011	1171911	143690	52777	.039313	2021
"RUS"	365	2010	41944000	1027	66942	1259488	143618	53043	.0390906	2021
"RUS"	365	2011	51594000	1046	68852	1297289	143438	53312	.0398482	2021
"RUS"	365	2012	58765000	956	70209	1327053	143170	53585	.0396311	2021
"RUS"	365	2013	68163000	845	69008	1317036	143597	55136	.0390271	2021
"RUS"	365	2014	70048000	845	71461	1335859	143761	55623	.0391917	2021
"RUS"	365	2015	51605000	771	70898	1305577	143888	56118	.0367569	2021
"RUS"	365	2016	46626000	798	70453	1322198	143965	56926	.0364728	2021
"EST"	366	1918	3541	16	0	1657	1103	127	.0006528	2021
"EST"	366	1919	3984	16	0	1568	1105	127	.0008131	2021
"EST"	366	1920	4395	16	0	1484	1107	128	.0008608	2021
"EST"	366	1921	5392	16	0	1404	1109	128	.0009138	2021
"EST"	366	1922	4749	16	0	1309	1111	129	.0009193	2021
"EST"	366	1923	4074	21	0	966	1112	129	.0010149	2021
"EST"	366	1924	3693	21	0	872	1114	130	.0011411	2021
"EST"	366	1925	4945	19	0	865	1115	130	.0011001	2021
"EST"	366	1926	5104	18	0	854	1117	130	.0010706	2021
"EST"	366	1927	5044	19	0	1060	1117	131	.0010846	2021
"EST"	366	1928	5192	16	0	1074	1117	131	.0009744	2021
"EST"	366	1929	4913	15	0	1229	1117	132	.0009349	2021
"EST"	366	1930	4958	14	0	929	1117	132	.0008667	2021
"EST"	366	1931	4379	14	0	886	1117	133	.0008571	2021
"EST"	366	1932	3457	12	0	671	1120	134	.0007819	2021
"EST"	366	1933	3471	12	0	658	1123	136	.000741	2021
"EST"	366	1934	4766	12	0	675	1126	138	.0007128	2021
"EST"	366	1935	4106	12	0	683	1129	140	.000609	2021
"EST"	366	1936	5370	12	0	735	1132	143	.0006292	2021
"EST"	366	1937	5825	12	0	857	1135	145	.0006107	2021
"EST"	366	1938	5928	12	0	894	1138	148	.0006111	2021
"EST"	366	1939	5123	15	0	768	1141	175	.0005647	2021
"EST"	366	1940	4832	18	0	660	1144	214	.0004908	2021
"EST"	366	1991	-9	-9	3	-9	1566	592	.0002574	2021
"EST"	366	1992	37300	3	3	2691	1544	576	.0001863	2021
"EST"	366	1993	77000	5	3	1906	1517	560	.0001915	2021
"EST"	366	1994	19900	4	3	2302	1499	544	.0001697	2021
"EST"	366	1995	75800	6	2	2452	1484	536	.0001916	2021
"EST"	366	1996	110000	6	3	2979	1469	527	.0001993	2021
"EST"	366	1997	65000	7	3	2945	1455	519	.0001935	2021
"EST"	366	1998	61000	7	2	2724	1429	515	.0001881	2021
"EST"	366	1999	71000	7	1	2652	1412	510	.0001847	2021
"EST"	366	2000	78000	5	1	2774	1396	506	.0001678	2021
"EST"	366	2001	92000	4	1	2946	1364	501	.0001633	2021
"EST"	366	2002	99000	6	0	2713	1348	399	.0001747	2021
"EST"	366	2003	172000	6	0	2797	1339	398	.0001821	2021
"EST"	366	2004	172000	5	0	3019	1332	398	.0001708	2021
"EST"	366	2005	205000	5	0	3006	1325	397	.0001739	2021
"EST"	366	2006	238000	5	0	2973	1319	397	.0001743	2021
"EST"	366	2007	344000	4	0	3171	1313	396	.0001764	2021
"EST"	366	2008	450000	4	0	3230	1308	395	.000182	2021
"EST"	366	2009	350000	5	0	2740	1303	395	.0001711	2021
"EST"	366	2010	330000	5	0	3017	1299	394	.0001664	2021
"EST"	366	2011	390000	6	0	2817	1294	394	.0001765	2021
"EST"	366	2012	437000	6	0	2937	1291	393	.0001807	2021
"EST"	366	2013	480000	6	0	2962	1322	403	.0001857	2021
"EST"	366	2014	520000	6	0	2788	1318	410	.0001866	2021
"EST"	366	2015	449000	6	0	2685	1315	416	.0001804	2021
"EST"	366	2016	503000	6	0	2977	1312	423	.0001886	2021
"LAT"	367	1918	4419	19	0	2398	1596	248	.0010184	2021
"LAT"	367	1919	3984	20	0	2312	1629	279	.0012747	2021
"LAT"	367	1920	3380	20	0	2229	1663	302	.0013065	2021
"LAT"	367	1921	3784	20	0	2150	1698	309	.0013571	2021
"LAT"	367	1922	4110	19	0	2042	1734	316	.00138	2021
"LAT"	367	1923	5504	20	0	1537	1770	323	.0014485	2021
"LAT"	367	1924	6672	20	0	1412	1807	330	.0016562	2021
"LAT"	367	1925	7230	19	0	1432	1845	338	.0015985	2021
"LAT"	367	1926	8778	20	0	1421	1858	345	.0016755	2021
"LAT"	367	1927	7816	20	0	1774	1870	353	.0016253	2021
"LAT"	367	1928	7508	20	0	1810	1883	361	.0015589	2021
"LAT"	367	1929	7797	20	0	2081	1891	369	.0015649	2021
"LAT"	367	1930	7488	21	0	1581	1900	378	.0015238	2021
"LAT"	367	1931	6311	24	0	1516	1910	379	.0015843	2021
"LAT"	367	1932	5230	24	0	1151	1920	380	.0015539	2021
"LAT"	367	1933	5308	25	1	1130	1930	382	.0015038	2021
"LAT"	367	1934	8782	26	2	1163	1940	383	.001502	2021
"LAT"	367	1935	9936	26	2	1180	1950	385	.0013211	2021
"LAT"	367	1936	10610	26	2	1273	1960	386	.0013281	2021
"LAT"	367	1937	7978	26	3	1487	1970	387	.0012422	2021
"LAT"	367	1938	9088	26	2	1555	1980	389	.0012606	2021
"LAT"	367	1939	8432	29	2	1339	1990	391	.0010905	2021
"LAT"	367	1940	7984	34	2	1153	2000	392	.0008913	2021
"LAT"	367	1991	-9	-9	374	-9	2662	1151	.0006442	2021
"LAT"	367	1992	39800	5	246	5471	2632	1139	.0003996	2021
"LAT"	367	1993	46100	5	300	4382	2586	1117	.0003845	2021
"LAT"	367	1994	51000	6	332	3707	2548	1071	.0003757	2021
"LAT"	367	1995	121000	7	279	3958	2516	1055	.0003754	2021
"LAT"	367	1996	139000	7	293	3807	2491	1059	.0003715	2021
"LAT"	367	1997	156000	5	465	3892	2474	928	.0003738	2021
"LAT"	367	1998	40000	5	472	3838	2424	917	.0003482	2021
"LAT"	367	1999	58000	5	482	3900	2389	907	.0003458	2021
"LAT"	367	2000	71000	5	498	3913	2357	887	.0003363	2021
"LAT"	367	2001	85000	6	515	4450	2355	866	.0003537	2021
"LAT"	367	2002	113000	6	520	4458	2317	741	.0003538	2021
"LAT"	367	2003	194000	5	520	4665	2288	731	.0003452	2021
"LAT"	367	2004	179000	5	662	4738	2258	721	.000349	2021
"LAT"	367	2005	204000	5	688	4833	2228	712	.0003449	2021
"LAT"	367	2006	318000	5	690	4998	2197	702	.0003476	2021
"LAT"	367	2007	453000	5	696	4937	2167	692	.0003498	2021
"LAT"	367	2008	542000	6	635	4806	2138	683	.0003484	2021
"LAT"	367	2009	316000	5	692	4760	2112	674	.0003226	2021
"LAT"	367	2010	257000	6	655	4966	2091	665	.000301	2021
"LAT"	367	2011	297000	6	568	4719	2073	656	.0002846	2021
"LAT"	367	2012	256000	5	805	4818	2060	647	.0002925	2021
"LAT"	367	2013	249000	5	198	4774	2041	652	.0002223	2021
"LAT"	367	2014	-9	5	0	4643	2016	649	.0002058	2021
"LAT"	367	2015	266000	5	0	4521	1993	646	.0001979	2021
"LAT"	367	2016	411000	5	0	4596	1971	643	.0002127	2021
"LIT"	368	1918	6541	42	0	3048	2029	0	.000906	2021
"LIT"	368	1919	5974	50	0	2913	2053	0	.0013949	2021
"LIT"	368	1920	5512	50	0	2785	2078	0	.0014884	2021
"LIT"	368	1921	4941	50	0	2663	2103	0	.0015188	2021
"LIT"	368	1922	5181	30	0	2507	2128	0	.0012842	2021
"LIT"	368	1923	6469	30	0	1870	2154	0	.0013524	2021
"LIT"	368	1924	4423	30	0	1706	2180	0	.001475	2021
"LIT"	368	1925	4895	30	0	1712	2206	0	.0014649	2021
"LIT"	368	1926	4451	21	0	1707	2232	0	.0012017	2021
"LIT"	368	1927	3956	21	0	2144	2259	0	.0011977	2021
"LIT"	368	1928	4900	18	0	2197	2286	0	.0011375	2021
"LIT"	368	1929	4940	15	0	2545	2313	0	.0010656	2021
"LIT"	368	1930	5590	20	0	1947	2340	0	.0011659	2021
"LIT"	368	1931	5560	18	0	1878	2367	0	.001126	2021
"LIT"	368	1932	4640	20	0	1435	2395	100	.0012515	2021
"LIT"	368	1933	4900	20	0	1419	2423	102	.0011963	2021
"LIT"	368	1934	7834	19	0	1470	2451	103	.0011519	2021
"LIT"	368	1935	11037	23	0	1498	2475	105	.0011286	2021
"LIT"	368	1936	12783	21	0	1623	2500	107	.0011244	2021
"LIT"	368	1937	13691	23	0	1906	2525	108	.0011294	2021
"LIT"	368	1938	14399	23	0	2003	2550	110	.0011315	2021
"LIT"	368	1939	11230	27	0	1824	2710	111	.0009828	2021
"LIT"	368	1940	9841	33	0	1660	2879	113	.0008149	2021
"LIT"	368	1991	-9	-9	3	-9	3742	1621	.0006682	2021
"LIT"	368	1992	55200	10	3	12611	3742	1619	.0005681	2021
"LIT"	368	1993	73200	10	2	12468	3730	1602	.0005522	2021
"LIT"	368	1994	64000	10	1	10499	3721	1572	.0005082	2021
"LIT"	368	1995	115000	12	1	9863	3715	1542	.0005093	2021
"LIT"	368	1996	128000	12	1	11010	3710	1512	.0005088	2021
"LIT"	368	1997	135000	12	1	12356	3706	1482	.000514	2021
"LIT"	368	1998	139000	12	1	13993	3694	1479	.0005301	2021
"LIT"	368	1999	107000	12	1	11216	3682	1475	.0004798	2021
"LIT"	368	2000	199000	13	1	12096	3670	1421	.0004998	2021
"LIT"	368	2001	211000	12	1	14782	3481	1367	.0005143	2021
"LIT"	368	2002	248000	14	0	14983	3421	540	.0004705	2021
"LIT"	368	2003	337000	13	0	16289	3378	538	.0004731	2021
"LIT"	368	2004	310000	13	0	18449	3333	536	.0004747	2021
"LIT"	368	2005	305000	14	0	19529	3287	535	.0004846	2021
"LIT"	368	2006	353000	14	0	18019	3239	533	.000466	2021
"LIT"	368	2007	447000	12	0	14288	3190	531	.0004169	2021
"LIT"	368	2008	547000	9	0	20350	3143	529	.0004421	2021
"LIT"	368	2009	402000	9	0	18491	3102	527	.0004048	2021
"LIT"	368	2010	458000	9	0	19771	3068	526	.0004057	2021
"LIT"	368	2011	351000	11	0	20215	3044	524	.0004059	2021
"LIT"	368	2012	329000	11	0	19562	3028	522	.0003913	2021
"LIT"	368	2013	355000	12	0	19560	2997	528	.0003984	2021
"LIT"	368	2014	436000	12	0	17320	2962	530	.0003852	2021
"LIT"	368	2015	474000	11	0	19154	2932	531	.0003955	2021
"LIT"	368	2016	642000	16	0	19732	2908	533	.0004597	2021
"UKR"	369	1991	4530000	-9	45000	-9	52000	19913	.0231637	2021
"UKR"	369	1992	5300000	438	42000	359634	52150	20308	.0227496	2021
"UKR"	369	1993	1445000	510	33000	311262	52179	20222	.0194421	2021
"UKR"	369	1994	1098000	495	24081	260587	51921	20136	.0164087	2021
"UKR"	369	1995	1005000	476	22309	255176	51277	20049	.0154212	2021
"UKR"	369	1996	1286000	476	22332	245634	51094	19963	.0152	2021
"UKR"	369	1997	1324000	450	25629	210765	50698	18989	.0147734	2021
