stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version
HUN,310,1979,2014800,121,3908,45637,10698,3127,.0039235731,2021
HUN,310,1980,2618459,120,3764,44913,10707,3130,.003966176,2021
HUN,310,1981,2893015,119,3643,45411,10700,3151,.0039416617,2021
HUN,310,1982,3084079,119,3702,45796,10683,3169,.0039987848,2021
HUN,310,1983,3134502,118,3616,46899,10656,3176,.0039070984,2021
HUN,310,1984,2136477,118,3750,47550,10619,3288,.0036156131,2021
HUN,310,1985,1548973,117,3646,44722,10579,3306,.0033876817,2021
HUN,310,1986,2400000,116,3713,45236,10534,3330,.003513597,2021
HUN,310,1987,2369000,116,3621,45202,10486,3352,.0033886193,2021
HUN,310,1988,975000,117,3583,44316,10443,3373,.0030206395,2021
HUN,310,1989,1810000,109,3220,43184,10398,3299,.0030641134,2021
HUN,310,1990,1450000,94,2730,40251,10365,3225,.0026707046,2021
HUN,310,1991,1240000,87,1900,38895,10346,3230,.0024931401,2021
HUN,310,1992,816800,78,1541,36111,10324,3207,.0022611481,2021
HUN,310,1993,702200,65,1752,37472,10294,3185,.0021880721,2021
HUN,310,1994,770000,60,1938,36260,10261,3162,.002154392,2021
HUN,310,1995,613000,60,1861,38642,10229,3094,.0020825011,2021
HUN,310,1996,713000,50,1872,39637,10193,3066,.0020091541,2021
HUN,310,1997,666000,50,1690,39059,10153,3032,.0019093285,2021
HUN,310,1998,673000,43,1816,39091,10116,3001,.0018888535,2021
HUN,310,1999,768000,51,1813,39588,10076,2970,.0019386865,2021
HUN,310,2000,805000,44,1871,38267,10036,2947,.0018279748,2021
HUN,310,2001,909000,34,1956,39917,10188,2924,.001807159,2021
HUN,310,2002,1088000,33,2053,38646,10169,1769,.0017269888,2021
HUN,310,2003,1403000,33,1989,41280,10142,1765,.0017142777,2021
HUN,310,2004,1531000,33,1952,40758,10118,1760,.0016454933,2021
HUN,310,2005,1601000,32,1958,41951,10096,1756,.0016228427,2021
HUN,310,2006,1413000,32,2084,41252,10077,1752,.0015491291,2021
HUN,310,2007,1530000,32,2227,40475,10061,1747,.001522003,2021
HUN,310,2008,1869000,32,2097,39919,10046,1743,.001499439,2021
HUN,310,2009,1476000,25,1403,35922,10031,1739,.0012760331,2021
HUN,310,2010,1348000,29,1678,38813,10015,1734,.0012883099,2021
HUN,310,2011,1330000,30,1746,38599,9996,1730,.0012702576,2021
HUN,310,2012,1323000,23,1542,36334,9976,1726,.001151773,2021
HUN,310,2013,1100000,27,883,34946,9842,1737,.0010619148,2021
HUN,310,2014,1004000,27,1152,34090,9813,1741,.0010598792,2021
HUN,310,2015,879000,27,1675,35118,9784,1746,.001111718,2021
HUN,310,2016,996000,27,1274,35999,9753,1750,.0010860977,2021
CZE,315,1918,19847,150,694,21780,13204,904,.0082969321,2021
CZE,315,1919,21741,150,786,20823,13398,929,.01059422,2021
CZE,315,1920,23351,150,973,20579,13530,969,.010699328,2021
CZE,315,1921,27478,150,918,19868,13664,1012,.012391515,2021
CZE,315,1922,34809,150,721,17919,13796,1056,.01101692,2021
CZE,315,1923,66784,150,1180,18752,13935,1102,.013396276,2021
CZE,315,1924,64249,150,1350,23871,14074,1150,.015789362,2021
CZE,315,1925,59127,125,1475,21312,14197,1200,.013956031,2021
CZE,315,1926,48949,120,1345,21210,14312,1253,.013144182,2021
CZE,315,1927,52114,127,1689,22601,14409,1307,.013534748,2021
CZE,315,1928,53620,130,1973,24701,14500,1365,.013846901,2021
CZE,315,1929,53043,130,2193,27496,14589,1384,.013851803,2021
CZE,315,1930,50335,130,1817,24374,14682,1417,.013637611,2021
CZE,315,1931,52226,129,1514,22932,14786,1452,.014280181,2021
CZE,315,1932,47952,118,672,20010,14886,1469,.012639793,2021
CZE,315,1933,45995,122,734,18456,14977,1510,.011584866,2021
CZE,315,1934,83542,118,940,18482,15057,1554,.011605155,2021
CZE,315,1935,67319,117,1178,18960,15127,1596,.010219913,2021
CZE,315,1936,83040,163,1538,20587,15187,1603,.01145352,2021
CZE,315,1937,156591,163,2301,25042,15250,1619,.012969039,2021
CZE,315,1938,201459,163,1800,27589,14600,1623,.013047683,2021
CZE,315,1939,268742,163,2421,30745,14680,1636,.012163654,2021
CZE,315,1945,305677,250,993,21491,14150,1641,.0068648243,2021
CZE,315,1946,379912,250,1677,26595,12920,1657,.011035377,2021
CZE,315,1947,466921,250,2286,30378,12160,1666,.012043812,2021
CZE,315,1948,537758,250,2621,31659,12339,1684,.012601429,2021
CZE,315,1949,618566,250,2806,34532,12339,1703,.012612962,2021
CZE,315,1950,726940,250,3122,30956,12389,1722,.012465068,2021
CZE,315,1951,893010,250,3455,32902,12532,1741,.011553113,2021
CZE,315,1952,821650,250,3754,35130,12683,1761,.010937763,2021
CZE,315,1953,764401,250,4366,36480,12820,1781,.010800662,2021
CZE,315,1954,717597,250,4270,39052,12952,1802,.010871126,2021
CZE,315,1955,825411,250,4474,40506,13093,1822,.0099774776,2021
CZE,315,1956,917982,250,4882,43987,13229,1843,.010273449,2021
CZE,315,1957,967198,250,5166,46643,13358,1865,.010396131,2021
CZE,315,1958,961195,250,5509,51136,13474,1918,.010942933,2021
CZE,315,1959,968001,303,6136,51304,13565,1931,.011091102,2021
CZE,315,1960,1003203,303,6768,54574,13654,1944,.010995697,2021
CZE,315,1961,1111500,310,7043,59156,13780,1958,.011334441,2021
CZE,315,1962,1275300,305,7639,63408,13860,1971,.011406307,2021
CZE,315,1963,1266994,301,7600,67140,13952,1985,.010946894,2021
CZE,315,1964,1205602,301,8377,69928,14058,1999,.010634249,2021
CZE,315,1965,1184626,267,8599,69061,14159,2048,.010133322,2021
CZE,315,1966,1300925,259,9124,69605,14240,2098,.0097609134,2021
CZE,315,1967,1510973,259,10002,69506,14305,2172,.0098640714,2021
CZE,315,1968,1740938,250,10555,75908,14361,2202,.0096778441,2021
CZE,315,1969,1997507,210,10802,81288,14415,2256,.0092760036,2021
CZE,315,1970,2178178,222,11480,84385,14334,2310,.0092771789,2021
CZE,315,1971,2580700,222,12064,89393,14390,2331,.0097144349,2021
CZE,315,1972,2826300,221,12727,90937,14465,2329,.0095449015,2021
CZE,315,1973,3151000,223,13158,92173,14560,2369,.0092441142,2021
CZE,315,1974,3389700,218,13640,94287,14686,2379,.009130477,2021
CZE,315,1975,3778500,210,14323,98375,14802,2421,.0095648039,2021
CZE,315,1976,4017100,210,14693,102520,14918,2519,.0094656236,2021
CZE,315,1977,4203400,180,15064,106206,15030,2561,.0093088243,2021
CZE,315,1978,4686400,183,15294,110581,15137,2604,.0091486722,2021
CZE,315,1979,5039800,187,14817,109165,15237,2659,.0087682512,2021
CZE,315,1980,5332014,190,15225,113034,15311,2757,.0089429682,2021
CZE,315,1981,5949861,194,15270,110909,15320,2759,.0090174014,2021
CZE,315,1982,6800127,198,14992,110274,15369,2761,.0093291206,2021
CZE,315,1983,7157239,202,15204,110145,15414,2776,.0092564868,2021
CZE,315,1984,5052634,206,14831,113875,15458,2909,.0084349094,2021
CZE,315,1985,4849000,210,15036,112883,15499,2918,.0083813732,2021
CZE,315,1986,4730000,214,15112,114682,15534,3041,.0083281109,2021
CZE,315,1987,5420000,215,15416,114332,15572,3153,.0082992027,2021
CZE,315,1988,5360000,211,15380,112995,15607,3183,.0079233758,2021
CZE,315,1989,4600000,175,15468,112016,15638,3195,.0077113034,2021
CZE,315,1990,4320000,198,14880,104729,15661,3208,.0073487121,2021
CZE,315,1991,946400,154,12072,96458,15583,3193,.0060761091,2021
CZE,315,1992,954000,154,7349,-9,15731,3193,.0046325102,2021
CZR,316,1993,808500,107,6732,63591,10331,2517,.0038986907,2021
CZR,316,1994,770300,90,7085,61550,10336,2413,.0037806141,2021
CZR,316,1995,1120000,68,7184,62729,10331,2403,.0036447586,2021
CZR,316,1996,1176000,62,6509,65220,10315,2393,.0034556622,2021
CZR,316,1997,987000,55,6750,62952,10304,2383,.0032885391,2021
CZR,316,1998,1178000,56,6498,60654,10282,2387,.0032971785,2021
CZR,316,1999,1115000,54,5616,55974,10262,2172,.0029578479,2021
CZR,316,2000,1148000,58,6216,59893,10244,2160,.0030375076,2021
CZR,316,2001,1167000,54,6316,60997,10224,2147,.0030433498,2021
CZR,316,2002,1482000,49,6512,59465,10214,1559,.002957772,2021
CZR,316,2003,1906000,57,6783,60180,10204,1570,.0029929264,2021
CZR,316,2004,2030000,40,7033,58282,10208,1581,.0027320853,2021
CZR,316,2005,2216000,22,6189,61530,10231,1591,.0024223842,2021
CZR,316,2006,2408000,22,6862,62648,10275,1602,.0024337545,2021
CZR,316,2007,2669000,25,7059,61708,10338,1613,.0023949065,2021
CZR,316,2008,3165000,23,6387,61450,10412,1624,.0022965567,2021
CZR,316,2009,3127000,24,4594,56192,10486,1635,.0020672788,2021
CZR,316,2010,2659000,18,5180,60379,10554,1646,.0019361946,2021
CZR,316,2011,2513000,23,5583,57331,10611,1658,.0019174672,2021
CZR,316,2012,2120000,25,5072,56422,10660,1669,.0017981706,2021
CZR,316,2013,2179000,24,5171,55388,10594,1633,.001753969,2021
CZR,316,2014,2089000,24,5360,54538,10599,1640,.0017369965,2021
CZR,316,2015,1776000,21,5262,55015,10604,1647,.0016932515,2021
CZR,316,2016,1971000,22,5305,53577,10611,1655,.0017111049,2021
SLO,317,1993,348000,33,3922,26127,5325,676,.0017842916,2021
SLO,317,1994,315200,47,3948,25602,5347,683,.001863919,2021
SLO,317,1995,455000,47,3975,27347,5364,691,.0018809532,2021
SLO,317,1996,469000,46,3602,27743,5374,693,.0017895593,2021
SLO,317,1997,414000,44,3835,27440,5383,692,.0017580219,2021
SLO,317,1998,423000,37,3428,27146,5377,691,.0016441651,2021
SLO,317,1999,305000,36,3569,27107,5382,682,.0016174307,2021
SLO,317,2000,342000,39,3733,26848,5387,674,.0016088999,2021
SLO,317,2001,386000,45,3989,28124,5380,665,.0017391561,2021
SLO,317,2002,464000,26,4275,27499,5388,428,.0015729892,2021
SLO,317,2003,626000,22,4588,27712,5387,427,.0015415014,2021
SLO,317,2004,730000,21,4454,27105,5388,427,.0014301849,2021
SLO,317,2005,824000,20,4485,26967,5391,426,.0013796465,2021
SLO,317,2006,917000,20,5093,26705,5397,424,.0014009729,2021
SLO,317,2007,1352000,15,5089,26581,5406,421,.0013456346,2021
SLO,317,2008,1477000,17,4489,26390,5415,419,.0012744925,2021
SLO,317,2009,1350000,17,3747,24503,5425,416,.0011832104,2021
SLO,317,2010,1130000,17,4583,25083,5433,414,.0011691023,2021
SLO,317,2011,1062000,17,4236,25257,5440,411,.0010833387,2021
SLO,317,2012,1016000,16,4403,23846,5446,408,.0010569874,2021
SLO,317,2013,995000,16,4511,24536,5425,417,.001042141,2021
SLO,317,2014,1063000,16,4705,22264,5433,419,.0010401079,2021
SLO,317,2015,924000,16,4562,23570,5439,422,.0010389715,2021
SLO,317,2016,983000,16,4808,23271,5444,425,.0010660912,2021
ITA,325,1816,836,19,0,0,3760,0,.0069693732,2021
ITA,325,1817,859,39,0,0,3794,0,.0090775164,2021
ITA,325,1818,867,39,0,0,3830,0,.0095309969,2021
ITA,325,1819,893,39,0,0,3865,0,.0093102036,2021
ITA,325,1820,908,41,0,0,3901,0,.0092054997,2021
ITA,325,1821,931,43,10,0,3938,0,.010869882,2021
ITA,325,1822,967,56,10,0,3974,0,.011979829,2021
ITA,325,1823,983,19,10,0,4011,0,.0092126038,2021
ITA,325,1824,1004,27,10,0,4049,0,.0099204155,2021
ITA,325,1825,1024,27,10,0,4086,0,.010164818,2021
ITA,325,1826,1046,27,10,0,4124,0,.010473724,2021
ITA,325,1827,1067,27,10,0,4163,104,.012420513,2021
ITA,325,1828,1082,31,10,0,4201,112,.012856016,2021
ITA,325,1829,1109,31,10,0,4240,122,.012716059,2021
ITA,325,1830,1124,31,10,0,4280,131,.012334516,2021
ITA,325,1831,1468,31,10,0,4320,142,.01259157,2021
ITA,325,1832,1327,31,10,0,4360,153,.012531201,2021
ITA,325,1833,1238,31,10,0,4401,166,.012617742,2021
ITA,325,1834,1325,31,10,0,4449,179,.013353845,2021
ITA,325,1835,1247,38,10,1,4498,193,.013804441,2021
ITA,325,1836,1148,38,10,3,4548,209,.013258953,2021
ITA,325,1837,1138,38,10,5,4599,226,.013682416,2021
ITA,325,1838,1143,38,10,3,4650,226,.013390771,2021
ITA,325,1839,1171,35,20,14,4655,227,.013402776,2021
ITA,325,1840,1322,38,20,13,4660,228,.013284139,2021
ITA,325,1841,1228,35,20,24,4665,229,.012560867,2021
ITA,325,1842,1161,31,20,34,4670,230,.012118696,2021
ITA,325,1843,1129,28,20,36,4675,231,.011675111,2021
ITA,325,1844,1245,28,20,38,4681,232,.01177948,2021
ITA,325,1845,1241,28,20,51,4738,233,.011600398,2021
ITA,325,1846,1290,32,20,51,4797,234,.011094116,2021
ITA,325,1847,1270,36,20,48,4856,235,.011383209,2021
ITA,325,1848,3985,70,20,56,4916,237,.018390941,2021
ITA,325,1849,3646,70,20,61,4928,238,.017559942,2021
ITA,325,1850,1612,41,20,84,4940,239,.011952404,2021
ITA,325,1851,1538,55,20,88,4953,240,.012931786,2021
ITA,325,1852,1490,55,20,93,4966,241,.012285295,2021
ITA,325,1853,1444,51,20,109,4978,242,.011540403,2021
ITA,325,1854,1448,51,20,102,4991,243,.0095716938,2021
ITA,325,1855,2241,53,20,98,5003,244,.0097849537,2021
ITA,325,1856,2564,52,20,122,5016,245,.010030236,2021
ITA,325,1857,1665,51,20,136,5029,246,.010384034,2021
ITA,325,1858,1641,51,20,140,5042,247,.010522448,2021
ITA,325,1859,5716,53,20,193,5054,248,.01479145,2021
ITA,325,1860,10808,184,20,235,23927,249,.028627535,2021
ITA,325,1861,11509,201,27,240,24108,1589,.033831552,2021
ITA,325,1862,14639,185,29,446,24290,1599,.034035634,2021
ITA,325,1863,12828,275,24,390,24470,1608,.035056494,2021
ITA,325,1864,12750,365,21,557,24710,1618,.035745651,2021
ITA,325,1865,9102,209,17,468,24970,1628,.034381118,2021
ITA,325,1866,22345,233,20,541,25200,1639,.050006986,2021
ITA,325,1867,7084,394,22,543,25340,1774,.040646281,2021
ITA,325,1868,6786,294,18,660,25440,1792,.036712527,2021
ITA,325,1869,6746,204,20,723,25590,1811,.03374061,2021
ITA,325,1870,8053,174,20,1028,25860,1830,.031308502,2021
ITA,325,1871,6531,353,17,882,25950,2039,.035308041,2021
ITA,325,1872,7052,175,24,1127,26880,2074,.033640359,2021
ITA,325,1873,8055,161,29,1040,27050,2108,.033182494,2021
ITA,325,1874,7198,177,29,1124,27220,2143,.032856546,2021
ITA,325,1875,7677,179,28,1154,27380,2179,.033067279,2021
ITA,325,1876,8066,156,19,1547,27550,2216,.030690994,2021
ITA,325,1877,8933,152,16,1431,27710,2253,.030208644,2021
ITA,325,1878,8909,203,19,1422,27880,2290,.031478003,2021
ITA,325,1879,8073,167,12,1638,28040,2329,.03139193,2021
ITA,325,1880,8872,167,17,1851,28210,2368,.032166198,2021
ITA,325,1881,9633,167,28,2189,28380,2407,.032165471,2021
ITA,325,1882,10690,162,25,2327,28560,2448,.032406162,2021
ITA,325,1883,12290,163,24,2502,28770,2483,.034941461,2021
ITA,325,1884,12708,223,18,2771,28980,2518,.036618881,2021
ITA,325,1885,12898,226,16,3150,29190,2554,.036638048,2021
ITA,325,1886,13001,227,12,3090,29400,2591,.036632404,2021
ITA,325,1887,16384,230,12,3782,29610,2628,.039171334,2021
ITA,325,1888,21137,237,12,4093,29820,2666,.041048642,2021
ITA,325,1889,16296,256,13,4220,30040,2704,.03812699,2021
ITA,325,1890,15198,257,14,4576,30250,2743,.036450621,2021
ITA,325,1891,13827,265,12,4130,30460,2782,.035582643,2021
ITA,325,1892,13133,241,13,4088,30670,2822,.034046374,2021
ITA,325,1893,13174,264,8,3944,30880,2862,.034133889,2021
ITA,325,1894,11218,250,10,4915,31090,2903,.031884339,2021
ITA,325,1895,16677,229,9,4517,31300,2945,.034491409,2021
ITA,325,1896,13452,226,7,4314,31510,2987,.031737391,2021
ITA,325,1897,13849,247,8,4486,31720,3030,.030870173,2021
ITA,325,1898,13716,318,12,4659,31930,3073,.030992012,2021
ITA,325,1899,12506,264,19,5114,32140,3117,.028868014,2021
ITA,325,1900,14112,262,116,5237,32350,3162,.028164502,2021
ITA,325,1901,13573,262,129,5077,32530,3208,.027915481,2021
ITA,325,1902,13638,276,135,5652,32700,3277,.028455384,2021
ITA,325,1903,14385,270,187,5771,32830,3348,.028958663,2021
ITA,325,1904,14580,263,201,6143,33020,3420,.028060548,2021
ITA,325,1905,14844,266,270,6745,33190,3494,.025222303,2021
ITA,325,1906,15766,267,391,7984,33320,3570,.028322315,2021
ITA,325,1907,16452,219,430,8618,33510,3647,.027930573,2021
ITA,325,1908,18265,227,537,8849,33790,3726,.029404696,2021
ITA,325,1909,19573,251,662,9770,34120,3806,.029807327,2021
ITA,325,1910,22016,252,732,9820,34380,3888,.030566756,2021
ITA,325,1911,29379,291,736,10165,34680,3973,.033263136,2021
ITA,325,1912,38849,398,918,10690,35030,4058,.039231259,2021
ITA,325,1913,40379,288,934,11512,35420,4146,.033501688,2021
ITA,325,1914,87453,344,911,10508,35890,4097,.025674975,2021
ITA,325,1915,105871,3159,1009,9206,36390,4014,.033980358,2021
ITA,325,1916,164207,3159,1269,9132,36710,3963,.03445188,2021
ITA,325,1917,197412,3159,1332,6311,36660,3906,.032299984,2021
ITA,325,1918,228943,3159,933,7382,36280,4351,.033296362,2021
ITA,325,1919,273088,2000,732,7442,36070,4840,.04496327,2021
ITA,325,1920,305619,840,774,6956,36370,5001,.035323199,2021
ITA,325,1921,490890,290,700,8650,37974,5168,.035228934,2021
ITA,325,1922,384911,291,983,10058,38200,5340,.033509158,2021
ITA,325,1923,186033,311,1142,10524,38500,5518,.029086083,2021
ITA,325,1924,175163,380,1359,12677,38780,5701,.034937054,2021
ITA,325,1925,160126,299,1786,12227,39110,5891,.031109817,2021
ITA,325,1926,174453,317,1780,14185,39460,6088,.032194875,2021
ITA,325,1927,296251,318,1596,16136,39810,6290,.034717001,2021
ITA,325,1928,258203,317,1960,14858,40190,6500,.032499652,2021
ITA,325,1929,259732,315,2122,17036,40550,6717,.032135502,2021
ITA,325,1930,266243,333,1743,15485,40890,6940,.032103278,2021
ITA,325,1931,298244,314,1409,13505,41250,7172,.032886222,2021
ITA,325,1932,282783,354,1396,11166,41580,7289,.036739919,2021
ITA,325,1933,351603,363,1771,12035,41930,7409,.03721441,2021
ITA,325,1934,455733,362,1850,15445,42280,7530,.035118788,2021
ITA,325,1935,513379,1380,2209,17645,42630,7654,.051195353,2021
ITA,325,1936,1149686,343,2025,12086,42960,7780,.039337985,2021
ITA,325,1937,1235503,466,2087,17037,43270,7907,.038718957,2021
ITA,325,1938,746050,486,2323,16796,43600,8037,.031848751,2021
ITA,325,1939,669412,581,2283,16851,44020,8196,.027029654,2021
ITA,325,1940,606523,1634,2258,17366,44470,8304,.029523287,2021
ITA,325,1941,541238,-9,2063,15703,44830,8432,.020050535,2021
ITA,325,1942,493476,3750,1934,15057,45100,8574,.035217088,2021
ITA,325,1943,412981,1702,1727,3388,44830,8682,.021931492,2021
ITA,325,1944,342218,283,1026,2459,44940,8723,.013994579,2021
ITA,325,1945,305412,276,395,1882,45090,8799,.01277117,2021
ITA,325,1946,213807,260,1153,9268,45380,8885,.018289957,2021
ITA,325,1947,309848,280,1691,15293,45720,9007,.018207604,2021
ITA,325,1948,446073,310,2125,15555,46381,9130,.019262198,2021
ITA,325,1949,523478,330,2055,16965,46733,9252,.01856897,2021
ITA,325,1950,564799,235,2362,17468,47104,9374,.017447038,2021
ITA,325,1951,731199,320,3062,22123,47417,9559,.018105831,2021
ITA,325,1952,833599,325,3535,25835,47666,9812,.017691705,2021
ITA,325,1953,768000,330,3500,31551,47957,10064,.017313348,2021
ITA,325,1954,869022,315,4207,37314,48299,10317,.018190045,2021
ITA,325,1955,881741,318,5395,40846,48633,10569,.017580846,2021
ITA,325,1956,934624,320,5908,44882,48920,10822,.017790334,2021
ITA,325,1957,977647,321,6787,47552,49181,11164,.018172342,2021
ITA,325,1958,1035382,321,6271,51597,49475,11505,.018217111,2021
ITA,325,1959,1068909,321,6762,55818,48831,11847,.01783289,2021
ITA,325,1960,1144053,321,8229,63275,50200,12188,.018160017,2021
ITA,325,1961,1206895,470,9124,70634,50536,12530,.019967197,2021
ITA,325,1962,1387366,470,9490,81160,50879,12980,.020029061,2021
ITA,325,1963,1661000,515,10157,90736,51252,13145,.02051105,2021
ITA,325,1964,1796000,590,9793,102898,51675,13523,.020631894,2021
ITA,325,1965,1940000,460,12660,120220,52112,13922,.021055188,2021
ITA,325,1966,2148000,435,13639,138799,52519,14338,.02093651,2021
ITA,325,1967,2176000,430,15890,148683,52900,14754,.021303155,2021
ITA,325,1968,2249000,430,16963,175131,53236,15121,.021195831,2021
ITA,325,1969,2265000,435,16428,191194,53538,15279,.020471374,2021
ITA,325,1970,2497000,435,17277,210605,53822,15631,.020350998,2021
ITA,325,1971,2987434,435,17452,217358,54073,15799,.020585911,2021
ITA,325,1972,3707006,510,19815,225250,54381,15867,.021376513,2021
ITA,325,1973,4102916,548,20995,239635,54751,15935,.021250425,2021
ITA,325,1974,4385984,534,23803,230163,55111,16003,.021106226,2021
ITA,325,1975,4754538,459,21836,202207,55441,16071,.019877775,2021
ITA,325,1976,4335080,455,23446,218727,55718,16118,.019669609,2021
ITA,325,1977,5137184,475,23334,222351,55955,16145,.01978926,2021
ITA,325,1978,6246318,489,24283,231202,56155,16144,.019787565,2021
ITA,325,1979,7784705,490,24300,234560,56318,16144,.019592471,2021
ITA,325,1980,9577908,500,26501,209722,56434,16143,.02003083,2021
ITA,325,1981,8024579,505,24778,204956,56508,15874,.018916721,2021
ITA,325,1982,9089741,517,24009,196378,56639,15769,.019137098,2021
ITA,325,1983,9609477,498,21810,182997,56836,15712,.017938716,2021
ITA,325,1984,9353892,508,24110,188585,57005,15655,.017849229,2021
ITA,325,1985,8579000,504,23898,187901,57141,15494,.017414331,2021
ITA,325,1986,9760000,529,22882,197080,57246,15333,.017381884,2021
ITA,325,1987,13360000,504,22859,196630,57345,15171,.017383976,2021
ITA,325,1988,16130000,506,23760,200170,57441,15010,.017513033,2021
ITA,325,1989,16690000,506,25176,210774,57541,14849,.018577183,2021
ITA,325,1990,19580000,493,25452,225540,57661,14688,.018678904,2021
ITA,325,1991,19720000,473,25032,228250,56751,14527,.019335635,2021
ITA,325,1992,19890000,471,24744,229777,56859,14366,.019853465,2021
ITA,325,1993,20570000,450,25848,230789,57049,14204,.020142213,2021
ITA,325,1994,16100000,436,26151,227840,57204,14043,.018592991,2021
ITA,325,1995,19376000,435,27766,235879,57301,13882,.019298725,2021
ITA,325,1996,23947000,431,23910,239678,57380,13721,.019159529,2021
ITA,325,1997,22724000,419,25842,248383,57523,13560,.019078458,2021
ITA,325,1998,23943000,402,25714,265696,57369,13399,.01956244,2021
ITA,325,1999,22664000,391,24878,267759,57343,13237,.018796369,2021
ITA,325,2000,20488000,251,26759,277277,57298,13076,.017141322,2021
ITA,325,2001,20966000,230,26545,279035,56977,12915,.016923029,2021
ITA,325,2002,24422000,216,26066,280336,57501,22121,.01806831,2021
ITA,325,2003,30449000,200,27058,297161,57868,22222,.018147077,2021
ITA,325,2004,33921000,196,28604,307751,58267,22624,.017953653,2021
ITA,325,2005,33699000,192,29350,321036,58672,23028,.017796053,2021
ITA,325,2006,33289000,191,31624,317678,59078,23137,.017203579,2021
ITA,325,2007,37770000,191,31553,323391,59486,23247,.01697257,2021
ITA,325,2008,30934000,186,30590,315945,59874,23358,.015310513,2021
ITA,325,2009,30489000,293,19848,289396,60220,23470,.014608028,2021
ITA,325,2010,21908000,293,25750,301816,60509,24184,.013783914,2021
ITA,325,2011,30251000,185,28735,288493,60729,24303,.013636108,2021
ITA,325,2012,26496000,185,27252,281079,60885,24423,.012837442,2021
ITA,325,2013,25229000,181,24093,254413,59668,24924,.011908185,2021
ITA,325,2014,24274000,176,23714,235389,59586,25051,.01142465,2021
ITA,325,2015,21552000,176,22018,254923,59504,25179,.011250377,2021
ITA,325,2016,22309000,175,23373,253148,59430,25609,.011425128,2021
PAP,327,1816,-9,2,0,-9,2355,147,.008973591,2021
PAP,327,1817,-9,3,0,-9,2368,147,.008997377,2021
PAP,327,1818,-9,4,0,-9,2381,147,.0090423916,2021
PAP,327,1819,-9,5,0,-9,2395,146,.0089553017,2021
PAP,327,1820,-9,4,0,-9,2408,146,.0086237984,2021
PAP,327,1821,-9,2,0,-9,2421,146,.0082144709,2021
PAP,327,1822,-9,6,0,-9,2435,146,.0084306486,2021
PAP,327,1823,-9,9,0,-9,2462,146,.0087684449,2021
PAP,327,1824,-9,9,0,-9,2489,145,.0084818369,2021
PAP,327,1825,-9,9,0,-9,2516,145,.0083520934,2021
PAP,327,1826,-9,9,0,-9,2542,145,.0083595244,2021
PAP,327,1827,-9,10,0,-9,2568,145,.0081788143,2021
PAP,327,1828,-9,9,0,-9,2595,145,.0079568904,2021
PAP,327,1829,-9,9,0,-9,2622,145,.0078306682,2021
PAP,327,1830,-9,9,0,-9,2649,146,.0075769979,2021
PAP,327,1831,-9,9,0,-9,2676,147,.007410856,2021
PAP,327,1832,-9,11,0,-9,2704,148,.0076551777,2021
PAP,327,1833,-9,13,0,-9,2732,150,.0078147436,2021
PAP,327,1834,-9,15,0,-9,2750,151,.0080707073,2021
PAP,327,1835,-9,15,0,-9,2768,153,.0081111696,2021
PAP,327,1836,-9,15,0,-9,2786,155,.007782713,2021
PAP,327,1837,-9,18,0,-9,2804,157,.0083653405,2021
PAP,327,1838,-9,17,0,-9,2822,158,.0081178909,2021
PAP,327,1839,-9,15,0,-9,2840,159,.007698548,2021
PAP,327,1840,-9,15,0,-9,2858,160,.007574711,2021
PAP,327,1841,-9,15,0,-9,2875,161,.0074088285,2021
PAP,327,1842,-9,15,0,-9,2894,163,.0073183067,2021
PAP,327,1843,-9,15,0,-9,2912,164,.0072087599,2021
PAP,327,1844,-9,13,0,-9,2930,165,.0069784722,2021
PAP,327,1845,-9,11,0,-9,2944,166,.006780575,2021
PAP,327,1846,-9,9,0,-9,2957,168,.0064402539,2021
PAP,327,1847,-9,12,0,-9,2971,169,.0066627408,2021
PAP,327,1848,-9,13,0,-9,2985,170,.0066960091,2021
PAP,327,1849,-9,13,0,-9,2999,172,.0065551139,2021
PAP,327,1850,-9,14,0,-9,3013,173,.0065237596,2021
PAP,327,1851,-9,14,0,-9,3027,174,.0065901871,2021
PAP,327,1852,-9,15,0,-9,3041,176,.0064510102,2021
PAP,327,1853,646,16,0,-9,3055,176,.0066764471,2021
PAP,327,1854,766,12,0,-9,3069,177,.0055484553,2021
PAP,327,1855,750,13,0,-9,3083,177,.0053512766,2021
PAP,327,1856,335,11,0,-9,3097,178,.004690452,2021
PAP,327,1857,379,11,0,-9,3111,179,.0050787022,2021
PAP,327,1858,311,11,0,-9,3125,180,.0049458519,2021
PAP,327,1859,363,11,0,-9,3143,183,.0048057986,2021
PAP,327,1860,781,19,0,-9,3162,184,.0045924117,2021
SIC,329,1816,-9,27,0,-9,6573,465,.029987788,2021
SIC,329,1817,-9,27,0,-9,6651,468,.030040525,2021
SIC,329,1818,-9,27,0,-9,6730,472,.030109033,2021
SIC,329,1819,-9,35,0,-9,6811,476,.0306386,2021
SIC,329,1820,-9,42,0,-9,6892,479,.030714523,2021
SIC,329,1821,-9,49,0,-9,6974,483,.030732509,2021
SIC,329,1822,-9,55,0,-9,7058,486,.030620215,2021
SIC,329,1823,-9,53,0,-9,7142,490,.031034142,2021
SIC,329,1824,-9,33,0,-9,7227,494,.027867453,2021
SIC,329,1825,-9,33,0,-9,7314,497,.027559092,2021
