"slug","table","extroplateCheckbox","surveyTypeRadio","metricDropdown","povlineDropdown","name","title","subtitle","notes","sourceName","unit","shortUnit"
"income_gap_ratio_1_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$1 a day","$1 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $1 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_90","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$1.90 a day","$1.90 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $1.90 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_3_20","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$3.20 a day","$3.20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $3.20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_5_50","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$5.50 a day","$5.50 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $5.50 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_10_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$10 a day","$10 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $10 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_15_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$15 a day","$15 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $15 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_20_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$20 a day","$20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_30_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$30 a day","$30 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $30 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_40_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$40 a day","$40 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $40 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$1 a day","$1 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $1 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_90","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$1.90 a day","$1.90 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $1.90 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_3_20","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$3.20 a day","$3.20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $3.20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_5_50","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$5.50 a day","$5.50 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $5.50 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_10_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$10 a day","$10 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $10 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_15_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$15 a day","$15 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $15 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_20_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$20 a day","$20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_30_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$30 a day","$30 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $30 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_40_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line (% of poverty line)","$40 a day","$40 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $40 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$1 a day","$1 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $1 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_90","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$1.90 a day","$1.90 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $1.90 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_3_20","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$3.20 a day","$3.20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $3.20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_5_50","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$5.50 a day","$5.50 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $5.50 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_10_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$10 a day","$10 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $10 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_15_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$15 a day","$15 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $15 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_20_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$20 a day","$20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_30_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$30 a day","$30 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $30 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_40_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line (% of poverty line)","$40 a day","$40 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $40 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$1 a day","$1 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $1 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_90","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$1.90 a day","$1.90 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $1.90 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_3_20","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$3.20 a day","$3.20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $3.20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_5_50","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$5.50 a day","$5.50 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $5.50 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_10_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$10 a day","$10 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $10 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_15_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$15 a day","$15 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $15 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_20_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$20 a day","$20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_30_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$30 a day","$30 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $30 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_40_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line (% of poverty line)","$40 a day","$40 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes or consumption below $40 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$1 a day","$1 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $1 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_90","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$1.90 a day","$1.90 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $1.90 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_3_20","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$3.20 a day","$3.20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $3.20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_5_50","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$5.50 a day","$5.50 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $5.50 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_10_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$10 a day","$10 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $10 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_15_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$15 a day","$15 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $15 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_20_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$20 a day","$20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_30_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$30 a day","$30 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $30 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_40_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line (% of poverty line)","$40 a day","$40 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of incomes below $40 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$1 a day","$1 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $1 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_1_90","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$1.90 a day","$1.90 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $1.90 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_3_20","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$3.20 a day","$3.20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $3.20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_5_50","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$5.50 a day","$5.50 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $5.50 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_10_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$10 a day","$10 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $10 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_15_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$15 a day","$15 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $15 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_20_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$20 a day","$20 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $20 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_30_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$30 a day","$30 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $30 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"income_gap_ratio_40_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line (% of poverty line)","$40 a day","$40 a day - shortfall per person in poverty (% of poverty line)","Depth of poverty: Average percentage shortfall of consumption below $40 a day","This metric is sometimes called the 'income gap ratio'. It measures the average shortfall from the poverty line (averaged across the population in poverty) expressed as a share of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"total_shortall_daily_1_00","inc_or_cons_extrap","TRUE","Either income or consumption","Total shortfall below poverty line","$1 a day","$1 a day - total shortfall per day","Total daily shortfall of incomes or consumption below $1 a day","The total shortfall from the poverty line per day (summed across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"total_shortall_daily_1_90","inc_or_cons_extrap","TRUE","Either income or consumption","Total shortfall below poverty line","$1.90 a day","$1.90 a day - total shortfall per day","Total daily shortfall of incomes or consumption below $1.90 a day","The total shortfall from the poverty line per day (summed across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"total_shortall_daily_3_20","inc_or_cons_extrap","TRUE","Either income or consumption","Total shortfall below poverty line","$3.20 a day","$3.20 a day - total shortfall per day","Total daily shortfall of incomes or consumption below $3.20 a day","The total shortfall from the poverty line per day (summed across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
