Entity,Year,palm_production,palm_kernel_production,palm_area,sunflower_production,sunflower_area,rapeseed_production,rapeseed_area,soybean_production,soybean_area,olive_production,olive_area,coconut_production,coconut_area,groundnut_production,groundnut_area,cottonseed_production,cottonseed_area,sesame_production,sesame_area
Micronesia (FAO),1970,,,,,,,,,,,,376,36091,,,,,,
Micronesia (FAO),1971,,,,,,,,,,,,335,30336,,,,,,
Micronesia (FAO),1972,,,,,,,,,,,,350,20336,,,,,,
Micronesia (FAO),1973,,,,,,,,,,,,316,28340,,,,,,
Micronesia (FAO),1974,,,,,,,,,,,,357,30340,,,,,,
Micronesia (FAO),1975,,,,,,,,,,,,392,28342,,,,,,
Micronesia (FAO),1976,,,,,,,,,,,,462,27250,,,,,,
Micronesia (FAO),1977,,,,,,,,,,,,543,25300,,,,,,
Micronesia (FAO),1978,,,,,,,,,,,,450,30320,,,,,,
Micronesia (FAO),1979,,,,,,,,,,,,317,30330,,,,,,
Micronesia (FAO),1980,,,,,,,,,,,,512,30340,,,,,,
Micronesia (FAO),1981,,,,,,,,,,,,639,37345,,,,,,
Micronesia (FAO),1982,,,,,,,,,,,,464,36380,,,,,,
Micronesia (FAO),1983,,,,,,,,,,,,490,31340,,,,,,
Micronesia (FAO),1984,,,,,,,,,,,,601,36300,,,,,,
Micronesia (FAO),1985,,,,,,,,,,,,504,35300,,,,,,
Micronesia (FAO),1986,,,,,,,,,,,,468,42820,,,,,,
Micronesia (FAO),1987,,,,,,,,,,,,461,40320,,,,,,
Micronesia (FAO),1988,,,,,,,,,,,,478,36320,,,,,,
Micronesia (FAO),1989,,,,,,,,,,,,468,34320,,,,,,
Micronesia (FAO),1990,,,,,,,,,,,,606,37323,,,,,,
Micronesia (FAO),1991,,,,,,,,,,,,575,36334,,,,,,
Micronesia (FAO),1992,,,,,,,,,,,,614,41342,,,,,,
Micronesia (FAO),1993,,,,,,,,,,,,552,37349,,,,,,
Micronesia (FAO),1994,,,,,,,,,,,,526,36529,,,,,,
Micronesia (FAO),1995,,,,,,,,,,,,3572,55863,,,,,,
Micronesia (FAO),1996,,,,,,,,,,,,3559,62839,,,,,,
Micronesia (FAO),1997,,,,,,,,,,,,3369,61863,,,,,,
Micronesia (FAO),1998,,,,,,,,,,,,3400,52888,,,,,,
Micronesia (FAO),1999,,,,,,,,,,,,2932,50884,,,,,,
Micronesia (FAO),2000,,,,,,,,,,,,3090,49880,,,,,,
Micronesia (FAO),2001,,,,,,,,,,,,3091,49876,,,,,,
Micronesia (FAO),2002,,,,,,,,,,,,3178,49873,,,,,,
Micronesia (FAO),2003,,,,,,,,,,,,6111,49869,,,,,,
Micronesia (FAO),2004,,,,,,,,,,,,6904,51855,,,,,,
Micronesia (FAO),2005,,,,,,,,,,,,5307,51720,,,,,,
Micronesia (FAO),2006,,,,,,,,,,,,6166,52819,,,,,,
Micronesia (FAO),2007,,,,,,,,,,,,4364,53839,,,,,,
Micronesia (FAO),2008,,,,,,,,,,,,4597,53832,,,,,,
Micronesia (FAO),2009,,,,,,,,,,,,6617,53826,,,,,,
Micronesia (FAO),2010,,,,,,,,,,,,4975,43874,,,,,,
Micronesia (FAO),2011,,,,,,,,,,,,6127,44022,,,,,,
Micronesia (FAO),2012,,,,,,,,,,,,6337,45725,,,,,,
Micronesia (FAO),2013,,,,,,,,,,,,8162,46184,,,,,,
Micronesia (FAO),2014,,,,,,,,,,,,7016,45992,,,,,,
Micronesia (FAO),2015,,,,,,,,,,,,6854,46005,,,,,,
Micronesia (FAO),2016,,,,,,,,,,,,6700,48713,,,,,,
Micronesia (FAO),2017,,,,,,,,,,,,4644,48700,,,,,,
Micronesia (FAO),2018,,,,,,,,,,,,5930,52003,,,,,,
Micronesia (FAO),2019,,,,,,,,,,,,8863,56293,,,,,,
Micronesia (FAO),1967,,,,,,,,,,,,,28656,,,,,,
Micronesia (FAO),2020,,,,,,,,,,,,,49366,,,,,,
Micronesia (country),1991,,,,,,,,,,,,0,,,,,,,
Micronesia (country),1992,,,,,,,,,,,,0,,,,,,,
Micronesia (country),1993,,,,,,,,,,,,0,,,,,,,
Micronesia (country),1994,,,,,,,,,,,,0,,,,,,,
Micronesia (country),1995,,,,,,,,,,,,2925,16500,,,,,,
Micronesia (country),1996,,,,,,,,,,,,2925,16469,,,,,,
Micronesia (country),1997,,,,,,,,,,,,2925,16486,,,,,,
Micronesia (country),1998,,,,,,,,,,,,2925,16504,,,,,,
Micronesia (country),1999,,,,,,,,,,,,2465,16500,,,,,,
Micronesia (country),2000,,,,,,,,,,,,2605,16500,,,,,,
Micronesia (country),2001,,,,,,,,,,,,2582,16500,,,,,,
Micronesia (country),2002,,,,,,,,,,,,2562,16500,,,,,,
Micronesia (country),2003,,,,,,,,,,,,2925,16500,,,,,,
Micronesia (country),2004,,,,,,,,,,,,2527,16492,,,,,,
Micronesia (country),2005,,,,,,,,,,,,2527,16365,,,,,,
Micronesia (country),2006,,,,,,,,,,,,2925,16500,,,,,,
Micronesia (country),2007,,,,,,,,,,,,2950,16500,,,,,,
Micronesia (country),2008,,,,,,,,,,,,2600,16500,,,,,,
Micronesia (country),2009,,,,,,,,,,,,2650,16500,,,,,,
Micronesia (country),2010,,,,,,,,,,,,2592,16500,,,,,,
Micronesia (country),2011,,,,,,,,,,,,2898,16500,,,,,,
Micronesia (country),2012,,,,,,,,,,,,2900,18000,,,,,,
Micronesia (country),2013,,,,,,,,,,,,3000,18252,,,,,,
Micronesia (country),2014,,,,,,,,,,,,2898,18252,,,,,,
Micronesia (country),2015,,,,,,,,,,,,2900,18252,,,,,,
Micronesia (country),2016,,,,,,,,,,,,2900,18252,,,,,,
Micronesia (country),2017,,,,,,,,,,,,2900,18252,,,,,,
Micronesia (country),2018,,,,,,,,,,,,2900,18252,,,,,,
Micronesia (country),2019,,,,,,,,,,,,2900,18226,,,,,,
Micronesia (country),2020,,,,,,,,,,,,,17414,,,,,,
Middle Africa (FAO),1961,315582,8000,298570,,5000,,,,2000,,,233,16000,41867,692525,8772,630066,,61900
Middle Africa (FAO),1962,322006,7000,288670,,6000,,,,2000,,,257,17000,42827,724281,7797,695651,,74570
Middle Africa (FAO),1963,327091,4000,282650,,6000,,,,2000,,,326,15000,40674,734162,8118,637018,,68840
Middle Africa (FAO),1964,319831,7000,264650,,7000,,,,3000,,,463,17000,38117,722611,7802,603375,,70662
Middle Africa (FAO),1965,274866,6000,221250,,7000,,,,3000,,,514,18000,41679,792377,6509,599775,,73887
Middle Africa (FAO),1966,269764,6000,212350,,8000,,,,3000,,,291,16000,42064,755000,5837,623241,,69972
Middle Africa (FAO),1967,322769,5000,251270,,8000,,,,3000,,,232,16000,46561,811983,6951,632685,,89576
Middle Africa (FAO),1968,368367,5000,302150,,8000,,,,2900,,,228,14000,49568,854282,11112,694133,,122207
Middle Africa (FAO),1969,372937,5000,306350,,9000,,,,2100,,,297,15000,47892,879563,13324,745993,,123472
Middle Africa (FAO),1970,358952,5000,290100,,10000,,,,1900,,,391,13000,48449,940520,15452,788108,,113537
Middle Africa (FAO),1971,346979,7000,277950,,15000,,,,2000,,,325,13000,51188,969755,14157,793551,,104215
Middle Africa (FAO),1972,337454,7000,272200,,15000,,,,2300,,,311,14000,50608,1008841,13634,714833,,91076
Middle Africa (FAO),1973,330553,6000,262653,,15000,,,,2100,,,321,14000,55260,1042699,19824,742650,,95077
Middle Africa (FAO),1974,323539,5000,254850,,13000,,,,2200,,,382,14000,57787,1067276,21310,732911,,98394
Middle Africa (FAO),1975,328842,10000,258650,,13000,,,,2300,,,633,11000,49314,1146404,14214,751363,,105088
Middle Africa (FAO),1976,300900,12000,242140,,13000,,,,2100,,,396,10000,56638,1125017,14681,706667,,117977
Middle Africa (FAO),1977,293932,13000,238500,,14000,,,,9900,,,511,14000,59760,1123249,15101,652525,,123790
Middle Africa (FAO),1978,313000,13000,240500,,14000,,,,9170,,,342,11000,57851,1159618,17911,631393,,102328
Middle Africa (FAO),1979,311500,19000,257750,,15000,,,,9500,,,1104,14000,62287,1141516,14814,482367,,112721
Middle Africa (FAO),1980,320200,17000,268200,,15000,,,,10720,,,677,11000,67014,1205018,14188,414377,,115404
Middle Africa (FAO),1981,301194,20000,264520,,15000,,,,10950,,,529,10000,63970,1176070,11489,346239,,115185
Middle Africa (FAO),1982,292985,12000,275000,,14000,,,,11600,,,1423,13000,63314,1121463,18579,444854,,116550
Middle Africa (FAO),1983,279174,19000,275270,,12000,,,,6800,,,863,13000,64335,1117269,21972,507850,,115930
Middle Africa (FAO),1984,299933,19000,291770,,11000,,,,7300,,,1075,12000,57136,1158826,27450,482816,,112497
Middle Africa (FAO),1985,328636,20000,295470,,11000,,,,8400,,,889,16800,57094,1152806,21959,481088,,118655
Middle Africa (FAO),1986,328732,21000,301320,,11000,,,,14300,,,630,16800,62194,1190063,22620,444940,,127138
Middle Africa (FAO),1987,335946,25000,307270,,12000,,,,15500,,,457,16800,65301,1159027,24493,421265,,132030
Middle Africa (FAO),1988,352913,26000,312193,,11000,,,,16900,,,436,16800,64984,1147593,25197,470771,,125977
Middle Africa (FAO),1989,399924,28000,327850,,12000,,,,19100,,,669,15300,71399,1192596,25844,408984,,125974
Middle Africa (FAO),1990,412207,30000,329400,,14000,,,,21410,,,852,16469,67731,1292874,20920,432220,,111643
Middle Africa (FAO),1991,384896,30000,329530,,15000,,,,22420,,,561,17595,73382,1351483,22064,500953,,114271
Middle Africa (FAO),1992,374792,31000,330780,,16000,,,,23900,,,759,16180,76309,1424626,26782,416091,,123244
Middle Africa (FAO),1993,380899,30000,326480,,15000,,,,26700,,,769,16670,80254,1486946,24121,363604,,117842
Middle Africa (FAO),1994,371272,31000,328250,,16384,,,,27500,,,775,16803,82590,1514399,26921,465069,,135050
Middle Africa (FAO),1995,396084,32000,329500,,14969,,,,32196,,,556,16322,78473,1347979,30185,516627,,114216
Middle Africa (FAO),1996,426518,36000,332300,,16302,,,,34680,,,584,17850,83912,1308134,32497,596968,,114834
Middle Africa (FAO),1997,384476,34000,313600,,14742,,,,25680,,,640,18376,84947,1410959,44378,699943,,146434
Middle Africa (FAO),1998,388675,34000,303950,,16102,,,,29770,,,686,17170,83302,1440547,41525,600193,,160962
Middle Africa (FAO),1999,380531,34000,297300,,14500,,,,32455,,,640,18297,91615,1279260,45070,629359,,151630
Middle Africa (FAO),2000,384883,36000,298875,,15000,,,,38125,,,741,18720,73400,1323393,44456,602875,,190491
Middle Africa (FAO),2001,386967,36000,278000,,15314,,,,41041,,,773,19264,87560,1403279,35821,627222,,190202
Middle Africa (FAO),2002,407850,36000,269000,,15414,,,,46456,,,925,19645,95977,1385731,35050,578000,,162088
Middle Africa (FAO),2003,417359,35000,259750,,15564,,,,47995,,,933,19903,104976,1509548,36737,509300,,172029
Middle Africa (FAO),2004,432642,38000,260181,,15842,,,,49543,,,946,19290,102907,1508080,38934,506571,,154954
Middle Africa (FAO),2005,462416,38000,275405,,15731,,,,51330,,,946,20730,109589,1589728,32268,620100,,158075
Middle Africa (FAO),2006,476702,46000,287554,,15865,,,,54434,,,990,19808,110011,1567270,32863,460200,,257006
Middle Africa (FAO),2007,494835,47000,290757,,16009,,,,53525,,,1031,17538,122691,1709917,25942,438630,,220374
Middle Africa (FAO),2008,495852,45000,298602,,16147,,,,62138,,,990,18453,136289,1852828,23595,412241,,236094
Middle Africa (FAO),2009,516550,35000,323879,,16265,,,,67185,,,1212,20295,147002,1974386,20794,286479,,314224
Middle Africa (FAO),2010,606551,38000,334954,3413,16000,0,,735,70134,,,1288,19549,152827,2349501,18516,378550,14447,333928
Middle Africa (FAO),2011,631506,37000,345218,3568,16500,0,,785,73573,,,1121,13800,161529,2143793,22745,419760,14392,305671
Middle Africa (FAO),2012,562470,39000,397336,3725,17000,0,,807,89545,,,1562,14160,159256,2220515,26361,488407,14625,343668
Middle Africa (FAO),2013,615590,40000,447627,3726,17000,0,,925,80709,,,2443,15356,168067,2355254,29234,529000,15218,365768
Middle Africa (FAO),2014,621176,41000,454233,3644,16624,,,1129,82102,,,886,16219,201743,2191522,29864,596000,12620,517752
Middle Africa (FAO),2015,635591,44000,469852,3668,16710,,,1010,89251,,,940,19022,196078,2014308,37030,623955,11881,417576
Middle Africa (FAO),2016,655871,48000,502990,3684,16805,,,1062,95203,,,905,6819,196313,2272099,33293,635273,12264,402697
Middle Africa (FAO),2017,672261,51000,522087,3703,16849,,,1127,108335,,,924,6836,206587,2221905,33900,409255,12244,420820
Middle Africa (FAO),2018,686801,53000,506640,3720,16942,,,992,100643,,,1017,6829,202583,2255669,32501,556489,11944,447062
Middle Africa (FAO),2019,689112,54000,519928,3737,17010,,,925,102735,,,1019,6999,206292,2234944,44184,602162,10940,492076
Middle Africa (FAO),2020,,,544961,,17082,,,,107830,,,,6992,,2247342,,578832,,497210
Moldova,2010,,,,83000,250193,3300,38153,7201,58229,,,,,,,,,,
Moldova,2011,,,,80000,274237,4300,50000,7337,57662,,,,,,,,,,
Moldova,2012,,,,88500,295695,10700,50530,7759,56893,,,,,,,,,,
Moldova,2013,,,,64300,275029,14600,50000,2281,39396,,,,,,,,,,
Moldova,2014,,,,107141,309803,2100,29222,2412,52783,,,,,,,,,,
Moldova,2015,,,,106501,329148,1800,8633,2937,65971,,,,,,,,,,
Moldova,2016,,,,78948,361177,1600,18008,932,35944,,,,,,,,,,
Moldova,2017,,,,85327,383976,3300,28762,1409,33295,,,,,,,,,,
Moldova,2018,,,,102442,362675,4000,42895,2296,27150,,,,,,,,,,
Moldova,2019,,,,132900,357082,1900,38019,5700,37076,,,,,,,,,,
Moldova,1992,,,,,130889,,,,16639,,,,,,,,,,
Moldova,1993,,,,,125488,,,,9340,,,,,,,,,,
Moldova,1994,,,,,139462,,,,5610,,,,,,,,,,
Moldova,1995,,,,,163346,,,,3619,,,,,,,,,,
Moldova,1996,,,,,225201,,,,2492,,,,,,,,,,
Moldova,1997,,,,,173727,,,,2280,,,,,,,,,,
Moldova,1998,,,,,204283,,,,6306,,,,,,,,,,
Moldova,1999,,,,,216668,,1000,,16954,,,,,,,,,,
Moldova,2000,,,,,227685,,992,,11586,,,,,,,,,,
Moldova,2001,,,,,208371,,3798,,9394,,,,,,,,,,
Moldova,2002,,,,,256674,,889,,10190,,,,,,,,,,
Moldova,2003,,,,,352352,,6286,,18223,,,,,,,,,,
Moldova,2004,,,,,270626,,919,,28511,,,,,,,,,,
Moldova,2005,,,,,275714,,2299,,36222,,,,,,,,,,
Moldova,2006,,,,,287377,,6681,,55710,,,,,,,,,,
Moldova,2007,,,,,224009,,35428,,39162,,,,,,,,,,
Moldova,2008,,,,,225248,,50528,,29312,,,,,,,,,,
Moldova,2009,,,,,224252,,56266,,44016,,,,,,,,,,
Moldova,2020,,,,,373989,,24148,,26471,,,,,,,,,,
Mongolia,2006,,,,,,,10000,,,,,,,,,,,,
Mongolia,2007,,,,,,,8000,,,,,,,,,,,,
Mongolia,2008,,,,,,,6000,,,,,,,,,,,,
Mongolia,2009,,,,,,,5000,,,,,,,,,,,,
Mongolia,2010,,,,,,,14609,,,,,,,,,,,,
Mongolia,2011,,,,,,,8545,,,,,,,,,,,,
Mongolia,2012,,,,,,,28738,,,,,,,,,,,,
Mongolia,2013,,,,,,,60335,,,,,,,,,,,,
Mongolia,2014,,,,,,,93786,,,,,,,,,,,,
Mongolia,2015,,,,,,,42388,,,,,,,,,,,,
Mongolia,2016,,,,,,,39063,,,,,,,,,,,,
Mongolia,2017,,,,,,,26520,,,,,,,,,,,,
Mongolia,2018,,,,,,,48581,,,,,,,,,,,,
Mongolia,2019,,,,,,,71421,,,,,,,,,,,,
Mongolia,2020,,,,,,,49994,,,,,,,,,,,,
Montenegro,2006,,,,,,,,,,313,51,,,,,,,,
Montenegro,2007,,,,,,,,,,187,51,,,,,,,,
Montenegro,2008,,,,,,,,,,380,52,,,,,,,,
Montenegro,2009,,,,,,,,,,180,53,,,,,,,,
Montenegro,2010,,,,,,,,,,33,55,,,,,,,,
Montenegro,2011,,,,,,,,,,22,86,,,,,,,,
Montenegro,2012,,,,,,,,,,41,88,,,,,,,,
Montenegro,2013,,,,,,,,,,16,85,,,,,,,,
Montenegro,2014,,,,,,,,,,19,83,,,,,,,,
Montenegro,2015,,,,,,,,,,15,89,,,,,,,,
Montenegro,2016,,,,,,,,,,27,118,,,,,,,,
Montenegro,2017,,,,,,,,,,28,142,,,,,,,,
Montenegro,2018,,,,,,,,,,18,142,,,,,,,,
Montenegro,2019,,,,,,,,,,20,140,,,,,,,,
Montenegro,2020,,,,,,,,,,,185,,,,,,,,
Morocco,1961,,0,,,3000,,,,,13900,155000,,,5345,2000,289,6000,,50
Morocco,1962,,0,,,3300,,,,,14400,160000,,,9572,2000,494,8900,,50
Morocco,1963,,1000,,,10300,,,,,20500,230000,,,2345,2000,1407,12852,,50
Morocco,1964,,0,,,10000,,,,,16900,200000,,,7025,2000,1263,13400,,50
Morocco,1965,,0,,,10000,,,,,28600,300000,,,2384,1000,1742,17200,,50
Morocco,1966,,1000,,,9000,,,,,28600,270000,,,969,1400,2845,20700,,50
Morocco,1967,,1000,,,5700,,,,,13700,170000,,,1600,2000,1317,16500,,50
Morocco,1968,,0,,,8432,,,,,63500,550000,,,505,2200,1472,14500,,50
Morocco,1969,,0,,,17000,,,,,37300,350000,,,415,2800,2052,17000,,65
Morocco,1970,,0,,,24000,,,,,12300,180000,,,877,4600,1152,17000,,85
Morocco,1971,,0,,,14500,,,,,61900,560000,,,639,4400,2501,16800,,85
Morocco,1972,,0,,,36800,,,,,18300,220000,,,2031,9700,2679,15500,,85
Morocco,1973,,0,,,20500,,,,,27200,280000,,,1604,12700,1632,16300,,85
Morocco,1974,,0,,,18400,,,,,24500,294700,,,3308,17100,1702,17400,,85
Morocco,1975,,0,,,23300,,,,,38000,314400,,,4722,16000,1320,11600,,120
Morocco,1976,,0,,,22800,,,,,35000,340000,,,3764,10700,2208,18100,,120
Morocco,1977,,0,,,49100,,,,,15000,200000,,,3359,19500,2150,17800,,130
Morocco,1978,,0,,,15600,,,,,20000,220000,,,5899,27800,1103,8400,,130
Morocco,1979,,0,,,34270,,,,,35000,430000,,,6743,26400,1393,8114,,150
Morocco,1980,,0,,,7900,,,,,22000,300000,,,9443,26500,1657,13119,,150
Morocco,1981,,0,,,14870,,400,,500,18000,242100,,,11056,31800,1882,11300,,130
Morocco,1982,,0,,,12100,,500,,300,45000,259700,,,9702,36500,2067,10450,,130
Morocco,1983,,0,,,19600,,500,,500,23000,281900,,,8704,23300,2765,10685,,130
Morocco,1984,,0,,,29300,,600,,800,27000,286600,,,9906,25000,1385,9600,,130
Morocco,1985,,0,,,34700,,600,,1000,40000,293200,,,8094,24000,2289,12670,,250
Morocco,1986,,0,,,48500,,600,,2000,35000,301500,,,6843,20600,2863,14050,,500
Morocco,1987,,0,,,88500,,800,,4000,38000,274200,,,9302,20600,2512,15440,,800
Morocco,1988,,0,,,108200,,440,,3000,38000,331900,,,18964,33600,2595,17700,,1400
Morocco,1989,,0,,,112400,,1800,,,65000,360300,,,6211,23800,2733,14870,,1800
Morocco,1990,,0,,,160800,,4700,,5290,75000,365000,,,6972,24200,2786,17800,,2000
Morocco,1991,,0,,,137700,,2600,,10580,55000,360000,,,8070,17700,2341,12100,,1977
Morocco,1992,,0,,,196300,,1000,,3600,38000,395000,,,9861,23000,1007,4400,,2100
Morocco,1993,,0,,,229800,,1000,,4000,40000,412000,,,9370,21300,1081,600,,2200
Morocco,1994,,0,,,67700,,2000,,2908,45000,430000,,,8863,30000,1390,1800,,2131
Morocco,1995,,0,,,63200,,2000,,3000,35000,415200,,,4289,8600,55,600,,2118
Morocco,1996,,0,,,95700,,600,,1000,80000,418800,,,4670,13200,296,1600,,2051
Morocco,1997,,0,,,99400,,500,,1000,50000,426600,,,12589,35900,475,2300,,2102
Morocco,1998,,0,,,101500,,900,,2000,60000,520000,,,13051,27600,230,1200,,1978
Morocco,1999,,0,,,78800,,1000,,1000,65000,520000,,,12730,25400,48,300,,2000
Morocco,2000,,0,,,39900,,1000,,1000,40000,540000,,,11120,18200,48,200,,2200
Morocco,2001,,0,,,56400,,400,,1000,35000,550000,,,13598,21700,37,200,,2100
Morocco,2002,,0,,,49800,,1000,,1000,60000,477300,,,13350,20400,73,400,,1770
Morocco,2003,,0,,,103500,,1000,,1000,45000,481000,,,5816,21500,13,170,,1900
Morocco,2004,,0,,,62600,,1000,,1000,100000,590000,,,15531,21600,20,130,,1746
Morocco,2005,,0,,,52000,,1000,,1000,50000,600000,,,15980,19500,29,143,,1818
Morocco,2006,,0,,,32600,,1000,,1000,75000,522800,,,11646,14900,23,105,,1992
Morocco,2007,,0,,,36100,,1000,,1000,75000,530900,,,14883,19700,23,105,,2512
Morocco,2008,,0,,,25500,,1000,,1000,75000,547600,,,13131,20800,23,105,,1600
Morocco,2009,,0,,,43000,,1000,,1000,111600,665400,,,17963,22700,23,105,,1500
Morocco,2010,,0,,34700,62000,307,1000,37900,1000,146700,830481,,,14514,22900,23,105,,1200
Morocco,2011,,0,,33100,36570,305,1000,5500,1000,133500,900743,,,12359,17840,22,105,,1190
Morocco,2012,,0,,21400,11670,307,1000,14900,1000,120100,968123,,,10594,15490,19,100,,1350
Morocco,2013,,0,,11500,17006,500,1000,10300,1000,117900,922235,,,11317,16300,27,100,,625
Morocco,2014,,0,,17500,20898,400,1000,16300,1000,137400,946818,,,12172,16090,21,105,,700
Morocco,2015,,0,,23000,36941,500,1000,19700,1000,135300,1006491,,,10929,13850,55,106,,1047
Morocco,2016,,0,,18700,37943,500,2000,16000,1000,134700,1008365,,,11910,15345,223,107,,1199
Morocco,2017,,0,,14600,18918,600,2000,10200,778,130600,1020569,,,11690,14060,719,106,,838
Morocco,2018,,,,14200,21708,600,2000,4400,716,178400,1045186,,,13577,12850,979,106,,725
Morocco,2019,,,,12600,22207,600,1000,4100,732,204200,1073493,,,13004,15288,1905,106,,725
Morocco,2020,,,,,18513,,2000,,734,,1068895,,,,13984,,106,,849
Mozambique,2010,,0,,4465,28682,,,35,,,,19912,78828,8865,365856,1350,130000,13348,105517
Mozambique,2011,,0,,5775,33269,,,310,,,,21329,80035,12368,288000,4042,189000,25841,152444
Mozambique,2012,,0,,3720,10800,,,477,,,,17574,84000,15369,389300,7400,189000,36405,69875
Mozambique,2013,,0,,2306,10606,,,118,,,,18388,83000,10127,404700,7100,142857,6782,99500
Mozambique,2014,,,,2743,11359,,,,,,,18646,81212,8637,416500,3500,157000,7649,108021
Mozambique,2015,,,,3700,11790,,,,,,,31200,88047,12343,382303,3600,120000,17565,105673
Mozambique,2016,,,,3400,12780,,,5800,38000,,,30900,85714,10703,421000,3100,101000,5916,117000
Mozambique,2017,,,,4700,15975,,,5300,38000,,,30200,85283,11129,427000,4000,114068,11177,120000
Mozambique,2018,,,,4200,15000,,,4400,41000,,,30200,86086,4633,505350,4600,124000,15393,140000
Mozambique,2019,,,,4700,16000,,,4300,39000,,,30900,87425,6419,531268,4600,130000,1166,130000
Mozambique,1961,,,,,4000,,,,,,,3347,105000,6762,300000,8681,309000,,4000
Mozambique,1962,,,,,2638,,,,,,,3334,105000,7633,300000,10086,302000,,6000
Mozambique,1963,,,,,2493,,,,,,,10093,105000,8141,300000,5054,258000,,4000
Mozambique,1964,,,,,3500,,,,,,,8762,105000,13679,330000,9610,279000,,2700
Mozambique,1965,,,,,5200,,,,,,,6801,100000,17491,340000,5432,358000,,2700
Mozambique,1966,,,,,3100,,,,,,,5044,100000,16340,340000,9283,367617,,4000
Mozambique,1967,,,,,4200,,,,,,,9249,105000,19920,340000,10648,409461,,4000
Mozambique,1968,,,,,9600,,,,,,,8719,105000,24587,350000,10208,377347,,6000
Mozambique,1969,,,,,7000,,,,,,,8170,105000,24910,350000,5330,378198,,7000
Mozambique,1970,,,,,8012,,,,,,,9539,105000,23660,350000,8380,370941,,5000
Mozambique,1971,,,,,10000,,,,,,,11112,105000,23008,350000,7161,383000,,6000
Mozambique,1972,,,,,12000,,,,,,,10280,105000,24849,350000,11525,330000,,7000
Mozambique,1973,,,,,15000,,,,,,,11364,105000,25981,360000,7508,308000,,7000
Mozambique,1974,,,,,16000,,,,,,,13517,105000,20327,350000,8034,283000,,7000
Mozambique,1975,,,,,18000,,,,,,,20774,105000,24289,350000,10186,283000,,7000
Mozambique,1976,,,,,20000,,,,,,,26813,105000,17034,350000,7473,243000,,7000
Mozambique,1977,,,,,20000,,,,,,,22720,105000,17425,350000,4313,136000,,7000
Mozambique,1978,,,,,25000,,,,,,,25984,105000,17375,350000,6423,162000,,7000
Mozambique,1979,,,,,35062,,,,,,,30656,105000,17425,350000,3276,121000,,7000
Mozambique,1980,,,,,35000,,,,,,,33664,105000,19030,350000,5376,130000,,7000
Mozambique,1981,,,,,35000,,,,,,,35712,105000,18885,350000,6322,180000,,7000
Mozambique,1982,,,,,35000,,,,,,,35712,105000,17276,320000,4732,142000,,7000
Mozambique,1983,,,,,35000,,,,,,,39040,105000,15152,310000,1960,110000,,7000
Mozambique,1984,,,,,35000,,,,,,,38912,105000,13363,330000,1918,100000,,7000
Mozambique,1985,,,,,35000,,,,,,,33472,105000,13386,320000,146,15000,,7000
Mozambique,1986,,,,,35000,,,,,,,35392,105000,13810,330000,825,48000,,7000
Mozambique,1987,,,,,27000,,,,,,,34048,105000,14958,330000,2153,108000,,7000
Mozambique,1988,,,,,27000,,,,,,,35392,105000,15456,340000,1665,131000,,7000
Mozambique,1989,,,,,27000,,,,,,,40832,105000,15282,340000,2338,108000,,7000
Mozambique,1990,,,,,16250,,,,,,,37632,63194,16902,341776,2030,65000,,5000
Mozambique,1991,,,,,20000,,,,,,,33232,123186,20158,345000,3455,75000,,4000
Mozambique,1992,,,,,19654,,,,,,,38144,124562,14760,309000,4390,86000,,3500
Mozambique,1993,,,,,23000,,,,,,,39552,122094,12265,218000,4124,77000,,4000
Mozambique,1994,,,,,20947,,,,,,,37376,120874,13042,238000,4449,77000,,3500
Mozambique,1995,,,,,22481,,,,,,,41472,116310,15969,262000,4200,86000,,4000
Mozambique,1996,,,,,25000,,,,,,,38144,118148,17773,269000,4100,76000,,5000
Mozambique,1997,,,,,23318,,,,,,,40448,117388,19608,278258,5600,165000,,5000
Mozambique,1998,,,,,26000,,,,,,,36928,105455,22774,286000,7112,197896,,5000
Mozambique,1999,,,,,27000,,,,,,,37696,105144,23616,275000,6900,190000,,5000
Mozambique,2000,,,,,17000,,,,,,,37888,108000,19842,269442,2170,105655,,8000
Mozambique,2001,,,,,14000,,,,,,,42880,110000,16345,237272,8918,240000,,9500
Mozambique,2002,,,,,8500,,,,,,,26015,65000,16359,326700,10504,266000,,31600
Mozambique,2003,,,,,14000,,,,,,,27205,70000,11559,292537,5521,175000,,31000
Mozambique,2004,,,,,13059,,,,,,,30024,68000,11060,293921,11051,295000,,36000
Mozambique,2005,,,,,15000,,,,,,,47360,100000,13955,424400,8612,250000,,72000
Mozambique,2006,,,,,8500,,,,,,,30545,70000,10171,322900,12354,348500,,68500
Mozambique,2007,,,,,14000,,,,,,,30548,76362,7546,396900,10636,360000,,74100
Mozambique,2008,,,,,12000,,,,,,,30561,70235,12624,457700,13606,400000,,114700
Mozambique,2009,,,,,40500,,,,,,,31360,73719,11616,357000,14482,400000,,123000
Mozambique,2020,,,,,12357,,,,45000,,,,86265,,347000,,135000,,283911
Myanmar,2010,,0,,231800,882940,0,,31500,169159,,,0,41437,236700,876955,34900,267093,206200,1519191
Myanmar,2011,,0,,150480,543112,0,,32000,157423,,,0,41729,243600,887072,48700,247668,207400,1531737
Myanmar,2012,,0,,107647,540000,0,,32300,157423,,,0,47600,234000,911353,49200,212055,210400,1492077
