country_name,year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti
Lebanon,2015,3,5,6,4,7,7,5,7,5.699999809265137,6.25,6,5.25,5,6
Lebanon,2017,2,4.5,5,3,8,7,5,6,4.866666793823242,5.5,5.75,4.75,3,5.3333333
Lebanon,2019,3,4.5,6,4,8,6,5,6,5.3,5.5,6,4.75,5,5.25
Lebanon,2021,3,4.5,6,4,7,6,5,6,5.35,5.5,5.75,4.75,5,5.75
Lesotho,2009,3,6,6,6,6,4,4,6,5.699999809265137,7.25,5.5,5.25,5.5,5
Lesotho,2011,3,5.5,6,6,6,4,4,6,5.599999904632568,7,5.5,5.25,5.5,4.75
Lesotho,2013,4,6.5,8,8,7,6,5,6,6.25,7.5,7.25,6,5.5,5
Lesotho,2015,3,5.5,8,4,7,6,4,6,5.650000095367432,7,6.25,5.5,4.5,5
Lesotho,2017,3,6.5,8,4,6,5,4,6,5.599999904632568,7.5,5.75,5.5,4.5,4.75
Lesotho,2019,3,6,8,4,6,6,4,6,5.45,7,6,5,4.5,4.75
Lesotho,2021,3,6,8,4,7,5,4,6,5.45,7,6,5.25,4.5,4.5
Liberia,2005,1,3.5,1,1,7,5,3,3,3.183333396911621,5,3.5,2.75,2,2.6666667
Liberia,2007,3,5,8,5,8,5,5,6,5.25,6.75,6.5,4.5,5.5,3
Liberia,2009,4,6,8,6,8,5,6,6,6.183333396911621,7.25,6.75,5.25,7,4.6666667
Liberia,2011,4,6,8,6,8,6,6,6,6.5,7.25,7,5.25,7.5,5.5
Liberia,2013,4,6.5,8,6,8,6,6,5,6.449999809265137,7.5,7,5.25,7.5,5
Liberia,2015,4,6.5,8,6,8,6,6,5,6.550000190734863,7.5,7,5.25,7.5,5.5
Liberia,2017,4,7,8,7,8,7,6,5,6.550000190734863,7.75,7.5,5.25,7,5.25
Liberia,2019,4,7,8,7,7,7,6,6,6.6,7.75,7.25,5.5,7,5.5
Liberia,2021,4,7,8,7,7,8,6,6,6.45,7.5,7.5,5.25,6.5,5.5
Libya,2005,1,8,1,1,2,1,2,3,3,7.5,1.25,3.25,1,2
Libya,2007,1,8,2,1,2,2,2,3,2.983333349227905,7.5,1.75,3,1,1.6666667
Libya,2009,1,8,1,1,2,2,2,3,3.200000047683716,7.5,1.5,3,2,2
Libya,2011,1,8,1,1,2,1,2,3,3.099999904632568,7.5,1.25,2.75,2,2
Libya,2013,2,3.5,8,3,8,7,4,2,4.133333206176758,4.5,6.5,3,3,3.6666667
Libya,2015,1,1,4,1,4,6,2,1,2.383333444595337,1.75,3.75,1.75,2,2.6666667
Libya,2017,1,1,4,2,4,4,2,1,2.566666603088379,1.75,3.5,1.75,2.5,3.3333333
Libya,2019,1,1,3,1,3,4,3,2,2.45,1.75,2.75,2.75,2,3
Libya,2021,1,1.5,3,1,3,3,2,2,2.4,2.25,2.5,2.25,2,3
Lithuania,2005,5,10,10,10,10,10,10,9,9.25,10,10,9.25,9.5,7.5
Lithuania,2007,5,10,10,10,10,10,10,10,9.350000381469727,10,10,9.5,9.5,7.75
Lithuania,2009,5,10,10,10,10,9,10,9,9.300000190734863,10,9.75,9,10,7.75
Lithuania,2011,5,10,10,10,10,9,10,9,9.350000381469727,10,9.75,9,10,8
Lithuania,2013,5,10,9,10,10,9,10,8,9.25,10,9.5,8.75,10,8
Lithuania,2015,5,10,9,10,10,9,10,9,9.300000190734863,10,9.5,9,10,8
Lithuania,2017,5,10,10,10,10,9,10,9,9.449999809265137,10,9.75,9.5,10,8
Lithuania,2019,5,10,10,10,10,9,10,9,9.5,10,9.75,9.75,10,8
Lithuania,2021,5,10,10,10,10,9,10,9,9.5,10,9.75,9.75,10,8
Madagascar,2005,4,8.5,9,10,10,7,6,8,7.5,8.75,9,6.75,8,5
Madagascar,2007,4,7.5,8,9,9,8,5,7,7.449999809265137,8.25,8.5,6.25,8.5,5.75
Madagascar,2009,4,7,6,6,5,6,5,6,6,7.75,5.75,5.5,6,5
Madagascar,2011,2,6,2,2,5,5,4,5,4.449999809265137,7.25,3.5,4.5,3,4
Madagascar,2013,2,6,2,2,6,4,3,4,4.366666793823242,7.25,3.5,3.75,3,4.3333333
Madagascar,2015,3,6,7,7,5,4,4,5,5.400000095367432,7.25,5.75,4.25,5.5,4.25
Madagascar,2017,3,5.5,6,7,5,4,4,5,5.349999904632568,6.75,5.5,4.25,6,4.25
Madagascar,2019,3,5.5,7,7,5,4,4,5,5.4,6.75,5.75,4.25,6,4.25
Madagascar,2021,2,4.5,7,7,4,3,4,5,4.566666666666666,6,5.25,4.25,3,4.333333333333333
Malawi,2005,4,7.5,7,6,7,6,8,7,6.25,8,6.5,6.25,6.5,4
Malawi,2007,4,7.5,6,9,8,6,7,6,6.599999904632568,8.25,7.25,6,7,4.5
Malawi,2009,4,7.5,6,7,7,7,5,6,6.400000095367432,8.25,6.75,5.75,6.5,4.75
Malawi,2011,4,7.5,6,8,6,6,5,6,6.25,8.25,6.5,5.75,6,4.75
Malawi,2013,4,7.5,6,8,8,7,7,6,6.650000095367432,8.25,7.25,6.25,7,4.5
Malawi,2015,4,7.5,6,8,8,7,7,6,6.5,7.75,7.25,6,7,4.5
Malawi,2017,4,7.5,6,8,8,7,6,6,6.449999809265137,7.75,7.25,5.75,7,4.5
Malawi,2019,4,7.5,7,7,8,7,5,6,6.35,7.5,7.25,5.5,6.5,5
Malawi,2021,4,7,7,8,8,7,5,6,6.55,7.75,7.5,6,6.5,5
Malaysia,2005,2,9,5,2,5,5,4,6,5.066666603088379,8.5,4.25,5.25,2,5.3333333
Malaysia,2007,2,10,5,2,5,6,4,7,5.333333492279053,9,4.5,5.5,2,5.6666667
Malaysia,2009,2,10,5,2,5,5,5,6,5.283333301544189,9,4.25,5.5,2,5.6666667
Malaysia,2011,2,9.5,5,2,5,5,4,6,5,8.5,4.25,5.25,2,5
Malaysia,2013,2,9.5,5,2,4,5,5,6,5.233333110809326,8.5,4,5.5,2.5,5.6666667
Malaysia,2015,2,9,4,3,4,4,4,5,4.983333110809326,8.25,3.75,4.75,2.5,5.6666667
Malaysia,2017,2,9,4,3,4,4,3,5,4.783333301544189,8,3.75,4,2.5,5.6666667
Malaysia,2019,3,9,6,5,5,6,5,6,5.85,8,5.5,5.5,5,5.25
Malaysia,2021,3,9,6,4,4,5,4,5,5.3,8,4.75,5,4,4.75
Mali,2005,4,5.5,9,8,10,9,6,8,7.349999904632568,7,9,5.75,7.5,7.5
Mali,2007,4,5,9,8,10,9,6,8,7.25,6.75,9,5.75,7.5,7.25
Mali,2009,4,5,9,8,9,8,6,8,7.150000095367432,6.75,8.5,5.75,7.5,7.25
Mali,2011,4,5.5,9,8,9,8,5,8,7.150000095367432,7,8.5,5.5,7.5,7.25
Mali,2013,2,3.5,3,3,7,5,3,4,4.25,4.25,4.5,3.5,3,6
Mali,2015,3,5,7,6,8,7,4,6,5.849999904632568,5.5,7,4.75,6,6
Mali,2017,3,4.5,7,7,8,7,4,6,5.949999809265137,5.5,7.25,4.75,6,6.25
Mali,2019,3,4.5,7,7,7,6,4,6,5.8,5.5,6.75,4.5,6,6.25
Mali,2021,2,4,3,1,6,6,3,4,4.4,5.25,4,3.75,3,6
Mauritania,2007,2,7.5,6,3,6,8,3,6,4.466666698455811,6.25,5.75,4,3,3.3333333
Mauritania,2009,1,5.5,2,1,6,6,3,5,3.633333444595337,5.25,3.75,3.5,2,3.6666667
Mauritania,2011,2,6,5,2,8,7,4,6,4.5,5.5,5.5,4.5,3,4
Mauritania,2013,2,6.5,3,2,7,7,4,6,4.400000095367432,5.75,4.75,4.5,3,4
Mauritania,2015,2,7,3,2,6,7,3,5,4.266666889190674,6,4.5,4,2.5,4.3333333
Mauritania,2017,2,7,3,2,6,6,3,5,4.216666698455811,6,4.25,4,2.5,4.3333333
Mauritania,2019,2,7.5,3,2,6,6,3,5,4.266666666666667,6.25,4.25,4,2.5,4.333333333333333
Mauritania,2021,2,6.5,4,2,7,6,3,5,4.416666666666666,5.75,4.75,4.25,3,4.333333333333333
Mauritius,2005,5,8.5,10,8,9,9,9,7,8.583333015441895,9,9,7.75,9.5,7.6666667
Mauritius,2007,5,9,10,10,10,9,9,8,8.800000190734863,9.25,9.75,8,9.5,7.5
Mauritius,2009,5,9.5,9,8,9,9,9,8,8.449999809265137,9,8.75,8.25,9,7.25
Mauritius,2011,5,9.5,9,10,8,8,9,8,8.533333778381348,9.25,8.75,8,9,7.6666667
Mauritius,2013,5,9.5,9,10,9,8,9,8,8.550000190734863,9,9,8,9,7.75
Mauritius,2015,5,9.5,9,10,9,7,9,8,8.600000381469727,9,8.75,8.25,9.5,7.5
Mauritius,2017,5,9.5,9,10,9,7,9,8,8.5,9,8.75,8.25,9,7.5
Mauritius,2019,5,10,9,10,9,7,9,8,8.6,9.25,8.75,8.25,9,7.75
Mauritius,2021,5,9.5,8,10,9,7,9,8,8.550000000000001,9,8.5,8.25,9,8
Mexico,2005,4,7,10,9,8,7,9,6,7.550000190734863,8,8.5,6.5,8,6.75
Mexico,2007,4,7.5,8,9,8,7,9,6,7.449999809265137,8.5,8,6.5,7.5,6.75
Mexico,2009,4,7,9,7,8,7,9,6,7.25,8.25,7.75,6.25,7.5,6.5
Mexico,2011,4,6.5,8,7,8,6,8,6,6.949999809265137,8,7.25,5.75,7.5,6.25
Mexico,2013,4,6.5,7,7,8,6,8,6,6.800000190734863,7.75,7,5.75,7,6.5
Mexico,2015,4,6.5,7,6,7,6,7,4,6.300000190734863,7.5,6.5,5,6.5,6
Mexico,2017,4,6,7,6,7,5,7,4,6.099999904632568,7.25,6.25,5,6.5,5.5
Mexico,2019,4,6,7,6,7,5,7,4,6.05,7,6.25,5,6.5,5.5
Mexico,2021,3,6,7,6,7,5,6,4,5.95,7.25,6.25,4.75,6,5.5
Moldova,2005,3,4,7,7,7,6,4,7,5.400000095367432,6.5,6.75,4.75,4.5,4.5
Moldova,2007,4,6.5,8,7,8,7,5,7,6.849999904632568,8,7.5,6,7,5.75
Moldova,2009,4,7,6,7,7,6,5,6,6.650000095367432,8,6.5,5.75,7,6
Moldova,2011,4,7.5,7,7,7,7,6,7,7.050000190734863,8.25,7,6.25,7.5,6.25
Moldova,2013,4,7.5,8,7,7,7,7,7,7.150000095367432,8.25,7.25,6.5,7.5,6.25
Moldova,2015,4,6,6,6,8,7,7,7,6.699999809265137,7.25,6.75,6.5,7,6
Moldova,2017,4,6,6,5,8,6,5,7,6.199999809265137,7.25,6.25,5.5,6.5,5.5
Moldova,2019,3,6.5,6,5,7,6,4,6,5.8,7.25,6,4.5,6,5.25
Moldova,2021,4,6.5,7,6,8,7,5,6,6.15,7.25,7,5,6,5.5
Mongolia,2005,4,7,6,7,8,6,8,6,7.050000190734863,8.5,6.75,6.25,7.5,6.25
Mongolia,2007,4,7,7,7,8,6,7,7,7,8.5,7,6,7.5,6
Mongolia,2009,4,7,6,7,8,6,7,6,6.900000095367432,8.5,6.75,5.75,7.5,6
Mongolia,2011,4,7,6,7,8,6,7,7,6.849999904632568,8.25,6.75,6,7,6.25
Mongolia,2013,4,7,8,7,8,6,7,7,7.150000095367432,8.5,7.25,6.25,7.5,6.25
Mongolia,2015,4,8,8,7,9,6,7,7,7.300000190734863,9,7.5,6.25,7.5,6.25
Mongolia,2017,4,8,8,7,9,7,7,7,7.400000095367432,9,7.75,6.25,7.5,6.5
Mongolia,2019,4,8,8,7,9,7,7,7,7.3,9,7.75,6.25,7,6.5
Mongolia,2021,4,8,8,7,9,6,7,7,7.25,9,7.5,6.25,7,6.5
Montenegro,2007,4,9.5,9,9,9,7,8,8,7.849999904632568,9.25,8.5,6.75,8,6.75
Montenegro,2009,4,9.5,9,9,10,7,7,8,7.800000190734863,9,8.75,6.5,8,6.75
Montenegro,2011,4,9.5,8,9,9,6,7,8,7.599999904632568,8.75,8,6.5,8,6.75
Montenegro,2013,4,9.5,8,9,9,6,7,8,7.900000095367432,9,8,6.75,8.5,7.25
Montenegro,2015,4,10,7,9,9,6,7,8,7.849999904632568,9.25,7.75,7,8,7.25
Montenegro,2017,4,10,7,9,8,6,7,8,7.550000190734863,9,7.5,7,7,7.25
Montenegro,2019,4,10,6,9,8,6,6,8,7.35,9,7.25,6.75,6.5,7.25
Montenegro,2021,4,10,6,8,8,6,6,8,7.1,8.75,7,6.5,6,7.25
Morocco,2005,2,7,4,2,6,5,4,6,4.483333110809326,6.75,4.25,4.75,2,4.6666667
Morocco,2007,2,7,5,2,5,5,3,6,4.400000095367432,6.75,4.25,4,2,5
Morocco,2009,2,7,3,2,4,5,3,6,4.050000190734863,6.75,3.5,4,2,4
Morocco,2011,1,7,3,2,4,4,2,6,3.900000095367432,6.75,3.25,3.5,2,4
Morocco,2013,2,7,4,2,4,4,2,6,4,6.75,3.5,3.75,2,4
Morocco,2015,1,7,4,2,4,4,2,5,3.833333253860474,6.75,3.5,3.25,2,3.6666667
Morocco,2017,1,7,3,2,4,3,2,5,3.799999952316284,6.75,3,3.25,2,4
Morocco,2019,1,7,3,2,3,3,2,5,3.683333333333334,6.75,2.75,3.25,2,3.666666666666667
Morocco,2021,1,7,3,2,3,2,2,4,3.583333333333333,6.75,2.5,3,2,3.666666666666667
Mozambique,2005,4,7.5,7,9,9,7,5,7,6.949999809265137,8.5,8,5.75,7,5.5
Mozambique,2007,4,7,8,8,7,7,4,6,6.550000190734863,8.25,7.5,4.75,7,5.25
Mozambique,2009,4,6.5,7,8,7,6,5,6,6.349999904632568,7.75,7,5.25,6.5,5.25
Mozambique,2011,4,6.5,7,7,7,7,4,6,6.150000095367432,7.75,7,4.75,6,5.25
Mozambique,2013,4,6,7,7,7,7,4,6,6.099999904632568,7.5,7,4.5,6,5.5
Mozambique,2015,3,6,7,6,6,6,4,5,5.599999904632568,7.5,6.25,4.25,5.5,4.5
Mozambique,2017,2,5,6,3,5,5,3,3,4.483333110809326,7,4.75,3,3,4.6666667
Mozambique,2019,2,5,6,5,4,4,3,3,4.483333333333333,7,4.75,3,3,4.666666666666667
Mozambique,2021,2,5,3,3,4,4,2,3,4.183333333333334,7,3.5,2.75,3,4.666666666666667
Myanmar,2005,1,3.5,1,1,1,1,1,1,1.649999976158142,4.25,1,1,1,1
Myanmar,2007,1,3.5,1,1,1,1,1,1,1.700000047683716,4.5,1,1,1,1
Myanmar,2009,1,3,1,1,1,1,1,1,1.716666698455811,4.25,1,1,1,1.3333333
Myanmar,2011,1,3,2,2,2,1,1,1,1.933333396911621,4.25,1.75,1,1,1.6666667
Myanmar,2013,1,3,4,3,4,5,4,1,3,4,4,2,2,3
Myanmar,2015,1,3.5,4,3,4,5,4,2,3.200000047683716,4.25,4,2.75,2,3
Myanmar,2017,1,3.5,7,3,5,5,4,3,3.5,4,5,3,2.5,3
Myanmar,2019,1,3.5,7,3,4,4,4,2,3.3,3.75,4.5,2.75,2.5,3
Myanmar,2021,1,3.5,6,2,4,4,4,2,3.15,3.75,4,3,2,3
Namibia,2005,4,8,9,9,9,9,8,8,7.699999809265137,8.75,9,7.75,7.5,5.5
Namibia,2007,5,8,8,10,9,9,9,7,8.100000381469727,8.75,9,7.5,8.5,6.75
Namibia,2009,4,8.5,7,8,8,8,7,7,7.800000190734863,9.25,7.75,7.25,8,6.75
Namibia,2011,4,8,7,9,9,9,7,7,7.699999809265137,8.5,8.5,7.25,8,6.25
Namibia,2013,4,8,8,10,8,9,7,7,7.75,8.5,8.75,7.25,7.5,6.75
Namibia,2015,4,8,9,9,8,8,7,7,7.75,8.5,8.5,7.25,7.5,7
Namibia,2017,4,7.5,9,9,8,8,6,7,7.5,8,8.5,6.75,7.5,6.75
Namibia,2019,4,8,9,9,8,8,6,7,7.5,8.25,8.5,6.75,7.5,6.5
Namibia,2021,4,7.5,9,9,9,8,7,7,7.55,8.25,8.75,6.75,7.5,6.5
Nepal,2005,1,4.5,1,1,6,6,3,4,3.700000047683716,5.25,3.5,3.75,2,4
Nepal,2007,1,4,1,1,6,6,5,4,3.799999952316284,5,3.5,4,2.5,4
Nepal,2009,3,5.5,7,6,7,6,6,5,5.349999904632568,6.25,6.5,5,5,4
Nepal,2011,3,5,7,5,7,6,5,4,5,6,6.25,4.25,4.5,4
Nepal,2013,2,5,5,3,7,7,5,4,4.633333206176758,5.5,5.5,4.5,3,4.6666667
Nepal,2015,3,5,7,6,7,7,5,4,5.199999809265137,5.5,6.75,4.25,5,4.5
Nepal,2017,3,4.5,7,5,6,7,5,4,4.900000095367432,5,6.25,4.25,5,4
Nepal,2019,3,5.5,8,5,7,8,5,5,5.85,5.75,7,5,6.5,5
Nepal,2021,3,5.5,8,6,7,8,5,5,5.95,5.75,7.25,5,6.5,5.25
Nicaragua,2005,4,6.5,8,8,8,7,6,6,6.650000095367432,7.75,7.75,5,6.5,6.25
Nicaragua,2007,4,6.5,9,8,8,8,6,7,6.650000095367432,7.75,8.25,5,6,6.25
Nicaragua,2009,3,7,6,8,7,7,4,7,5.900000095367432,8,7,4.5,4,6
Nicaragua,2011,3,7,6,8,7,7,4,6,5.75,7.75,7,4,4,6
Nicaragua,2013,3,6.5,6,8,7,7,4,6,5.599999904632568,7.5,7,4,4,5.5
Nicaragua,2015,3,6.5,6,8,7,7,4,6,5.599999904632568,7.5,7,4,4,5.5
Nicaragua,2017,2,6.5,5,3,6,6,3,6,4.916666507720947,7.5,5,3.75,3,5.3333333
Nicaragua,2019,2,6,5,3,2,4,2,3,4.033333333333333,7,3.5,2.5,2.5,4.666666666666667
Nicaragua,2021,1,5.5,5,3,2,4,2,2,3.65,6.75,3.5,2,2,4
Niger,2005,4,5.5,9,8,8,5,8,7,6.533333301544189,6.75,7.5,6.25,7.5,4.6666667
Niger,2007,4,5,9,8,7,5,8,6,6.433333396911621,6.25,7.25,6,7,5.6666667
Niger,2009,2,4,9,3,7,3,7,6,5.133333206176758,5.75,5.5,5.75,3,5.6666667
Niger,2011,4,4.5,9,8,9,9,7,6,6.650000095367432,5.75,8.75,5.75,7,6
Niger,2013,4,4.5,9,7,9,9,8,6,6.599999904632568,5.5,8.5,6,7,6
Niger,2015,4,5,9,7,9,8,8,6,6.699999809265137,5.75,8.25,6,7.5,6
Niger,2017,4,4.5,7,7,7,7,8,6,6.300000190734863,5.5,7,6,7,6
Niger,2019,4,5,7,7,6,7,7,6,6.1,5.75,6.75,5.5,6.5,6
Niger,2021,3,4.5,7,7,6,6,7,5,5.95,5.75,6.5,5,6.5,6
Nigeria,2005,4,4.5,6,5,7,7,6,6,6.050000190734863,5.75,6.25,5.25,7,6
Nigeria,2007,4,5,6,5,8,7,6,5,6.050000190734863,6,6.5,5.5,7,5.25
Nigeria,2009,2,5,5,2,8,6,6,5,4.766666889190674,6,5.25,5.25,2,5.3333333
Nigeria,2011,2,5,5,2,8,7,7,4,4.800000190734863,5.75,5.5,5.75,3,4
Nigeria,2013,3,4.5,7,6,8,7,7,4,5.400000095367432,5.25,7,5.75,5,4
Nigeria,2015,3,4,7,6,7,6,7,4,5.400000095367432,5,6.5,5.5,5.5,4.5
Nigeria,2017,3,4,7,6,7,6,6,4,5.349999904632568,5,6.5,5.25,5.5,4.5
Nigeria,2019,3,4,7,7,7,6,6,4,5.45,5.25,6.75,5.25,5.5,4.5
Nigeria,2021,2,4,5,3,6,5,5,4,4.25,4.75,4.75,4.75,3,4
North Korea,2005,1,8.5,1,1,1,1,1,1,2.700000047683716,9.25,1,1.25,1,1
North Korea,2007,1,9,1,1,1,1,1,1,2.700000047683716,9.5,1,1,1,1
North Korea,2009,1,8.5,1,1,1,1,1,1,2.650000095367432,9.25,1,1,1,1
North Korea,2011,1,8,1,1,1,1,1,1,2.599999904632568,9,1,1,1,1
North Korea,2013,1,8,1,1,1,1,1,1,2.599999904632568,9,1,1,1,1
North Korea,2015,1,8,1,1,1,1,1,1,2.599999904632568,9,1,1,1,1
North Korea,2017,1,8,1,1,1,1,1,1,2.599999904632568,9,1,1,1,1
North Korea,2019,1,8,1,1,1,1,1,1,2.65,9,1,1.25,1,1
North Korea,2021,1,7,1,1,1,1,1,1,2.55,8.5,1,1.25,1,1
North Macedonia,2005,4,7.5,9,9,9,9,8,8,7.550000190734863,8,9,7,8,5.75
North Macedonia,2007,4,8.5,9,9,9,8,8,7,7.75,8.5,8.75,6.75,8,6.75
North Macedonia,2009,4,9,8,9,10,7,8,8,7.949999809265137,8.75,8.5,7.25,8.5,6.75
North Macedonia,2011,4,9,8,9,8,6,7,8,7.599999904632568,8.75,7.75,6.75,8,6.75
North Macedonia,2013,4,9,8,8,8,5,7,8,7.199999809265137,8.5,7.25,6.75,7,6.5
North Macedonia,2015,4,9,7,7,7,4,6,8,6.650000095367432,8.25,6.25,6.25,6,6.5
North Macedonia,2017,4,9,7,7,7,4,5,8,6.449999809265137,8,6.25,6,5.5,6.5
North Macedonia,2019,4,9,7,8,9,6,6,8,7.2,8.5,7.5,6.5,6.5,7
North Macedonia,2021,4,9.5,7,9,9,7,7,8,7.6,9,8,7,7,7
Oman,2007,1,8.5,2,1,4,4,3,5,3.633333444595337,7.5,2.75,4.25,1,2.6666667
Oman,2009,1,9,3,1,4,4,2,5,3.983333349227905,8.25,3,4,2,2.6666667
Oman,2011,1,9,3,1,4,4,1,5,3.883333444595337,8.25,3,3.5,2,2.6666667
Oman,2013,1,9,3,1,2,2,1,3,3.316666603088379,7.75,2,2.5,2,2.3333333
Oman,2015,1,9,2,1,2,2,2,3,3.216666698455811,7.75,1.75,2.25,2,2.3333333
Oman,2017,1,9,2,1,2,1,1,3,3,7.5,1.5,2,2,2
Oman,2019,1,9,2,1,2,1,1,2,2.9,7.25,1.5,1.75,2,2
Oman,2021,1,9,2,1,2,1,1,2,2.95,7.25,1.5,2,2,2
Pakistan,2005,1,5,4,2,5,5,4,4,3.583333253860474,4.75,4,4,1.5,3.6666667
Pakistan,2007,1,5,4,1,5,5,4,4,3.650000095367432,4.75,3.75,3.75,2,4
Pakistan,2009,1,4.5,6,2,5,6,3,3,3.633333444595337,4.5,4.75,3.25,2,3.6666667
Pakistan,2011,1,3.5,6,2,5,5,3,2,3.433333396911621,3.75,4.5,2.75,2.5,3.6666667
Pakistan,2013,1,3.5,6,2,5,4,4,2,3.533333301544189,3.75,4.25,3,3,3.6666667
Pakistan,2015,1,4,6,3,5,3,4,3,3.700000047683716,4,4.25,3.25,3,4
Pakistan,2017,1,4.5,6,3,4,3,4,2,3.700000047683716,4.25,4,3.25,3,4
Pakistan,2019,1,5,6,3,4,3,4,3,3.75,4.5,4,3.25,3,4
Pakistan,2021,1,5.5,6,3,3,3,4,3,3.75,4.75,3.75,3.25,3,4
Panama,2005,4,7,10,7,8,7,8,7,7.550000190734863,8.25,8,6,8.5,7
Panama,2007,4,7,10,8,8,8,8,8,7.800000190734863,8.25,8.5,6.25,8.5,7.5
Panama,2009,4,7.5,10,8,9,8,7,8,7.900000095367432,8.5,8.75,6.25,8.5,7.5
Panama,2011,4,7.5,9,9,8,7,7,7,7.699999809265137,8.5,8.25,6,8.5,7.25
Panama,2013,4,8,8,9,8,7,6,7,7.349999904632568,8.75,8,5.5,7.5,7
Panama,2015,4,7.5,8,9,8,7,7,7,7.599999904632568,8.5,8,6,8.5,7
Panama,2017,4,7.5,8,8,8,7,7,7,7.300000190734863,8.5,7.75,6,7.5,6.75
Panama,2019,4,7.5,8,8,8,7,7,7,7.05,8,7.75,6,7,6.5
Panama,2021,4,7.5,8,8,7,7,6,7,6.8,8,7.5,5.5,7,6
Papua New Guinea,2005,4,5,7,5,10,10,8,5,6,6.5,8,6.25,4.5,4.75
Papua New Guinea,2007,4,5,7,5,10,10,7,6,6.099999904632568,6.5,8,5.75,5.5,4.75
Papua New Guinea,2009,4,5,7,5,10,10,8,6,6.349999904632568,6.5,8,6.5,6,4.75
Papua New Guinea,2011,4,5,7,5,10,10,7,6,6.099999904632568,6.5,8,6.25,5,4.75
Papua New Guinea,2013,3,5,6,4,10,9,6,5,5.949999809265137,6.5,7.25,5.5,5.5,5
Papua New Guinea,2015,3,4.5,6,5,10,9,6,5,5.900000095367432,6.25,7.5,5.5,5.5,4.75
Papua New Guinea,2017,4,4.5,6,8,9,8,6,6,6.300000190734863,6.5,7.75,5.75,6.5,5
Papua New Guinea,2019,4,4,6,7,9,8,6,6,6,6,7.5,5.75,6,4.75
Papua New Guinea,2021,4,4,6,7,8,8,7,6,6.1,6,7.25,6,6.5,4.75
Paraguay,2005,4,6.5,8,7,8,6,8,6,6.599999904632568,8.25,7.25,5.25,7,5.25
Paraguay,2007,4,6.5,7,8,8,7,8,6,6.75,8,7.5,5.75,7,5.5
Paraguay,2009,4,6.5,8,8,8,7,9,7,7,8,7.75,6.25,7.5,5.5
Paraguay,2011,4,6.5,8,7,8,7,9,7,7,8,7.5,6.25,7.5,5.75
Paraguay,2013,4,6,8,7,8,6,6,7,6.550000190734863,7.75,7.25,5.5,6.5,5.75
Paraguay,2015,4,6,8,8,8,6,7,7,6.75,7.75,7.5,5.75,7,5.75
Paraguay,2017,4,6,8,8,8,6,7,6,6.449999809265137,7.5,7.5,5.5,6,5.75
Paraguay,2019,4,6,8,8,8,6,8,6,6.6,7.5,7.5,5.75,6.5,5.75
Paraguay,2021,4,6,8,8,8,6,8,6,6.55,7.25,7.5,5.75,6.5,5.75
Peru,2005,4,7,9,8,9,8,7,6,6.849999904632568,8,8.5,6.25,6.5,5
Peru,2007,4,6.5,8,8,8,8,7,6,6.599999904632568,7.75,8,6.25,6.5,4.5
Peru,2009,4,6.5,8,7,8,8,7,6,6.699999809265137,7.75,7.75,6.25,7,4.75
Peru,2011,4,6.5,9,7,8,8,6,6,6.699999809265137,7.75,8,6,7,4.75
Peru,2013,4,6.5,9,7,8,8,7,6,6.75,7.75,8,6.25,7,4.75
Peru,2015,4,6.5,8,7,8,8,7,6,6.550000190734863,7.75,7.75,6.25,6.5,4.5
Peru,2017,4,6.5,7,8,8,8,8,6,6.599999904632568,7.75,7.75,6.5,6.5,4.5
Peru,2019,4,6.5,8,8,8,8,7,6,6.55,7.5,8,6.25,6.5,4.5
Peru,2021,4,7,8,8,8,8,6,6,6.45,7.75,8,6,6,4.5
Philippines,2005,4,6,7,7,10,8,9,6,6.949999809265137,6.75,8,6.5,7.5,6
Philippines,2007,4,6.5,6,6,7,6,9,6,6.300000190734863,7,6.25,6.5,6,5.75
Philippines,2009,3,6,6,5,6,5,7,4,5.900000095367432,6.5,5.5,5.75,6,5.75
Philippines,2011,4,6.5,7,6,9,5,7,5,6.400000095367432,6.75,6.75,6,7,5.5
Philippines,2013,4,7,7,6,9,6,7,6,6.800000190734863,7,7,6.5,7.5,6
Philippines,2015,4,7,7,6,9,6,6,6,6.699999809265137,7,7,6,7.5,6
Philippines,2017,4,6,7,6,8,6,6,4,6.300000190734863,6.5,6.75,5.5,7,5.75
Philippines,2019,3,6,7,6,7,5,5,4,5.75,6.5,6.25,4.75,5.5,5.75
Philippines,2021,3,6,7,6,6,4,4,4,5.4,6.5,5.75,4.5,4.5,5.75
Poland,2005,5,10,10,10,10,9,10,10,9.199999809265137,9.75,9.75,9.25,9.5,7.75
Poland,2007,5,10,10,10,10,8,9,9,8.800000190734863,9.75,9.5,8.75,8.5,7.5
Poland,2009,5,10,10,10,10,9,9,9,9,9.75,9.75,8.75,9,7.75
Poland,2011,5,10,10,10,10,9,10,10,9.199999809265137,9.5,9.75,9.25,9.5,8
Poland,2013,5,10,10,10,10,9,10,10,9.350000381469727,9.75,9.75,9.25,9.5,8.5
Poland,2015,5,10,10,10,10,10,10,9,9.5,9.75,10,9.25,10,8.5
