"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"64 years"	"64"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1826	19935709	9.2
	"64 years"	"64"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1392	19935709	7.0
	"64 years"	"64"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2498	19935709	12.5
	"64 years"	"64"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	5063	19935709	25.4
	"64 years"	"64"	"Hodgkin disease (C81)"	"GR113-038"	92	19935709	0.5
	"64 years"	"64"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1747	19935709	8.8
	"64 years"	"64"	"Leukemia (C91-C95)"	"GR113-040"	1894	19935709	9.5
	"64 years"	"64"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1316	19935709	6.6
	"64 years"	"64"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	14	19935709	Unreliable
	"64 years"	"64"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	8689	19935709	43.6
	"64 years"	"64"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1016	19935709	5.1
	"65 years"	"65"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	77600	19290414	402.3
	"65 years"	"65"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1703	19290414	8.8
	"65 years"	"65"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2469	19290414	12.8
	"65 years"	"65"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1368	19290414	7.1
	"65 years"	"65"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6367	19290414	33.0
	"65 years"	"65"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	5239	19290414	27.2
	"65 years"	"65"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	6401	19290414	33.2
	"65 years"	"65"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	693	19290414	3.6
	"65 years"	"65"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	19905	19290414	103.2
	"65 years"	"65"	"Malignant melanoma of skin (C43)"	"GR113-028"	937	19290414	4.9
	"65 years"	"65"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5190	19290414	26.9
	"65 years"	"65"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	479	19290414	2.5
	"65 years"	"65"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1905	19290414	9.9
	"65 years"	"65"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1862	19290414	9.7
	"65 years"	"65"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2843	19290414	14.7
	"65 years"	"65"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1816	19290414	9.4
	"65 years"	"65"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1450	19290414	7.5
	"65 years"	"65"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2410	19290414	12.5
	"65 years"	"65"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	5400	19290414	28.0
	"65 years"	"65"	"Hodgkin disease (C81)"	"GR113-038"	90	19290414	0.5
	"65 years"	"65"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1867	19290414	9.7
	"65 years"	"65"	"Leukemia (C91-C95)"	"GR113-040"	2081	19290414	10.8
	"65 years"	"65"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1347	19290414	7.0
	"65 years"	"65"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	15	19290414	Unreliable
	"65 years"	"65"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	9163	19290414	47.5
	"65 years"	"65"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1161	19290414	6.0
	"66 years"	"66"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	79952	18522621	431.6
	"66 years"	"66"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1682	18522621	9.1
	"66 years"	"66"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2634	18522621	14.2
	"66 years"	"66"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1350	18522621	7.3
	"66 years"	"66"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6567	18522621	35.5
	"66 years"	"66"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	5424	18522621	29.3
	"66 years"	"66"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	6661	18522621	36.0
	"66 years"	"66"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	719	18522621	3.9
	"66 years"	"66"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	20567	18522621	111.0
	"66 years"	"66"	"Malignant melanoma of skin (C43)"	"GR113-028"	990	18522621	5.3
	"66 years"	"66"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5027	18522621	27.1
	"66 years"	"66"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	488	18522621	2.6
	"66 years"	"66"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2049	18522621	11.1
	"66 years"	"66"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1842	18522621	9.9
	"66 years"	"66"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2986	18522621	16.1
	"66 years"	"66"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1955	18522621	10.6
	"66 years"	"66"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1522	18522621	8.2
	"66 years"	"66"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2570	18522621	13.9
	"66 years"	"66"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	5798	18522621	31.3
	"66 years"	"66"	"Hodgkin disease (C81)"	"GR113-038"	110	18522621	0.6
	"66 years"	"66"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2025	18522621	10.9
	"66 years"	"66"	"Leukemia (C91-C95)"	"GR113-040"	2218	18522621	12.0
	"66 years"	"66"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1437	18522621	7.8
	"66 years"	"66"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	9121	18522621	49.2
	"66 years"	"66"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1294	18522621	7.0
	"67 years"	"67"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	82420	17857988	461.5
	"67 years"	"67"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1789	17857988	10.0
	"67 years"	"67"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2565	17857988	14.4
	"67 years"	"67"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1408	17857988	7.9
	"67 years"	"67"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6766	17857988	37.9
	"67 years"	"67"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	5214	17857988	29.2
	"67 years"	"67"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7138	17857988	40.0
	"67 years"	"67"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	667	17857988	3.7
	"67 years"	"67"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	21191	17857988	118.7
	"67 years"	"67"	"Malignant melanoma of skin (C43)"	"GR113-028"	1029	17857988	5.8
	"67 years"	"67"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5180	17857988	29.0
	"67 years"	"67"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	458	17857988	2.6
	"67 years"	"67"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2119	17857988	11.9
	"67 years"	"67"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	2027	17857988	11.4
	"67 years"	"67"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	3349	17857988	18.8
	"67 years"	"67"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1925	17857988	10.8
	"67 years"	"67"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1555	17857988	8.7
	"67 years"	"67"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2550	17857988	14.3
	"67 years"	"67"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	6087	17857988	34.1
	"67 years"	"67"	"Hodgkin disease (C81)"	"GR113-038"	115	17857988	0.6
	"67 years"	"67"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2171	17857988	12.2
	"67 years"	"67"	"Leukemia (C91-C95)"	"GR113-040"	2276	17857988	12.7
	"67 years"	"67"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1516	17857988	8.5
	"67 years"	"67"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	9403	17857988	52.7
	"67 years"	"67"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1360	17857988	7.6
	"68 years"	"68"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	84380	17196069	490.7
	"68 years"	"68"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1710	17196069	9.9
	"68 years"	"68"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2652	17196069	15.4
	"68 years"	"68"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1437	17196069	8.4
	"68 years"	"68"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6612	17196069	38.5
	"68 years"	"68"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	5366	17196069	31.2
	"68 years"	"68"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7351	17196069	42.7
	"68 years"	"68"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	668	17196069	3.9
	"68 years"	"68"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	21459	17196069	124.8
	"68 years"	"68"	"Malignant melanoma of skin (C43)"	"GR113-028"	1000	17196069	5.8
	"68 years"	"68"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5217	17196069	30.3
	"68 years"	"68"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	408	17196069	2.4
	"68 years"	"68"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2120	17196069	12.3
	"68 years"	"68"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1970	17196069	11.5
	"68 years"	"68"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	3647	17196069	21.2
	"68 years"	"68"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1934	17196069	11.2
	"68 years"	"68"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1731	17196069	10.1
	"68 years"	"68"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2592	17196069	15.1
	"68 years"	"68"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	6524	17196069	37.9
	"68 years"	"68"	"Hodgkin disease (C81)"	"GR113-038"	111	17196069	0.6
	"68 years"	"68"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2261	17196069	13.1
	"68 years"	"68"	"Leukemia (C91-C95)"	"GR113-040"	2520	17196069	14.7
	"68 years"	"68"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1615	17196069	9.4
	"68 years"	"68"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	17	17196069	Unreliable
	"68 years"	"68"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	9982	17196069	58.0
	"68 years"	"68"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1371	17196069	8.0
	"69 years"	"69"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	86973	16574211	524.7
	"69 years"	"69"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1679	16574211	10.1
	"69 years"	"69"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2612	16574211	15.8
	"69 years"	"69"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1582	16574211	9.5
	"69 years"	"69"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6914	16574211	41.7
	"69 years"	"69"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	5278	16574211	31.8
	"69 years"	"69"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7373	16574211	44.5
	"69 years"	"69"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	643	16574211	3.9
	"69 years"	"69"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	22431	16574211	135.3
	"69 years"	"69"	"Malignant melanoma of skin (C43)"	"GR113-028"	1076	16574211	6.5
	"69 years"	"69"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5351	16574211	32.3
	"69 years"	"69"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	443	16574211	2.7
	"69 years"	"69"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2121	16574211	12.8
	"69 years"	"69"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1993	16574211	12.0
	"69 years"	"69"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	3781	16574211	22.8
	"69 years"	"69"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2060	16574211	12.4
	"69 years"	"69"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1818	16574211	11.0
	"69 years"	"69"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2653	16574211	16.0
	"69 years"	"69"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	7115	16574211	42.9
	"69 years"	"69"	"Hodgkin disease (C81)"	"GR113-038"	122	16574211	0.7
	"69 years"	"69"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2502	16574211	15.1
	"69 years"	"69"	"Leukemia (C91-C95)"	"GR113-040"	2787	16574211	16.8
	"69 years"	"69"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1693	16574211	10.2
	"69 years"	"69"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	11	16574211	Unreliable
	"69 years"	"69"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10050	16574211	60.6
	"69 years"	"69"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1586	16574211	9.6
	"70 years"	"70"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	89543	16008121	559.4
	"70 years"	"70"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1656	16008121	10.3
	"70 years"	"70"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2701	16008121	16.9
	"70 years"	"70"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1542	16008121	9.6
	"70 years"	"70"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6894	16008121	43.1
	"70 years"	"70"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	5037	16008121	31.5
	"70 years"	"70"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7830	16008121	48.9
	"70 years"	"70"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	671	16008121	4.2
	"70 years"	"70"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	23044	16008121	144.0
	"70 years"	"70"	"Malignant melanoma of skin (C43)"	"GR113-028"	1082	16008121	6.8
	"70 years"	"70"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5542	16008121	34.6
	"70 years"	"70"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	407	16008121	2.5
	"70 years"	"70"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2124	16008121	13.3
	"70 years"	"70"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	2028	16008121	12.7
	"70 years"	"70"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4074	16008121	25.4
	"70 years"	"70"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2216	16008121	13.8
	"70 years"	"70"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1971	16008121	12.3
	"70 years"	"70"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2662	16008121	16.6
	"70 years"	"70"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	7544	16008121	47.1
	"70 years"	"70"	"Hodgkin disease (C81)"	"GR113-038"	120	16008121	0.7
	"70 years"	"70"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2576	16008121	16.1
	"70 years"	"70"	"Leukemia (C91-C95)"	"GR113-040"	2920	16008121	18.2
	"70 years"	"70"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1910	16008121	11.9
	"70 years"	"70"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	18	16008121	Unreliable
	"70 years"	"70"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10518	16008121	65.7
	"70 years"	"70"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1744	16008121	10.9
	"71 years"	"71"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	93577	15636253	598.5
	"71 years"	"71"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1674	15636253	10.7
	"71 years"	"71"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2810	15636253	18.0
	"71 years"	"71"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1554	15636253	9.9
	"71 years"	"71"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6945	15636253	44.4
	"71 years"	"71"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	4979	15636253	31.8
	"71 years"	"71"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	8146	15636253	52.1
	"71 years"	"71"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	691	15636253	4.4
	"71 years"	"71"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	24335	15636253	155.6
	"71 years"	"71"	"Malignant melanoma of skin (C43)"	"GR113-028"	1177	15636253	7.5
	"71 years"	"71"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5568	15636253	35.6
	"71 years"	"71"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	389	15636253	2.5
	"71 years"	"71"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2243	15636253	14.3
	"71 years"	"71"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	2027	15636253	13.0
	"71 years"	"71"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4486	15636253	28.7
	"71 years"	"71"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2208	15636253	14.1
	"71 years"	"71"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2180	15636253	13.9
	"71 years"	"71"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2757	15636253	17.6
	"71 years"	"71"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	8185	15636253	52.3
	"71 years"	"71"	"Hodgkin disease (C81)"	"GR113-038"	137	15636253	0.9
	"71 years"	"71"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2802	15636253	17.9
	"71 years"	"71"	"Leukemia (C91-C95)"	"GR113-040"	3209	15636253	20.5
	"71 years"	"71"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2025	15636253	13.0
	"71 years"	"71"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	12	15636253	Unreliable
	"71 years"	"71"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11223	15636253	71.8
	"71 years"	"71"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1837	15636253	11.7
	"72 years"	"72"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	92937	14577373	637.5
	"72 years"	"72"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1697	14577373	11.6
	"72 years"	"72"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2823	14577373	19.4
	"72 years"	"72"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1494	14577373	10.2
	"72 years"	"72"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6914	14577373	47.4
	"72 years"	"72"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	4578	14577373	31.4
	"72 years"	"72"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7974	14577373	54.7
	"72 years"	"72"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	652	14577373	4.5
	"72 years"	"72"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	24320	14577373	166.8
	"72 years"	"72"	"Malignant melanoma of skin (C43)"	"GR113-028"	1105	14577373	7.6
	"72 years"	"72"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5604	14577373	38.4
	"72 years"	"72"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	381	14577373	2.6
	"72 years"	"72"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2218	14577373	15.2
	"72 years"	"72"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	2121	14577373	14.5
	"72 years"	"72"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4592	14577373	31.5
	"72 years"	"72"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2217	14577373	15.2
	"72 years"	"72"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2149	14577373	14.7
	"72 years"	"72"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2624	14577373	18.0
	"72 years"	"72"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	8437	14577373	57.9
	"72 years"	"72"	"Hodgkin disease (C81)"	"GR113-038"	134	14577373	0.9
	"72 years"	"72"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2906	14577373	19.9
	"72 years"	"72"	"Leukemia (C91-C95)"	"GR113-040"	3356	14577373	23.0
	"72 years"	"72"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2023	14577373	13.9
	"72 years"	"72"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	18	14577373	Unreliable
	"72 years"	"72"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11037	14577373	75.7
	"72 years"	"72"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1930	14577373	13.2
	"73 years"	"73"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	93520	13611876	687.0
	"73 years"	"73"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1578	13611876	11.6
	"73 years"	"73"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2724	13611876	20.0
	"73 years"	"73"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1442	13611876	10.6
	"73 years"	"73"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6800	13611876	50.0
	"73 years"	"73"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	4598	13611876	33.8
	"73 years"	"73"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7860	13611876	57.7
	"73 years"	"73"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	613	13611876	4.5
	"73 years"	"73"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	24872	13611876	182.7
	"73 years"	"73"	"Malignant melanoma of skin (C43)"	"GR113-028"	1168	13611876	8.6
	"73 years"	"73"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5413	13611876	39.8
	"73 years"	"73"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	364	13611876	2.7
	"73 years"	"73"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	2096	13611876	15.4
	"73 years"	"73"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	2044	13611876	15.0
	"73 years"	"73"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4866	13611876	35.7
	"73 years"	"73"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2238	13611876	16.4
	"73 years"	"73"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2325	13611876	17.1
	"73 years"	"73"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2479	13611876	18.2
	"73 years"	"73"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	8855	13611876	65.1
	"73 years"	"73"	"Hodgkin disease (C81)"	"GR113-038"	135	13611876	1.0
	"73 years"	"73"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3046	13611876	22.4
	"73 years"	"73"	"Leukemia (C91-C95)"	"GR113-040"	3533	13611876	26.0
