entity,year,cVDPV1,cVDPV2,cVDPV3,total_cVDPV,wild_polio_cases,non_polio_afp_rate,percent_adequate_stool_collection,total_polio,wild_polio_cases_per_million,cVDPV1_per_million,cVDPV2_per_million,cVDPV3_per_million,total_cVDPV_per_million,total_polio_per_million
Nepal,1998,,,,,,,,31.0,,,,,,1.344
Nepal,1999,,,,,,,,42.0,,,,,,1.786
Nepal,2000,,,,,,,,29.0,,,,,,1.211
Nepal,2001,,,,0.0,0.0,1.83,83.0,0.0,0.0,,,,0.0,0.0
Nepal,2002,,,,0.0,0.0,1.99,87.0,0.0,0.0,,,,0.0,0.0
Nepal,2003,,,,0.0,0.0,1.89,86.0,0.0,0.0,,,,0.0,0.0
Nepal,2004,,,,0.0,0.0,2.15,84.0,0.0,0.0,,,,0.0,0.0
Nepal,2005,,,,0.0,4.0,2.25,84.0,4.0,0.155,,,,0.0,0.155
Nepal,2006,,,,0.0,5.0,3.5,86.0,5.0,0.192,,,,0.0,0.192
Nepal,2007,,,,0.0,5.0,3.24,83.0,5.0,0.19,,,,0.0,0.19
Nepal,2008,,,,0.0,6.0,3.93,87.0,6.0,0.225,,,,0.0,0.225
Nepal,2009,,,,0.0,0.0,4.15,87.0,0.0,0.0,,,,0.0,0.0
Nepal,2010,,,,0.0,6.0,5.5,88.0,6.0,0.222,,,,0.0,0.222
Nepal,2011,,,,0.0,0.0,5.2,89.0,0.0,0.0,,,,0.0,0.0
Nepal,2012,,,,0.0,0.0,5.83,95.0,0.0,0.0,,,,0.0,0.0
Nepal,2013,,,,0.0,0.0,5.21,90.0,0.0,0.0,,,,0.0,0.0
Nepal,2014,,,,0.0,0.0,4.37,95.0,0.0,0.0,,,,0.0,0.0
Nepal,2015,,,,0.0,0.0,3.45,95.0,0.0,0.0,,,,0.0,0.0
Nepal,2016,,,,0.0,0.0,4.06,97.0,0.0,0.0,,,,0.0,0.0
Nepal,2017,,,,0.0,0.0,3.31,98.0,0.0,0.0,,,,0.0,0.0
Nepal,2018,,,,0.0,0.0,2.99,97.0,0.0,0.0,,,,0.0,0.0
Nepal,2019,,,,0.0,0.0,3.04,98.0,0.0,0.0,,,,0.0,0.0
Nepal,2020,,,,0.0,0.0,2.02,98.0,0.0,0.0,,,,0.0,0.0
Nepal,2021,,,,0.0,0.0,2.32,77.0,0.0,0.0,,,,0.0,0.0
Netherlands,1980,,,,,,,,0.0,,,,,,0.0
Netherlands,1981,,,,,,,,1.0,,,,,,0.07
Netherlands,1982,,,,,,,,0.0,,,,,,0.0
Netherlands,1983,,,,,,,,1.0,,,,,,0.07
Netherlands,1984,,,,,,,,1.0,,,,,,0.069
Netherlands,1985,,,,,,,,0.0,,,,,,0.0
Netherlands,1986,,,,,,,,0.0,,,,,,0.0
Netherlands,1987,,,,,,,,0.0,,,,,,0.0
Netherlands,1988,,,,,,,,0.0,,,,,,0.0
Netherlands,1989,,,,,,,,0.0,,,,,,0.0
Netherlands,1990,,,,,,,,0.0,,,,,,0.0
Netherlands,1991,,,,,,,,0.0,,,,,,0.0
Netherlands,1992,,,,,,,,64.0,,,,,,4.22
Netherlands,1993,,,,,,,,7.0,,,,,,0.458
Netherlands,1994,,,,,,,,0.0,,,,,,0.0
Netherlands,1995,,,,,,,,0.0,,,,,,0.0
Netherlands,1996,,,,,,,,0.0,,,,,,0.0
Netherlands,1997,,,,,,,,0.0,,,,,,0.0
Netherlands,1998,,,,,,,,0.0,,,,,,0.0
Netherlands,1999,,,,,,,,0.0,,,,,,0.0
Netherlands,2000,,,,,,,,0.0,,,,,,0.0
Netherlands,2001,,,,0.0,0.0,0.89,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2002,,,,0.0,0.0,0.58,6.0,0.0,0.0,,,,0.0,0.0
Netherlands,2003,,,,,,,,0.0,,,,,,0.0
Netherlands,2004,,,,,,,,0.0,,,,,,0.0
Netherlands,2005,,,,,,,,0.0,,,,,,0.0
Netherlands,2006,,,,,,,,0.0,,,,,,0.0
Netherlands,2007,,,,,,,,0.0,,,,,,0.0
Netherlands,2008,,,,,,,,0.0,,,,,,0.0
Netherlands,2009,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Netherlands,2010,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Netherlands,2011,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Netherlands,2012,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Netherlands,2013,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2014,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2015,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2016,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2017,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2018,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2019,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Netherlands,2021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
New Zealand,1980,,,,,,,,0.0,,,,,,0.0
New Zealand,1981,,,,,,,,0.0,,,,,,0.0
New Zealand,1982,,,,,,,,0.0,,,,,,0.0
New Zealand,1983,,,,,,,,0.0,,,,,,0.0
New Zealand,1984,,,,,,,,0.0,,,,,,0.0
New Zealand,1985,,,,,,,,0.0,,,,,,0.0
New Zealand,1986,,,,,,,,0.0,,,,,,0.0
New Zealand,1987,,,,,,,,0.0,,,,,,0.0
New Zealand,1988,,,,,,,,0.0,,,,,,0.0
New Zealand,1989,,,,,,,,0.0,,,,,,0.0
New Zealand,1990,,,,,,,,0.0,,,,,,0.0
New Zealand,1991,,,,,,,,0.0,,,,,,0.0
New Zealand,1992,,,,,,,,0.0,,,,,,0.0
New Zealand,1993,,,,,,,,0.0,,,,,,0.0
New Zealand,1994,,,,,,,,0.0,,,,,,0.0
New Zealand,1995,,,,,,,,0.0,,,,,,0.0
New Zealand,1996,,,,,,,,0.0,,,,,,0.0
New Zealand,1997,,,,,,,,0.0,,,,,,0.0
New Zealand,1998,,,,,,,,0.0,,,,,,0.0
New Zealand,1999,,,,,,,,0.0,,,,,,0.0
New Zealand,2000,,,,,,,,0.0,,,,,,0.0
New Zealand,2001,,,,0.0,0.0,1.22,27.0,0.0,0.0,,,,0.0,0.0
New Zealand,2002,,,,0.0,0.0,1.22,55.0,0.0,0.0,,,,0.0,0.0
New Zealand,2003,,,,0.0,0.0,1.0,44.0,0.0,0.0,,,,0.0,0.0
New Zealand,2004,,,,0.0,0.0,1.33,42.0,0.0,0.0,,,,0.0,0.0
New Zealand,2005,,,,0.0,0.0,1.0,22.0,0.0,0.0,,,,0.0,0.0
New Zealand,2006,,,,0.0,0.0,1.0,88.0,0.0,0.0,,,,0.0,0.0
New Zealand,2007,,,,0.0,0.0,0.5,50.0,0.0,0.0,,,,0.0,0.0
New Zealand,2008,,,,0.0,0.0,0.78,57.0,0.0,0.0,,,,0.0,0.0
New Zealand,2009,,,,0.0,0.0,1.0,44.0,0.0,0.0,,,,0.0,0.0
New Zealand,2010,,,,0.0,0.0,0.81,29.0,0.0,0.0,,,,0.0,0.0
New Zealand,2011,,,,0.0,0.0,0.35,33.0,0.0,0.0,,,,0.0,0.0
New Zealand,2012,,,,0.0,0.0,0.93,25.0,0.0,0.0,,,,0.0,0.0
New Zealand,2013,,,,0.0,0.0,1.39,50.0,0.0,0.0,,,,0.0,0.0
New Zealand,2014,,,,0.0,0.0,0.93,38.0,0.0,0.0,,,,0.0,0.0
New Zealand,2015,,,,0.0,0.0,0.8,29.0,0.0,0.0,,,,0.0,0.0
New Zealand,2016,,,,0.0,0.0,1.39,58.0,0.0,0.0,,,,0.0,0.0
New Zealand,2017,,,,0.0,0.0,1.5,38.0,0.0,0.0,,,,0.0,0.0
New Zealand,2018,,,,0.0,0.0,1.16,60.0,0.0,0.0,,,,0.0,0.0
New Zealand,2019,,,,0.0,0.0,1.62,71.0,0.0,0.0,,,,0.0,0.0
New Zealand,2020,,,,0.0,0.0,2.5,55.0,0.0,0.0,,,,0.0,0.0
New Zealand,2021,,,,0.0,0.0,1.74,44.0,0.0,0.0,,,,0.0,0.0
Nicaragua,1980,,,,,,,,21.0,,,,,,6.431
Nicaragua,1981,,,,,,,,46.0,,,,,,13.69
Nicaragua,1982,,,,,,,,0.0,,,,,,0.0
Nicaragua,1983,,,,,,,,0.0,,,,,,0.0
Nicaragua,1984,,,,,,,,0.0,,,,,,0.0
Nicaragua,1985,,,,,,,,0.0,,,,,,0.0
Nicaragua,1986,,,,,,,,0.0,,,,,,0.0
Nicaragua,1987,,,,,,,,0.0,,,,,,0.0
Nicaragua,1988,,,,,,,,0.0,,,,,,0.0
Nicaragua,1989,,,,,,,,0.0,,,,,,0.0
Nicaragua,1990,,,,,,,,0.0,,,,,,0.0
Nicaragua,1991,,,,,,,,0.0,,,,,,0.0
Nicaragua,1992,,,,,,,,0.0,,,,,,0.0
Nicaragua,1993,,,,,,,,0.0,,,,,,0.0
Nicaragua,1994,,,,,,,,0.0,,,,,,0.0
Nicaragua,1995,,,,,,,,0.0,,,,,,0.0
Nicaragua,1996,,,,,,,,0.0,,,,,,0.0
Nicaragua,1997,,,,,,,,0.0,,,,,,0.0
Nicaragua,1998,,,,,,,,0.0,,,,,,0.0
Nicaragua,1999,,,,,,,,0.0,,,,,,0.0
Nicaragua,2000,,,,,,,,0.0,,,,,,0.0
Nicaragua,2001,,,,0.0,0.0,1.33,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2002,,,,0.0,0.0,1.25,96.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2003,,,,0.0,0.0,1.62,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2004,,,,0.0,0.0,1.29,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2005,,,,0.0,0.0,1.45,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2006,,,,0.0,0.0,1.26,93.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2007,,,,0.0,0.0,1.26,93.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2008,,,,0.0,0.0,0.84,72.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2009,,,,0.0,0.0,0.89,74.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2010,,,,0.0,0.0,1.49,53.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2011,,,,0.0,0.0,1.44,90.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2012,,,,0.0,0.0,1.54,90.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2013,,,,0.0,0.0,1.0,90.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2014,,,,0.0,0.0,1.4,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2015,,,,0.0,0.0,0.98,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2016,,,,0.0,0.0,1.29,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2017,,,,0.0,0.0,1.0,95.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2018,,,,0.0,0.0,0.9,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2019,,,,0.0,0.0,1.25,100.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2020,,,,0.0,0.0,0.88,78.0,0.0,0.0,,,,0.0,0.0
Nicaragua,2021,,,,0.0,0.0,0.65,23.0,0.0,0.0,,,,0.0,0.0
Niger,1980,,,,,,,,311.0,,,,,,51.929
Niger,1981,,,,,,,,279.0,,,,,,45.265
Niger,1982,,,,,,,,175.0,,,,,,27.587
Niger,1983,,,,,,,,201.0,,,,,,30.787
Niger,1984,,,,,,,,184.0,,,,,,27.384
Niger,1985,,,,,,,,146.0,,,,,,21.11
Niger,1986,,,,,,,,30.0,,,,,,4.214
Niger,1987,,,,,,,,24.0,,,,,,3.275
Niger,1988,,,,,,,,33.0,,,,,,4.372
Niger,1989,,,,,,,,19.0,,,,,,2.442
Niger,1990,,,,,,,,32.0,,,,,,3.987
Niger,1991,,,,,,,,57.0,,,,,,6.877
Niger,1992,,,,,,,,40.0,,,,,,4.669
Niger,1993,,,,,,,,41.0,,,,,,4.627
Niger,1994,,,,,,,,62.0,,,,,,6.762
Niger,1995,,,,,,,,40.0,,,,,,4.215
Niger,1996,,,,,,,,40.0,,,,,,4.071
Niger,1997,,,,,,,,56.0,,,,,,5.502
Niger,1998,,,,,,,,8.0,,,,,,0.759
Niger,1999,,,,,,,,56.0,,,,,,5.124
Niger,2000,,,,,,,,33.0,,,,,,2.912
Niger,2001,,,,0.0,6.0,4.4,81.0,6.0,0.511,,,,0.0,0.511
Niger,2002,,,,0.0,3.0,2.9,86.0,3.0,0.246,,,,0.0,0.246
Niger,2003,,,,0.0,40.0,2.4,79.0,40.0,3.163,,,,0.0,3.163
Niger,2004,,,,0.0,25.0,2.6,84.0,25.0,1.905,,,,0.0,1.905
Niger,2005,,,,0.0,10.0,4.0,85.0,10.0,0.734,,,,0.0,0.734
Niger,2006,,,,2.0,11.0,2.7,96.0,13.0,0.778,,,,0.141,0.919
Niger,2007,,,,0.0,11.0,3.3,92.0,11.0,0.749,,,,0.0,0.749
Niger,2008,,,,0.0,12.0,4.9,84.0,12.0,0.787,,,,0.0,0.787
Niger,2009,,,,0.0,15.0,4.66,79.0,15.0,0.947,,,,0.0,0.947
Niger,2010,,,,1.0,2.0,4.5,83.0,3.0,0.121,,,,0.061,0.182
Niger,2011,,,,1.0,5.0,4.02,81.0,6.0,0.292,,,,0.058,0.351
Niger,2012,,,,0.0,1.0,4.26,77.0,1.0,0.056,,,,0.0,0.056
Niger,2013,,,,1.0,0.0,3.78,80.0,1.0,0.0,,,,0.054,0.054
Niger,2014,,,,0.0,0.0,2.71,85.0,0.0,0.0,,,,0.0,0.0
Niger,2015,,,,0.0,0.0,2.24,90.0,0.0,0.0,,,,0.0,0.0
Niger,2016,0.0,0.0,0.0,0.0,0.0,3.91,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,2017,0.0,0.0,0.0,0.0,0.0,7.54,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,2018,0.0,10.0,0.0,10.0,0.0,10.82,58.0,10.0,0.0,0.0,0.446,0.0,0.446,0.446
Niger,2019,0.0,1.0,0.0,1.0,0.0,10.11,85.0,1.0,0.0,0.0,0.043,0.0,0.043,0.043
Niger,2020,0.0,10.0,0.0,10.0,0.0,6.28,66.0,10.0,0.0,0.0,0.413,0.0,0.413,0.413
Niger,2021,0.0,17.0,0.0,17.0,0.0,6.87,52.0,17.0,0.0,0.0,0.676,0.0,0.676,0.676
Nigeria,1980,,,,,,,,816.0,,,,,,11.114
Nigeria,1981,,,,,,,,335.0,,,,,,4.441
Nigeria,1982,,,,,,,,395.0,,,,,,5.102
Nigeria,1983,,,,,,,,392.0,,,,,,4.936
Nigeria,1984,,,,,,,,625.0,,,,,,7.674
Nigeria,1985,,,,,,,,959.0,,,,,,11.476
Nigeria,1986,,,,,,,,453.0,,,,,,5.282
Nigeria,1987,,,,,,,,606.0,,,,,,6.883
Nigeria,1988,,,,,,,,1460.0,,,,,,16.151
Nigeria,1989,,,,,,,,455.0,,,,,,4.904
Nigeria,1990,,,,,,,,1873.0,,,,,,19.672
Nigeria,1991,,,,,,,,842.0,,,,,,8.621
Nigeria,1992,,,,,,,,957.0,,,,,,9.555
Nigeria,1993,,,,,,,,1083.0,,,,,,10.545
Nigeria,1994,,,,,,,,502.0,,,,,,4.768
Nigeria,1995,,,,,,,,439.0,,,,,,4.067
Nigeria,1996,,,,,,,,942.0,,,,,,8.512
Nigeria,1997,,,,,,,,383.0,,,,,,3.376
Nigeria,1998,,,,,,,,312.0,,,,,,2.682
Nigeria,1999,,,,,,,,981.0,,,,,,8.226
Nigeria,2000,,,,,,,,638.0,,,,,,5.217
Nigeria,2001,,,,0.0,56.0,3.8,67.0,56.0,0.447,,,,0.0,0.447
Nigeria,2002,,,,0.0,202.0,5.7,84.0,202.0,1.571,,,,0.0,1.571
Nigeria,2003,,,,0.0,355.0,6.0,91.0,355.0,2.691,,,,0.0,2.691
Nigeria,2004,,,,0.0,782.0,8.0,91.0,782.0,5.779,,,,0.0,5.779
Nigeria,2005,,,,1.0,830.0,6.3,85.0,831.0,5.977,,,,0.007,5.984
Nigeria,2006,,,,21.0,1122.0,6.5,88.0,1143.0,7.872,,,,0.147,8.019
Nigeria,2007,,,,68.0,285.0,5.86,94.0,353.0,1.948,,,,0.465,2.412
Nigeria,2008,,,,68.0,798.0,6.54,93.0,866.0,5.31,,,,0.453,5.763
Nigeria,2009,,,,154.0,388.0,7.09,95.0,542.0,2.514,,,,0.998,3.512
Nigeria,2010,,,,27.0,21.0,8.64,95.0,48.0,0.132,,,,0.17,0.303
Nigeria,2011,,,,33.0,62.0,8.54,94.0,95.0,0.381,,,,0.203,0.584
Nigeria,2012,,,,8.0,122.0,10.07,94.0,130.0,0.73,,,,0.048,0.777
Nigeria,2013,,,,4.0,53.0,11.99,100.0,57.0,0.309,,,,0.023,0.332
Nigeria,2014,,,,30.0,6.0,14.53,98.0,36.0,0.034,,,,0.17,0.204
Nigeria,2015,,,,1.0,0.0,18.83,99.0,1.0,0.0,,,,0.006,0.006
Nigeria,2016,0.0,1.0,0.0,1.0,4.0,24.51,99.0,5.0,0.022,0.0,0.005,0.0,0.005,0.027
Nigeria,2017,0.0,0.0,0.0,0.0,0.0,22.61,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,2018,0.0,34.0,0.0,34.0,0.0,12.88,95.0,34.0,0.0,0.0,0.174,0.0,0.174,0.174
Nigeria,2019,0.0,18.0,0.0,18.0,0.0,10.27,94.0,18.0,0.0,0.0,0.09,0.0,0.09,0.09
Nigeria,2020,0.0,8.0,0.0,8.0,0.0,8.5,83.0,8.0,0.0,0.0,0.039,0.0,0.039,0.039
Nigeria,2021,0.0,415.0,0.0,415.0,0.0,10.12,49.0,415.0,0.0,0.0,1.963,0.0,1.963,1.963
Niue,1980,,,,,,,,0.0,,,,,,0.0
Niue,1981,,,,,,,,0.0,,,,,,0.0
Niue,1982,,,,,,,,0.0,,,,,,0.0
Niue,1983,,,,,,,,0.0,,,,,,0.0
Niue,1984,,,,,,,,0.0,,,,,,0.0
Niue,1985,,,,,,,,0.0,,,,,,0.0
Niue,1986,,,,,,,,0.0,,,,,,0.0
Niue,1987,,,,,,,,0.0,,,,,,0.0
Niue,1988,,,,,,,,0.0,,,,,,0.0
Niue,1989,,,,,,,,0.0,,,,,,0.0
Niue,1990,,,,,,,,0.0,,,,,,0.0
Niue,1991,,,,,,,,0.0,,,,,,0.0
Niue,1992,,,,,,,,0.0,,,,,,0.0
Niue,1993,,,,,,,,0.0,,,,,,0.0
Niue,1994,,,,,,,,0.0,,,,,,0.0
Niue,1995,,,,,,,,0.0,,,,,,0.0
Niue,1996,,,,,,,,0.0,,,,,,0.0
Niue,1997,,,,,,,,0.0,,,,,,0.0
Niue,1998,,,,,,,,0.0,,,,,,0.0
Niue,1999,,,,,,,,0.0,,,,,,0.0
Niue,2000,,,,,,,,0.0,,,,,,0.0
Niue,2001,,,,,,,,0.0,,,,,,0.0
Niue,2002,,,,,,,,0.0,,,,,,0.0
Niue,2003,,,,,,,,0.0,,,,,,0.0
Niue,2004,,,,,,,,0.0,,,,,,0.0
Niue,2005,,,,,,,,0.0,,,,,,0.0
Niue,2006,,,,,,,,0.0,,,,,,0.0
Niue,2007,,,,,,,,0.0,,,,,,0.0
Niue,2008,,,,,,,,0.0,,,,,,0.0
Niue,2009,,,,,,,,,,,,,,
Niue,2010,,,,,,,,0.0,,,,,,0.0
Niue,2011,,,,,,,,,,,,,,
Niue,2012,,,,,,,,,,,,,,
Niue,2013,,,,,,,,,,,,,,
Niue,2014,,,,,,,,,,,,,,
Niue,2015,,,,,,,,,,,,,,
Niue,2016,,,,0.0,,,,,,,,,0.0,
Niue,2017,,,,0.0,,,,,,,,,0.0,
Niue,2018,,,,0.0,,,,,,,,,0.0,
Niue,2019,,,,0.0,,,,,,,,,0.0,
Niue,2020,,,,0.0,,,,,,,,,0.0,
Niue,2021,,,,0.0,,,,,,,,,0.0,
North Korea,1980,,,,,,,,0.0,,,,,,0.0
North Korea,1981,,,,,,,,0.0,,,,,,0.0
North Korea,1982,,,,,,,,0.0,,,,,,0.0
North Korea,1983,,,,,,,,0.0,,,,,,0.0
North Korea,1984,,,,,,,,0.0,,,,,,0.0
North Korea,1985,,,,,,,,0.0,,,,,,0.0
North Korea,1986,,,,,,,,0.0,,,,,,0.0
North Korea,1987,,,,,,,,38.0,,,,,,1.956
North Korea,1988,,,,,,,,8.0,,,,,,0.406
North Korea,1989,,,,,,,,0.0,,,,,,0.0
North Korea,1990,,,,,,,,0.0,,,,,,0.0
North Korea,1991,,,,,,,,0.0,,,,,,0.0
North Korea,1992,,,,,,,,0.0,,,,,,0.0
North Korea,1993,,,,,,,,,,,,,,
North Korea,1994,,,,,,,,0.0,,,,,,0.0
North Korea,1995,,,,,,,,7.0,,,,,,0.32
North Korea,1996,,,,,,,,6.0,,,,,,0.271
North Korea,1997,,,,,,,,0.0,,,,,,0.0
North Korea,1998,,,,,,,,0.0,,,,,,0.0
North Korea,1999,,,,,,,,0.0,,,,,,0.0
North Korea,2000,,,,,,,,0.0,,,,,,0.0
North Korea,2001,,,,0.0,0.0,1.06,84.0,0.0,0.0,,,,0.0,0.0
North Korea,2002,,,,0.0,0.0,1.11,97.0,0.0,0.0,,,,0.0,0.0
North Korea,2003,,,,0.0,0.0,1.15,96.0,0.0,0.0,,,,0.0,0.0
North Korea,2004,,,,0.0,0.0,1.07,94.0,0.0,0.0,,,,0.0,0.0
North Korea,2005,,,,0.0,0.0,1.27,96.0,0.0,0.0,,,,0.0,0.0
North Korea,2006,,,,0.0,0.0,1.47,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2007,,,,0.0,0.0,1.95,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2008,,,,0.0,0.0,2.15,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2009,,,,0.0,0.0,1.95,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2010,,,,0.0,0.0,2.19,99.0,0.0,0.0,,,,0.0,0.0
North Korea,2011,,,,0.0,0.0,2.58,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2012,,,,0.0,0.0,2.56,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2013,,,,0.0,0.0,2.42,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2014,,,,0.0,0.0,2.43,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2015,,,,0.0,0.0,2.08,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2016,,,,0.0,0.0,2.24,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2017,,,,0.0,0.0,2.22,99.0,0.0,0.0,,,,0.0,0.0
North Korea,2018,,,,0.0,0.0,2.78,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2019,,,,0.0,0.0,2.61,100.0,0.0,0.0,,,,0.0,0.0
North Korea,2020,,,,0.0,0.0,2.68,88.0,0.0,0.0,,,,0.0,0.0
North Korea,2021,,,,0.0,0.0,2.86,80.0,0.0,0.0,,,,0.0,0.0
North Macedonia,1980,,,,,,,,,,,,,,
North Macedonia,1981,,,,,,,,,,,,,,
North Macedonia,1982,,,,,,,,,,,,,,
North Macedonia,1983,,,,,,,,,,,,,,
North Macedonia,1984,,,,,,,,,,,,,,
North Macedonia,1985,,,,,,,,,,,,,,
North Macedonia,1986,,,,,,,,,,,,,,
North Macedonia,1987,,,,,,,,,,,,,,
North Macedonia,1988,,,,,,,,,,,,,,
North Macedonia,1989,,,,,,,,,,,,,,
North Macedonia,1990,,,,,,,,,,,,,,
North Macedonia,1991,,,,,,,,0.0,,,,,,0.0
North Macedonia,1992,,,,,,,,0.0,,,,,,0.0
North Macedonia,1993,,,,,,,,0.0,,,,,,0.0
North Macedonia,1994,,,,,,,,0.0,,,,,,0.0
North Macedonia,1995,,,,,,,,0.0,,,,,,0.0
North Macedonia,1996,,,,,,,,0.0,,,,,,0.0
North Macedonia,1997,,,,,,,,0.0,,,,,,0.0
North Macedonia,1998,,,,,,,,0.0,,,,,,0.0
North Macedonia,1999,,,,,,,,0.0,,,,,,0.0
North Macedonia,2000,,,,,,,,0.0,,,,,,0.0
North Macedonia,2001,,,,0.0,0.0,1.15,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2002,,,,0.0,0.0,1.54,88.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2003,,,,0.0,0.0,2.53,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2004,,,,0.0,0.0,2.12,89.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2005,,,,0.0,0.0,2.36,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2006,,,,0.0,0.0,0.77,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2007,,,,0.0,0.0,1.28,80.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2008,,,,0.0,0.0,1.28,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2009,,,,0.0,0.0,2.05,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2010,,,,0.0,0.0,1.97,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2011,,,,0.0,0.0,0.56,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2012,,,,0.0,0.0,0.84,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2013,,,,0.0,0.0,1.12,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2014,,,,0.0,0.0,0.84,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2015,,,,0.0,0.0,0.55,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2016,,,,0.0,0.0,0.84,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2017,,,,0.0,0.0,0.84,100.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2018,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2019,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
North Macedonia,2021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Norway,1980,,,,,,,,0.0,,,,,,0.0
Norway,1981,,,,,,,,1.0,,,,,,0.244
Norway,1982,,,,,,,,1.0,,,,,,0.243
Norway,1983,,,,,,,,0.0,,,,,,0.0
Norway,1984,,,,,,,,0.0,,,,,,0.0
Norway,1985,,,,,,,,0.0,,,,,,0.0
Norway,1986,,,,,,,,0.0,,,,,,0.0
Norway,1987,,,,,,,,0.0,,,,,,0.0
Norway,1988,,,,,,,,0.0,,,,,,0.0
Norway,1989,,,,,,,,0.0,,,,,,0.0
Norway,1990,,,,,,,,0.0,,,,,,0.0
Norway,1991,,,,,,,,0.0,,,,,,0.0
Norway,1992,,,,,,,,1.0,,,,,,0.233
Norway,1993,,,,,,,,0.0,,,,,,0.0
Norway,1994,,,,,,,,0.0,,,,,,0.0
Norway,1995,,,,,,,,0.0,,,,,,0.0
Norway,1996,,,,,,,,0.0,,,,,,0.0
Norway,1997,,,,,,,,0.0,,,,,,0.0
Norway,1998,,,,,,,,0.0,,,,,,0.0
Norway,1999,,,,,,,,0.0,,,,,,0.0
