position,name,type,isnumeric,format,vallab,varlab
821,Y014C,double,1,%19.0g,Y014C,TRUSTCOURTS- Welzel scepticism- 3: Inverse trust in courts
822,Y020,double,1,%19.0g,Y020,RESEMAVAL.- Welzel emancipative values
823,Y021,double,1,%19.0g,Y021,AUTONOMY.- Wezel Autonomy subindex
824,Y021A,byte,1,%19.0g,Y021A,INDEP- Welzel autonomy-1: Independence as kid quality
825,Y021B,byte,1,%19.0g,Y021B,IMAGIN- Welzel autonomy-2: Imagination as kid quality
826,Y021C,byte,1,%19.0g,Y021C,NONOBED- Welzel autonomy-3: Obedience as kid quality
827,Y022,double,1,%19.0g,Y022,EQUALITY.- Welzel equality sub-index
828,Y022A,float,1,%19.0g,Y022A,WOMJOB- Welzel equality-1: Gender equality: job
829,Y022B,double,1,%19.0g,Y022B,WOMPOL- Welzel equality-2: Gender equality: politics
830,Y022C,double,1,%19.0g,Y022C,WOMEDU- Welzel equality-3: Gender equality: education
831,Y023,double,1,%19.0g,Y023,CHOICE.- Welzel choice sub-index
832,Y023A,double,1,%19.0g,Y023A,HOMOLIB- Welzel choice-1: Homosexuality acceptance
833,Y023B,double,1,%19.0g,Y023B,ABORTLIB- Welzel choice-2: Abortion acceptable
834,Y023C,double,1,%19.0g,Y023C,DIVORLIB- Welzel choice-3: Divorce acceptable
835,Y024,double,1,%19.0g,Y024,VOICE.- Welzel voice sub-index
836,Y024A,double,1,%19.0g,Y024A,VOICE1- Welzel voice-1
837,Y024B,float,1,%19.0g,Y024B,VOICE2- Welzel voice-2
838,Y024C,double,1,%19.0g,Y024C,VOI2_00- Welzel voice-3 (auxiliary)
