lname,value,label
F025_WVS,21219000,Charisma Christian Church
F025_WVS,21220000,Christ Gospel Churches International
F025_WVS,21221000,Christian Assemblies International
F025_WVS,21222000,Christian Church of North America
F025_WVS,21223000,Christian City Churches
F025_WVS,21224000,Christian Congregation in the United States
F025_WVS,21225000,Christian Revival Crusade
F025_WVS,21226000,Church of the Foursquare Gospel
F025_WVS,21227000,Church of God by Faith
F025_WVS,21228000,"Church of God (Charleston, Tennessee)"
F025_WVS,21229000,Church of God (Chattanooga)
F025_WVS,21230000,"Church of God (Cleveland, Tennessee)"
F025_WVS,21231000,The Church of God for All Nations
F025_WVS,21232000,Church of God (Full Gospel) in India
F025_WVS,21233000,"Church of God, House of Prayer"
F025_WVS,21234000,"Church of God (Huntsville, Alabama)"
F025_WVS,21235000,Church of God in Christ
F025_WVS,21236000,The Church of God (Jerusalem Acres)
F025_WVS,21237000,Church of God Mountain Assembly
F025_WVS,21238000,Church of God of Prophecy
F025_WVS,21239000,Church of God of the Original Mountain Assembly
F025_WVS,21240000,Church of God of the Union Assembly
F025_WVS,21241000,Church of God with Signs Following
F025_WVS,21242000,Church of the Little Children of Jesus Christ
F025_WVS,21243000,Church of Our Lord Jesus Christ of the Apostolic Faith
F025_WVS,21244000,Congregational Holiness Church
F025_WVS,21245000,CRC Churches International
F025_WVS,21246000,Deeper Life Bible Church
F025_WVS,21247000,Destiny Church
F025_WVS,21248000,Elim Pentecostal Church
F025_WVS,21249000,Evangelical Christian Churches Assemblies of God in Italy
F025_WVS,21250000,Evangelical Pentecostal Church of Besancon
F025_WVS,21251000,Fire Baptized Holiness Church of God of the Americas
F025_WVS,21252000,Free Apostolic Church of Pentecost
F025_WVS,21253000,God is Love Pentecostal Church
F025_WVS,21254000,Hillsong Church
F025_WVS,21255000,Holiness Baptist Association
F025_WVS,21256000,"Independent Assemblies of God, International"
F025_WVS,21257000,Indian Pentecostal Church of God
F025_WVS,21258000,International Assemblies of God Fellowship
F025_WVS,21259000,International Church of the Foursquare Gospel
F025_WVS,21260000,International Fellowship of Christian Assemblies
F025_WVS,21261000,International Pentecostal Church of Christ
F025_WVS,21262000,International Pentecostal Holiness Church
F025_WVS,21263000,Mission of Full Gospel - Christian Open Door
F025_WVS,21264000,New Life Churches
F025_WVS,21265000,Open Bible Standard Churches
F025_WVS,21266000,Pentecostal Assemblies of Canada
F025_WVS,21266001,Pentecostal Assembly of Iceland
F025_WVS,21267000,Pentecostal Assemblies of God of America
F025_WVS,21268000,Pentecostal Assemblies of the World
F025_WVS,21269000,Pentecostal Church of God
F025_WVS,21270000,Pentecostal Churches of Christ
F025_WVS,21271000,Pentecostal Free Will Baptist Church
F025_WVS,21272000,The Pentecostal Mission
F025_WVS,21273000,Potter's House Christian Fellowship
F025_WVS,21274000,Redeemed Christian Church of God
F025_WVS,21275000,Revival Centres International
F025_WVS,21276000,The Revival Fellowship
F025_WVS,21277000,Soldiers of the Cross Church
F025_WVS,21278000,United Covenant Churches of Christ
F025_WVS,21279000,United Gospel Tabernacles
F025_WVS,21280000,United Holy Church of America
F025_WVS,21281000,United Pentecostal Church International
F025_WVS,21282000,United Pentecostal Churches of Christ
F025_WVS,21283000,Pentecostal Holiness movement
F025_WVS,21283005,Churches of Christ in Australia
F025_WVS,21283010,Church of Christ (Holiness) U.S.A.
F025_WVS,21283020,Church of God (Holiness)
F025_WVS,21283030,The Wesleyan Church
F025_WVS,21283040,United House of Prayer For All People
F025_WVS,21284000,Other Charismatic movements
F025_WVS,21284010,Calvary Chapel
F025_WVS,21284020,Charismatic Episcopal Church
F025_WVS,21284030,City Harvest Church
F025_WVS,21284040,Every Nation
F025_WVS,21284050,Faith Christian Fellowship International
F025_WVS,21284060,International Christian Fellowship
F025_WVS,21284070,Jesus Army
F025_WVS,21284080,Ministries Without Borders
F025_WVS,21284090,Sovereign Grace Church
F025_WVS,21285000,Neo-charismatic movement
F025_WVS,21285010,Association of Vineyard Churches
F025_WVS,21285020,Bible Christian Mission
F025_WVS,21285030,Born Again Movement
F025_WVS,21285040,Christ Embassy
F025_WVS,21285050,Church on the Rock- International
F025_WVS,21285060,Destiny Church Groningen
F025_WVS,21285070,New Life Fellowship Association
F025_WVS,21285080,Newfrontiers
F025_WVS,21285090,El Lugar de Su Presencia
F025_WVS,21300000,Uniting; nfd
F025_WVS,21301000,China Christian Council
F025_WVS,21302000,Christian and Missionary Alliance
F025_WVS,21303000,Evangelical Association of Reformed and Congregational Christian Churches
F025_WVS,21304000,Church of Bangladesh (Anglican)
F025_WVS,21305000,Church of North India (Anglican)
F025_WVS,21306000,Church of Pakistan (Anglican)
F025_WVS,21307000,Church of South India (Anglican)
F025_WVS,21308000,Evangelical Church in Germany
F025_WVS,21309000,Evangelical Church of Czech Brethren
F025_WVS,21310000,Federation of Evangelical Churches in Italy
F025_WVS,21311000,Protestant Church in the Netherlands
F025_WVS,21312000,St. Thomas Evangelical Church of India
F025_WVS,21313000,Union of Methodist and Waldensian Churches
F025_WVS,21314000,United Church in Jamaica and the Cayman Islands
F025_WVS,21315000,United Church in Papua New Guinea and the Solomon Islands
F025_WVS,21316000,United Church of Canada
F025_WVS,21317000,United Church of Christ
F025_WVS,21318000,United Church of Christ in Japan
F025_WVS,21319000,United Church of Christ in the Philippines
F025_WVS,21319050,United Evangelical Lutheran Church in Argentina
F025_WVS,21320000,Uniting Church in Australia
F025_WVS,21321000,United Protestant Church of France
F025_WVS,21321010,United Protestant Church in Belgium
F025_WVS,21321020,Spanish Evangelical Church
F025_WVS,21321050,United Evangelical Church in Nigeria
F025_WVS,21322000,Free Evangelical Churches
F025_WVS,21400000,Evangelical; nfd
F025_WVS,21401000,African Evangelicalism
F025_WVS,21401100,Evangelical Church of West Africa
F025_WVS,21401200,P'ent'ay
F025_WVS,21401210,Kale Heywet (Word of Life) Church
F025_WVS,21401220,Ethiopian Evangelical Church Mekane Yesus (Place of Jesus)
F025_WVS,21401230,Mulu Wongel (Full Gospel Believers) Church
F025_WVS,21401240,Meserete Kristos (Christ Foundation) Church
F025_WVS,21401250,Assembly of God
F025_WVS,21402000,Asian-initiated churches
F025_WVS,21402100,Chinese Independent Churches
F025_WVS,21402110,Evangelical Free Church of China
F025_WVS,21402120,Local Church movement
F025_WVS,21402200,Japanese Independent Churches
F025_WVS,21402210,Non-church movement
F025_WVS,21402220,Zion Christian Church (Japan)
F025_WVS,21402300,Jesus Is Lord Church Worldwide
F025_WVS,21403000,Malaysian Evangelicalism
F025_WVS,21403010,Borneo Evangelical Church (SIb Malaysia)
F025_WVS,21404000,North American Evangelicalism
F025_WVS,21404010,Evangelical Free Church of Canada
F025_WVS,21405000,South American Evangelicalism
F025_WVS,21405010,Evangelical Lutheran Church of Sao Paulo
F025_WVS,21405020,Evangelical Church of the River Plate
F025_WVS,21405030,Evangelical Presbyterian and Reformed Church in Peru
F025_WVS,21406000,Internet churches
F025_WVS,21406010,LifeChurch.tv
F025_WVS,21500000,Eastern Protestant Christian; nfd
F025_WVS,21501000,Evangelical Orthodox Church
F025_WVS,21502000,Mar Thoma Syrian Church
F025_WVS,21503000,St. Thomas Evangelical Church of India
F025_WVS,21600000,Other Protestant churches and movements; nfd
F025_WVS,21601000,Associated Gospel Churches of Canada (AGC)
F025_WVS,21602000,Believers' Church in India
F025_WVS,21603000,Believers Eastern Church
F025_WVS,21603100,Brotherhood of the Cross and Star
F025_WVS,21604000,Brunstad Christian Church
F025_WVS,21605000,The Christian Community
F025_WVS,21606000,"Church of Christ, Instrumental (Kelleyites)"
F025_WVS,21607000,"Cooneyites (not to be confused with Christian Conventions, above)"
F025_WVS,21608000,Evangelical Covenant Church of America (Swedish Evangelical Mission Covenant)
F025_WVS,21609000,Evangelical Free Church of America
F025_WVS,21610000,Family International
F025_WVS,21611000,Fellowship of Fundamental Bible Churches
F025_WVS,21612000,Fellowship of Independent Evangelical Churches
F025_WVS,21613000,Gloriavale Christian Community
F025_WVS,21614000,Grace Movement Churches
F025_WVS,21615000,Great Commission Association
F025_WVS,21616000,Indian Shakers
F025_WVS,21617000,Inspirationalists (Amana Church Society)
F025_WVS,21618000,Jesus Movement
F025_WVS,21619000,Local Churches
F025_WVS,21620000,Methernitha
F025_WVS,21621000,Metropolitan Community Churches
F025_WVS,21621100,Protestant Churches without free churches (Germany)
F025_WVS,21622000,Shiloh Youth Revival Centers
F025_WVS,21623000,Universal Life
F025_WVS,21624000,Universal Alliance
F025_WVS,21625000,The Way International
F025_WVS,21626000,The African Church
F025_WVS,21627000,Apostles of Johane Maranke
F025_WVS,21628000,Christ Apostolic Church
F025_WVS,21629000,Church of the Lord (Aladura)
F025_WVS,21630000,Eternal Sacred Order of Cherubim and Seraphim
F025_WVS,21631000,Kimbanguist Church
F025_WVS,21632000,Zion Christian Church
F025_WVS,30000000,Orthodox ; nfd
F025_WVS,30100000,Eastern Orthodox; nfd
F025_WVS,30101000,Ecumenical Patriarchate of Constantinople
F025_WVS,30101010,Greek Orthodox Archdiocese of Italy and Malta
F025_WVS,30101020,Greek Orthodox Archdiocese of America
F025_WVS,30101030,Albanian Orthodox Diocese of America
F025_WVS,30101040,Greek Orthodox Archdiocese of Canada
F025_WVS,30101050,Greek Orthodox Archdiocese of Great Britain
F025_WVS,30101060,Greek Orthodox Archdiocese of Australia
F025_WVS,30101070,Vicariate for Palestine and Jordan in the USA
F025_WVS,30101080,Finnish Orthodox Church
F025_WVS,30101090,Greek Orthodox Church of Crete
F025_WVS,30101100,Monastic Community of Mount Athos
F025_WVS,30101110,Korean Orthodox Church
F025_WVS,30101120,Estonian Apostolic Orthodox Church
F025_WVS,30101130,Ukrainian Orthodox Church of the USA
F025_WVS,30101140,Ukrainian Orthodox Church of Canada
F025_WVS,30101150,Orthodox Metropolitanate of Hong Kong
F025_WVS,30101160,Exarchate of the Philippines
F025_WVS,30101170,Orthodox Metropolitanate of Singapore
F025_WVS,30101180,American Carpatho-Russian Orthodox Diocese
F025_WVS,30102000,Greek Orthodox Church of Alexandria
F025_WVS,30103000,Greek Orthodox Church of Antioch
F025_WVS,30103010,Antiochian Orthodox Archdiocese of North America
F025_WVS,30103020,Antiochian Orthodox Archdiocese of Australia
F025_WVS,30103030,Antiochian Orthodox Archdiocese of Mexico
F025_WVS,30103040,Antiochian Orthodox Mission in the Philippines
F025_WVS,30103050,Antiochian Orthodox Archdiocese of Chile
F025_WVS,30104000,Greek Orthodox Church of Jerusalem
F025_WVS,30105000,Greek Orthodox Church of Sinai
F025_WVS,30106000,Russian Orthodox Church
F025_WVS,30106010,Ukrainian Orthodox Church (Moscow Patriarchate)
F025_WVS,30106020,Russian Orthodox Church Outside Russia
F025_WVS,30106030,Russian Orthodox Church in Finland
F025_WVS,30106040,Japanese Orthodox Church
F025_WVS,30106050,Chinese Orthodox Church
F025_WVS,30106060,Estonian Orthodox Church (Moscow Patriarchate)
F025_WVS,30106070,Latvian Orthodox Church
F025_WVS,30106080,Moldovan Orthodox Church
F025_WVS,30106090,Belarusian Orthodox Church
F025_WVS,30106100,Philippine Orthodox Church (Moscow Patriarchate)
F025_WVS,30106110,Patriarchal Exarchate in South-East Asia
F025_WVS,30106120,Patriarchal Exarchate in Western Europe
F025_WVS,30106130,Patriarchal Parishes in the USA
F025_WVS,30106140,Patriarchal Parishes in Canada
F025_WVS,30107000,Georgian Orthodox and Apostolic Church
F025_WVS,30108000,Serbian Orthodox Church
F025_WVS,30108010,Archdiocese of Belgrade and Karlovci
F025_WVS,30108020,Serbian Orthodox Ohrid Archbishopric
F025_WVS,30108030,Serbian Metropolitanate of Skopje
F025_WVS,30108040,Serbian Metropolitanate of Dabar
F025_WVS,30108050,Serbian Metropolitanate of Montenegro
F025_WVS,30108060,Serbian Metropolitanate of Zagreb
F025_WVS,30108070,Serbian Metropolitanate of Australia
F025_WVS,30109000,Romanian Orthodox Church
F025_WVS,30109010,Romanian Metropolis of Bessarabia
F025_WVS,30109020,Romanian Metropolia of the Americas
F025_WVS,30110000,Bulgarian Orthodox Church
F025_WVS,30110010,Diocese of North America and Australia
F025_WVS,30111000,Cypriot Orthodox Church
F025_WVS,30112000,Orthodox Church of Greece
F025_WVS,30113000,Albanian Orthodox Church
F025_WVS,30114000,Polish Orthodox Church
F025_WVS,30115000,Czech and Slovak Orthodox Church
F025_WVS,30116000,Orthodox Church in America
F025_WVS,30116010,Archdiocese of Canada
F025_WVS,30116020,Romanian Orthodox Episcopate of America
F025_WVS,30116030,Albanian Orthodox Archdiocese in America
F025_WVS,30116040,Exarchate of Mexico
F025_WVS,30117000,Orthodox Church of Ukraine
F025_WVS,30200000,Church of the East; nfd
F025_WVS,30201000,Assyrian Christianity
F025_WVS,30201001,Assyrian Church of the East
F025_WVS,30201002,Chaldean Syrian Church
F025_WVS,30201003,Ancient Church of the East
F025_WVS,30202000,Oriental Orthodox Churches
F025_WVS,30202001,Armenian Apostolic Church
F025_WVS,30202002,Mother See of Holy Etchmiadzin
F025_WVS,30202003,Holy See of Cilicia
F025_WVS,30202004,Armenian Patriarchate of Constantinople
F025_WVS,30202005,Armenian Patriarchate of Jerusalem
F025_WVS,30202006,Coptic Orthodox Church of Alexandria
F025_WVS,30202007,French Coptic Orthodox Church
F025_WVS,30202008,Eritrean Orthodox Tewahedo Church
F025_WVS,30202009,Ethiopian Orthodox Tewahedo Church
F025_WVS,30202010,Malankara Orthodox Syrian Church
F025_WVS,30202011,Brahmavar (Goan) Orthodox Church
F025_WVS,30202012,Syriac Orthodox Church of Antioch
F025_WVS,30202013,Jacobite Syrian Christian Church
F025_WVS,40000000,Judaism
F025_WVS,50000000,Islam; nfd
F025_WVS,50101000,Sunni
F025_WVS,50101015,Ahl-i Hadith
F025_WVS,50202000,Shia
F025_WVS,50203000,Alevism
F025_WVS,50300000,Other islamic movements; nfd
F025_WVS,50301000,Ahmadiyya
F025_WVS,50302000,Ibadi
F025_WVS,50303000,Mahdavia
F025_WVS,50304000,Quranists
F025_WVS,50305000,Bekrathi
F025_WVS,50400000,Non-denominational Muslims
F025_WVS,50500000,Derived religions; nfd
F025_WVS,50500010,Druze
F025_WVS,50500020,Berghouata
F025_WVS,50500030,Ha-Mim
F025_WVS,50500040,Yazdanism
F025_WVS,50500050,Babism
F025_WVS,50500060,Bahai Faith
F025_WVS,50500070,Bektashi Alevism
F025_WVS,50500080,Second Advent; Parousia
F025_WVS,60000000,Hindu
F025_WVS,70000000,Buddhist
F025_WVS,70200000,Hoahaoism
F025_WVS,80000000,Other Christian; nfd
F025_WVS,80100000,Independent Sacramental; nfd
F025_WVS,80101000,Independent Catholic
F025_WVS,80101010,American Catholic Church in the United States
F025_WVS,80101020,American National Catholic Church
F025_WVS,80101030,Antiochian Catholic Church in America
F025_WVS,80101040,Augustana Catholic Church
F025_WVS,80101050,Archdiocese of the Old Catholic Church of America
F025_WVS,80101060,Argentine Catholic Apostolic Church
F025_WVS,80101070,Apostolic Catholic Church (Philippines)
F025_WVS,80101080,Brazilian Catholic Apostolic Church
F025_WVS,80101090,Catholic Charismatic Church of Canada
F025_WVS,80101100,Catholic Christian Church
F025_WVS,80101110,Catholic Life Church
F025_WVS,80101120,Catholic Mariavite Church
F025_WVS,80101130,Celtic Catholic Church
F025_WVS,80101140,Chinese Patriotic Catholic Association
F025_WVS,80101150,Christ Catholic Church
F025_WVS,80101160,Communion of Christ the Redeemer
F025_WVS,80101170,Community of the Lady of All Nations
F025_WVS,80101180,Congregation of Mary Immaculate Queen
F025_WVS,80101190,Ecumenical Catholic Church
F025_WVS,80101200,Ecumenical Catholic Communion
F025_WVS,80101210,Evangelical Catholic Church (Independent Catholic)
F025_WVS,80101220,Fraternite Notre-Dame
F025_WVS,80101230,"Free Catholic Church, in Germany"
F025_WVS,80101240,Imani Temple African-American Catholic Congregation
F025_WVS,80101250,Istituto Mater Boni Consilii
F025_WVS,80101260,Liberal Catholic Church
F025_WVS,80101270,National Catholic Church of America
F025_WVS,80101280,Mariavite Church (not to be confused with the Catholic Mariavite Church)
F025_WVS,80101290,Most Holy Family Monastery
F025_WVS,80101300,Old Catholic Church
F025_WVS,80101310,Old Catholic Church in Europe
F025_WVS,80101320,Old Catholic Church of America
F025_WVS,80101330,Old Catholic Apostolic Church
F025_WVS,80101340,Old Catholic Mariavite Church
F025_WVS,80101350,Old Roman Catholic Church in North America
F025_WVS,80101360,Old Roman Catholic Church in America
F025_WVS,80101370,Palmarian Catholic Church
F025_WVS,80101380,Philippine Independent Church (Aglipayan Church)
F025_WVS,80101390,Polish National Catholic Church
F025_WVS,80101400,Rabelados
F025_WVS,80101410,"Reformed Catholic Church, in Venezuela"
F025_WVS,80101420,Reformed Old Catholic Church
F025_WVS,80101430,"St. Stanislaus Kostka Church (St. Louis, Missouri)"
F025_WVS,80101440,Society of St. Pius V
F025_WVS,80101450,Traditionalist Mexican-American Catholic Church
F025_WVS,80101460,True Catholic Church
F025_WVS,80101470,Ukrainian Orthodox Greek Catholic Church
F025_WVS,80101480,Venezuelan Catholic Apostolic Church
F025_WVS,80102000,Independent Orthodox
F025_WVS,80102010,Abkhazian Orthodox Church
F025_WVS,80102020,American Orthodox Catholic Church
F025_WVS,80102030,Autocephalous Turkish Orthodox Patriarchate
F025_WVS,80102040,Belarusian Autocephalous Orthodox Church
F025_WVS,80102050,British Orthodox Church
F025_WVS,80102060,Lusitanian Orthodox Church
F025_WVS,80102070,Macedonian Orthodox Church
F025_WVS,80102080,Malabar Independent Syrian Church
F025_WVS,80102090,Montenegrin Orthodox Church (1993)
F025_WVS,80102100,Montenegrin Orthodox Church (2018)
F025_WVS,80102110,Orthodox Church in Italy
F025_WVS,80102120,Russian Orthodox Church in America
F025_WVS,80102130,Ukrainian Autocephalous Orthodox Church Canonical
F025_WVS,80110000,True Orthodoxy
F025_WVS,80110010,Bulgarian Alternative Synod
F025_WVS,80110020,Greek Old Calendarists
F025_WVS,80110030,Old Calendar Bulgarian Orthodox Church
F025_WVS,80110040,Old Calendar Romanian Orthodox Church
F025_WVS,80110050,Orthodox Church of Greece (Holy Synod in Resistance)
F025_WVS,80110060,Russian Orthodox Autonomous Church
F025_WVS,80110070,Russian True Orthodox Church (also called as Catacomb Church)
F025_WVS,80110080,Serbian True Orthodox Church
F025_WVS,80110090,True Russian Orthodox Church
F025_WVS,80110100,Old Believers
F025_WVS,80110110,Russian Orthodox Old-Rite Church (Belokrinitskaya)
F025_WVS,80110120,Lipovan Orthodox Old-Rite Church (Belokrinitskaya)
F025_WVS,80110130,Russian Old-Orthodox Church (Novozybkovskaya)
F025_WVS,80110140,Pomorian Old-Orthodox Church (Pomortsy)
F025_WVS,80111000,Syncretic Orthodoxy
F025_WVS,80111010,Church of God and Saints of Christ (Orthodox Christianity)
F025_WVS,80111020,Evangelical Orthodox Church
F025_WVS,80111100,Communion of Western Orthodox Churches
F025_WVS,80111110,Celtic Orthodox Church
F025_WVS,80111120,French Orthodox Church
F025_WVS,80111130,Orthodox Church of the Gauls
F025_WVS,80111200,Antiochian Catholic Church in America
F025_WVS,80111300,Orthodox-Catholic Church of America
F025_WVS,80200000,Non classified christian movements; nfd
F025_WVS,80201000,Independent Russian
F025_WVS,80201010,Doukhobors
F025_WVS,80201020,Imiaslavie (Onomatodoxy)
F025_WVS,80201030,Inochentism
F025_WVS,80202000,Southcottist
F025_WVS,80202010,Christian Israelite Church
F025_WVS,80202011,Israelita Nuevo Pacto Universal (Peru)
F025_WVS,80202020,House of David (commune)
F025_WVS,80202030,Panacea Society
F025_WVS,80203000,Christian Identitist
F025_WVS,80203100,Christian Identity
F025_WVS,80203110,Assembly of Christian Soldiers
F025_WVS,80203120,The Christ's Assembly
F025_WVS,80203130,"Church of Israel, Schell City, Missouri"
F025_WVS,80203140,Church of Jesus Christ–Christian (Aryan Nations)
F025_WVS,80203150,"The Covenant, The Sword, and the Arm of the Lord"
F025_WVS,80203160,"Kingdom Identity Ministries, Harrison, Arkansas"
F025_WVS,80203170,"LaPorte Church of Christ, Fort Collins, Colorado"
F025_WVS,80204000,Independent/Isolated
F025_WVS,80204010,House of Aaron
F025_WVS,80204020,Holy Spirit Association for the Unification of World Christianity
F025_WVS,80204030,The Process Church of The Final Judgment
F025_WVS,80204040,Trinitarian Universalism
F025_WVS,80204045,Mita (Puerto Rico)
F025_WVS,80204050,United House of Prayer for All People
F025_WVS,80204060,Lord’s Resistance Army
F025_WVS,80204070,Taiping Heavenly Kingdom
F025_WVS,80204080,Twelve Tribes communities
F025_WVS,80206000,Judeo-Christian
F025_WVS,80206100,Messianic Judaism
F025_WVS,80206101,Chosen People Ministries
F025_WVS,80206102,Hebrew Christian movement
F025_WVS,80206103,International Messianic Jewish Alliance
F025_WVS,80206104,Jews for Jesus
F025_WVS,80206105,Messianic Jewish Alliance of America
F025_WVS,80206106,Union of Messianic Jewish Congregations
F025_WVS,80206200,Black Hebrew Israelites
F025_WVS,80206210,African Hebrew Israelites of Jerusalem
F025_WVS,80206220,Beth Shalom
F025_WVS,80206230,Church of God and Saints of Christ
F025_WVS,80206231,Church of God and Saints of Christ (Orthodox Christianity)
F025_WVS,80206240,Commandment Keepers
F025_WVS,80206250,Israelite Church of God in Jesus Christ
F025_WVS,80206260,Israelite School of Universal Practical Knowledge
F025_WVS,80206270,Nation of Yahweh
F025_WVS,80206280,Gathering of Christ Church
F025_WVS,80206300,Other groups
F025_WVS,80206301,Assemblies of Yahweh
F025_WVS,80206302,Hebrew Roots
F025_WVS,80206303,Makuya
F025_WVS,80206304,Sacred Name Movement
F025_WVS,80206305,Yahweh's Assembly in Yahshua
F025_WVS,80206306,Subbotniks
F025_WVS,80206307,Yehowists
F025_WVS,80210000,Nontrinitarian
F025_WVS,80211000,Oneness Pentecostalism
F025_WVS,80211010,Apostolic Assemblies of Christ
F025_WVS,80211020,Apostolic Assembly of the Faith in Christ Jesus
F025_WVS,80211030,Apostolic Gospel Church of Jesus Christ
F025_WVS,80211040,Apostolic Overcoming Holy Church of God
F025_WVS,80211050,Assemblies of the Lord Jesus Christ
F025_WVS,80211060,Bible Way Church of Our Lord Jesus Christ
F025_WVS,80211070,Church of Our Lord Jesus Christ of the Apostolic Faith
F025_WVS,80211080,Pentecostal Assemblies of the World
F025_WVS,80211090,True Jesus Church
F025_WVS,80211100,United Pentecostal Church International
F025_WVS,80212000,Unitarian and Universalism
F025_WVS,80212100,American Unitarian Association
F025_WVS,80212110,Unitarian Universalist Christian Fellowship
F025_WVS,80212200,American Unitarian Conference
F025_WVS,80212300,Christian Universalist Association
F025_WVS,80212400,International Council of Unitarians and Universalists
F025_WVS,80212410,General Assembly of Unitarian and Free Christian Churches
F025_WVS,80212420,Unitarian Christian Association
F025_WVS,80212430,Unitarian Church of Transylvania
F025_WVS,80212440,Unitarisk Kirkesamfund
F025_WVS,80212500,Polish Brethren
F025_WVS,80212600,Socinianism
F025_WVS,80212700,Unitarian Christian Conference USA
F025_WVS,80212800,Unitarian Christian Emerging Church
F025_WVS,80212900,Universalist Church of America
F025_WVS,80213000,Nontrinitarian Restorationism
F025_WVS,80213100,American Israelism and Latter Day Saint movement
F025_WVS,80213101,Church of Christ (Temple Lot) (Hedrickites)
F025_WVS,80213102,Church of Christ with the Elijah Message
F025_WVS,80213103,Church of Jesus Christ (Bickertonite)
F025_WVS,80213104,Church of Jesus Christ (Cutlerite)
F025_WVS,80213105,Church of Jesus Christ of Latter Day Saints (Strangite)
F025_WVS,80213106,Community of Christ
F025_WVS,80213107,Remnant Church of Jesus Christ of Latter Day Saints
F025_WVS,80213108,Independent RLDS / Restoration Branches
F025_WVS,80213109,Restoration Church of Jesus Christ of Latter Day Saints
F025_WVS,80213110,Prairie Saint Latter Day Saints
F025_WVS,80213120,Rocky Mountain Latter Day Saints
F025_WVS,80213121,The Church of Jesus Christ of Latter-day Saints
F025_WVS,80213122,Mormons
F025_WVS,80213130,Fundamentalist Rocky Mountain Latter Day Saints
F025_WVS,80213131,Apostolic United Brethren
F025_WVS,80213132,Fundamentalist Church of Jesus Christ of Latter Day Saints (FLDS)
F025_WVS,80213133,Latter Day Church of Christ (Kingston Clan)
F025_WVS,80213134,The True and Living Church of Jesus Christ of Saints of the Last Days
F025_WVS,80213135,Restored Church of God
F025_WVS,80213136,United Church of God
F025_WVS,80213137,United Seventh-Day Brethren
F025_WVS,80213138,World Mission Society Church of God
F025_WVS,80213139,World Missionary Movement
F025_WVS,80213140,Other Latter Day Saint denominations
F025_WVS,80213141,Fellowships of the Remnant
F025_WVS,80213142,Restoration Church of Jesus Christ (extinct)
F025_WVS,80213200,British Israelism
F025_WVS,80213300,Bible Students and splinter groups
F025_WVS,80213301,Christian Millennial Fellowship
F025_WVS,80213302,Dawn Bible Students Association
F025_WVS,80213303,Friends of Man
F025_WVS,80213304,Jehovah's Witnesses
F025_WVS,80213305,Laymen's Home Missionary Movement
F025_WVS,80213306,Pastoral Bible Institute
F025_WVS,80213400,Mexican groups
F025_WVS,80213401,La Luz del Mundo
F025_WVS,80213500,Philippine groups
F025_WVS,80213501,Iglesia ni Cristo (Church of Christ)
F025_WVS,80213502,Members Church of God International
F025_WVS,80213503,Kingdom of Jesus Christ
F025_WVS,80213504,Jesus Miracle Crusade
F025_WVS,80214000,Swedenborgianism
F025_WVS,80214001,General Church of the New Jerusalem
F025_WVS,80214002,Lord's New Church Which Is Nova Hierosolyma
F025_WVS,80214003,Swedenborgian Church of North America
F025_WVS,80215000,Christian Science
F025_WVS,80215001,"Church of Christ, Scientist"
F025_WVS,80215002,Eschatology (religious movement)
F025_WVS,80216000,Esoteric Christianity (Gnosticism)
F025_WVS,80216001,Anthroposophical Society
F025_WVS,80216002,Archeosophical Society
F025_WVS,80216003,Behmenism
F025_WVS,80216004,Ecclesia Gnostica
F025_WVS,80216005,Lectorium Rosicrucianum
F025_WVS,80216006,Martinism
F025_WVS,80216007,The Rosicrucian Fellowship
F025_WVS,80216008,Societas Rosicruciana
F025_WVS,80216009,Spiritualist Church
F025_WVS,80216010,Theosophy
F025_WVS,80216011,Universal White Brotherhood
F025_WVS,80216012,Humanism
F025_WVS,80216015,Anthroposophy
F025_WVS,80217000,Other Nontrinitarians
F025_WVS,80217001,Christadelphians
F025_WVS,80217002,Church of the Blessed Hope
F025_WVS,80217003,Church of God (Seventh-Day)
F025_WVS,80217004,The Church of Almighty God
F025_WVS,80217005,Family Federation for World Peace and Unification
F025_WVS,80217006,World Peace and Unification Sanctuary Church
F025_WVS,80217007,Keraites
F025_WVS,80217008,Some Quakers
F025_WVS,80217009,Spiritual Christians from Russia
F025_WVS,80217010,Molokan
F025_WVS,80217015,Tolstoyan movement
F025_WVS,80217021,"Two by Twos (""Christian Conventions"")"
F025_WVS,80217022,United Church of God
F025_WVS,80217023,Universal Alliance
F025_WVS,80300000,Parachurch; nfd
F025_WVS,80301001,Action of Churches Together in Scotland
F025_WVS,80301002,Bose Monastic Community
F025_WVS,80301003,Byzantine Discalced Carmelites
F025_WVS,80301004,Campus Crusade for Christ
F025_WVS,80301005,Canadian Council of Churches
F025_WVS,80301006,Christian Churches Together in the USA
F025_WVS,80301007,Churches Together in Britain and Ireland
F025_WVS,80301008,Churches Together in England
F025_WVS,80301009,Churches Uniting in Christ
F025_WVS,80301010,Conference of European Churches
F025_WVS,80301011,Ecumenical Institute for Study and Dialogue
F025_WVS,80301012,Edinburgh Churches Together
F025_WVS,80301013,Fellowship of Saint Alban and Saint Sergius
F025_WVS,80301014,Intervarsity Christian Fellowship
F025_WVS,80301015,Iona Community
F025_WVS,80301016,National Council of the Churches of Christ in the U.S.A.
F025_WVS,80301017,New Independent Fundamentalist Baptist
F025_WVS,80301018,New Monasticism related Communities
F025_WVS,80301019,Pentecostal Charismatic Peace Fellowship
F025_WVS,80301020,Pontifical Council for Promoting Christian Unity
