"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00"
"Jordan",2008,"N","consumption",TRUE,"JOR:2008:N:c","JOR2008",6556478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94831554380263e-06,0.00100221490867505,0.0265763112451533,0.193651530593102,0.444760891442021,0.187664932300543,0.0682804090854877,0.053884570344017,0.00771816819945099,0.016455023566006
"Jordan",2010,"N","consumption",TRUE,"JOR:2010:N:c","JOR2010",7261539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000138813549028656,0.00136499989878179,0.024332032094023,0.17423813326624,0.425955434516017,0.20581725168728,0.0799146021249765,0.0563874958187238,0.0138586324469234,0.017992604598006
"Kazakhstan",1996,"N","consumption",TRUE,"KAZ:1996:N:c","KAZ1996",15577894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00809807795585206,0.0510145979937981,0.160480229227391,0.312295166471155,0.31153890249863,0.104014445084811,0.0350390752434187,0.0146205899205631,0.00126037576067728,0.00163853984370416
"Kazakhstan",2001,"N","consumption",TRUE,"KAZ:2001:N:c","KAZ2001",14858335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109445641116585,0.0794044554790291,0.207310509555748,0.323055443291594,0.272035998649916,0.0729148992804375,0.0211483991981605,0.0102915972751994,0.00103409971574877,0.00186003344250887
"Kazakhstan",2002,"N","consumption",TRUE,"KAZ:2002:N:c","KAZ2002",14858948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00410877001521238,0.0532316285109821,0.195656583494336,0.337410293110925,0.289069791481873,0.0821970034486964,0.0234782435472552,0.0111666047959788,0.0012757969137519,0.00240528468098818
"Kazakhstan",2003,"N","consumption",TRUE,"KAZ:2003:N:c","KAZ2003",14909018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00223703532989228,0.0357072477878825,0.164181437033613,0.331397077929613,0.321649286358095,0.101476636489405,0.0269184731013136,0.0129528987086876,0.00129190265918252,0.00218800460231519
"Kazakhstan",2004,"N","consumption",TRUE,"KAZ:2004:N:c","KAZ2004",15012985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000674682616415057,0.0173500473090461,0.12465635581465,0.343515030488607,0.359612961712811,0.107314834458304,0.0296394088184328,0.0133210017861205,0.00160447772378378,0.00231119927183035
"Kazakhstan",2005,"N","consumption",TRUE,"KAZ:2005:N:c","KAZ2005",15147029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00523482195749411,0.0539941529127593,0.160135627917528,0.272114815387229,0.293619494621685,0.123803288420455,0.0474021010985059,0.0317940237653206,0.00424928215295554,0.00765239176606845
"Kazakhstan",2006,"N","consumption",TRUE,"KAZ:2006:N:c","KAZ2006",15308084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127710299995741,0.00452852231539884,0.0442438126156088,0.260651039019645,0.453257899551636,0.160831623343588,0.0440326823396057,0.0237711002892328,0.0041544062601172,0.00440120396517291
"Kazakhstan",2007,"N","consumption",TRUE,"KAZ:2007:N:c","KAZ2007",15484192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00224977835459545,0.0209733255697165,0.182355979569357,0.464065545041033,0.205175898103046,0.0748819828635553,0.0373737938666738,0.0058252313068709,0.00709846532515226
"Kazakhstan",2008,"N","consumption",TRUE,"KAZ:2008:N:c","KAZ2008",15674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000136659436008677,0.0172169197396963,0.165546637744035,0.48247218323338,0.217468227638127,0.0709486410616307,0.034577261707286,0.00489651652418017,0.0067369529156565
"Kazakhstan",2009,"N","consumption",TRUE,"KAZ:2009:N:c","KAZ2009",16092822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00104978480467876,0.0193690702600203,0.17200581725194,0.475472729394509,0.218413526229272,0.0708018767621987,0.0336740815252912,0.00309411239371193,0.00611900137837851
"Kazakhstan",2010,"N","consumption",TRUE,"KAZ:2010:N:c","KAZ2010",16321872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68485575674163e-05,0.000929366435418682,0.0139153155961522,0.131883095272405,0.477165548167514,0.238562831518345,0.0825945700346137,0.0429984379242773,0.00379962543512166,0.00813436105858446
"Kazakhstan",2011,"N","consumption",TRUE,"KAZ:2011:N:c","KAZ2011",16557201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000305788399862996,0.00532010211146196,0.0642221472095434,0.41414705299525,0.292238283511809,0.123876855755994,0.078143763550373,0.00740251930262851,0.0143434871630779
"Kazakhstan",2012,"N","consumption",TRUE,"KAZ:2012:N:c","KAZ2012",16792089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000251487471272931,0.00346216602353644,0.0656178037169765,0.401811531608724,0.291485532264628,0.133049854607131,0.0800060075908364,0.0078411923614745,0.0164744243554212
"Kazakhstan",2013,"N","consumption",TRUE,"KAZ:2013:N:c","KAZ2013",17035550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000193947363014402,0.00206973065149056,0.0414959892694982,0.377372142372861,0.31989480820989,0.145465277023636,0.0865278197651382,0.00904807887036227,0.0179322064741086
"Kazakhstan",2014,"N","consumption",TRUE,"KAZ:2014:N:c","KAZ2014",17288285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.63184000032392e-05,0.00209193682311461,0.046956132433032,0.389056924963928,0.320382096893937,0.138275485393722,0.0797999917285029,0.00791987175130442,0.0154912416124561
"Kazakhstan",2015,"N","consumption",TRUE,"KAZ:2015:N:c","KAZ2015",17542806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00010767946701343,0.00288420221941689,0.0562766298618362,0.423108310038884,0.30710537413456,0.123014585009947,0.0687856321274943,0.00640427762810579,0.0123133095127427
"Kazakhstan",2016,"N","consumption",TRUE,"KAZ:2016:N:c","KAZ2016",17794055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000115150818630155,0.0054868325404187,0.0901700596069867,0.454190851944652,0.277230119834967,0.101326088966231,0.0555291078958675,0.00456118630632534,0.0113906020859214
"Kazakhstan",2017,"N","consumption",TRUE,"KAZ:2017:N:c","KAZ2017",18037776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000194148103402548,0.00322950013349761,0.0616151902540535,0.431006849181407,0.295160112865355,0.116705019510166,0.0697941919225519,0.00749338499380411,0.0148016030357623
"Kazakhstan",2018,"N","consumption",TRUE,"KAZ:2018:N:c","KAZ2018",18276498.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000105381235907961,0.00180587107535943,0.0443704246740698,0.403632949714082,0.307446582287083,0.129243684177251,0.0824592850758585,0.0109134963680269,0.0200223253923611
"Kenya",1992,"N","consumption",TRUE,"KEN:1992:N:c","KEN1992",25326078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11011610246166,0.20651298633764,0.227668413561705,0.217817895056629,0.148391906555764,0.0493731007225043,0.019206684903995,0.0144719999677802,0.0012042922713892,0.00523661816093277
"Kenya",1994,"N","consumption",TRUE,"KEN:1994:N:c","KEN1994",26950513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0999822526569346,0.216912457287919,0.291906688381034,0.235830983996483,0.115052429614234,0.0239206949418736,0.00642878300683924,0.0069863234143261,0.00196100163288172,0.00101838506747534
"Kenya",1997,"N","consumption",TRUE,"KEN:1997:N:c","KEN1997",29415659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0720675338261162,0.250044576597791,0.275617588577567,0.234822004157718,0.111783999127811,0.028902701108957,0.0106711870708047,0.0105670928535036,0.00281061185812631,0.00271270482160539
"Kenya",2005,"N","consumption",TRUE,"KEN:2005:N:c","KEN2005",36624895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146790291139401,0.294718114550226,0.255064485509105,0.186263496455075,0.0808046002589222,0.0213170030931147,0.0060195121378505,0.0052038101406161,0.00235110571648055,0.00146758099920833
"Kenya",2015,"N","consumption",TRUE,"KEN:2015:N:c","KEN2015",47878336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089974847914514,0.286115144018372,0.291768118257076,0.199760388498046,0.0991337919513327,0.0216444030135049,0.00692551219825184,0.00286419728538603,0.000559605914457846,0.00125399094905888
"Kyrgyzstan",2000,"N","consumption",TRUE,"KGZ:2000:N:c","KGZ2000",4898400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438355381349012,0.307520210681039,0.376751184060101,0.193589743589744,0.0710089008655888,0.00697390984811367,0.000320512820512821,0,0,0
"Kyrgyzstan",2001,"N","consumption",TRUE,"KGZ:2001:N:c","KGZ2001",4945100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0289765626579847,0.284751167822693,0.372396109279893,0.243842996097147,0.0612588218640675,0.00776384704050474,0.00101049523771006,0,0,0
"Kyrgyzstan",2002,"N","consumption",TRUE,"KGZ:2002:N:c","KGZ2002",4990700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0286054060552628,0.254360310176929,0.386788626845933,0.242951690143667,0.0769932073657002,0.00965876530346444,0.00064199410904282,0,0,0
"Kyrgyzstan",2003,"N","consumption",TRUE,"KGZ:2003:N:c","KGZ2003",5043300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137725298911427,0.209652013562548,0.417452858247576,0.271373703725735,0.0785685959589951,0.00751293795728987,0.00166736065671287,0,0,0
"Kyrgyzstan",2004,"N","consumption",TRUE,"KGZ:2004:N:c","KGZ2004",5104700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083740474464709,0.0905101181264325,0.313157286422317,0.32776108292358,0.173169432091994,0.0746613904832801,0.00806648774658648,0.00160949713009579,0.00131584618097048,0.00137481144827316
"Kyrgyzstan",2005,"N","consumption",TRUE,"KGZ:2005:N:c","KGZ2005",5162600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00541355131135474,0.115156122883818,0.344387905319025,0.334411149420834,0.160477859993027,0.0299050865842792,0.00636074846007826,0.00319199628094371,0.000466625343819006,0.000228954402820284
"Kyrgyzstan",2006,"N","consumption",TRUE,"KGZ:2006:N:c","KGZ2006",5218400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00267764065613981,0.0700053656293117,0.268984171393531,0.323079296336042,0.23042407634524,0.0722416832745669,0.0173896213398743,0.00928196382032807,0.00360551126782155,0.00231066993714549
"Kyrgyzstan",2007,"N","consumption",TRUE,"KGZ:2007:N:c","KGZ2007",5268400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00198238554399818,0.0772847543846329,0.229691177587123,0.360284906233392,0.247142775795308,0.0592743527446663,0.0164759699339458,0.00560625616885582,0.00117398071520765,0.0010834408928707
