"Region","Year","PovRateAt30DAD"
"Sub-Saharan Africa",1979,0.991381297463966
"W. Europe",1979,0.652327220883451
"W. Offshoots",1979,0.329942037856235
"World",1979,0.907304891434107
"East Asia",1980,0.968337623800229
"East. Europe and form. SU",1980,0.966143642431791
"Latin America and Carib.",1980,0.929024370363347
"MENA",1980,0.974655130209334
"South and South-East Asia",1980,0.998709130338098
"Sub-Saharan Africa",1980,0.991676813403689
"W. Europe",1980,0.653634528766319
"W. Offshoots",1980,0.343754113218404
"World",1980,0.908511249041413
"East Asia",1981,0.968722204768362
"East. Europe and form. SU",1981,0.967395168829364
"Latin America and Carib.",1981,0.931051135598858
"MENA",1981,0.974078758408406
"South and South-East Asia",1981,0.998448504323246
"Sub-Saharan Africa",1981,0.991483743537833
"W. Europe",1981,0.62994459404736
"W. Offshoots",1981,0.347269749054632
"World",1981,0.907625172298353
"East Asia",1982,0.965628377619857
"East. Europe and form. SU",1982,0.968314395652835
"Latin America and Carib.",1982,0.933016432702866
"MENA",1982,0.974265421148791
"South and South-East Asia",1982,0.998474231537745
"Sub-Saharan Africa",1982,0.991952288488946
"W. Europe",1982,0.631524964735332
"W. Offshoots",1982,0.349391864862004
"World",1982,0.908058865692221
"East Asia",1983,0.963972650336671
"East. Europe and form. SU",1983,0.968855624482211
"Latin America and Carib.",1983,0.939106666552142
"MENA",1983,0.974136579771762
"South and South-East Asia",1983,0.998520144713206
"Sub-Saharan Africa",1983,0.991959260209441
"W. Europe",1983,0.625595676458875
"W. Offshoots",1983,0.33991293757164
"World",1983,0.90800307571507
"East Asia",1984,0.962566916682929
"East. Europe and form. SU",1984,0.964147406577502
"Latin America and Carib.",1984,0.93705094037981
"MENA",1984,0.975588943261599
"South and South-East Asia",1984,0.998560376700981
"Sub-Saharan Africa",1984,0.991699070310739
"W. Europe",1984,0.622545520069869
"W. Offshoots",1984,0.335548912835783
"World",1984,0.907404851111053
"East Asia",1985,0.960098546768561
"East. Europe and form. SU",1985,0.962154973687936
"Latin America and Carib.",1985,0.941341271667097
"MENA",1985,0.976054558594238
"South and South-East Asia",1985,0.998396359745446
"Sub-Saharan Africa",1985,0.991985311200286
"W. Europe",1985,0.604956644184475
"W. Offshoots",1985,0.328072559647616
"World",1985,0.905841496982459
"East Asia",1986,0.957650292935109
"East. Europe and form. SU",1986,0.96093042822051
"Latin America and Carib.",1986,0.920955034289052
"MENA",1986,0.980490055701317
"South and South-East Asia",1986,0.998361760940956
"Sub-Saharan Africa",1986,0.992111447138634
"W. Europe",1986,0.58388373717728
"W. Offshoots",1986,0.322752171671824
"World",1986,0.902396666886494
"East Asia",1987,0.954559984780286
"East. Europe and form. SU",1987,0.966866671081621
"Latin America and Carib.",1987,0.933464114947369
"MENA",1987,0.980404894948459
"South and South-East Asia",1987,0.998268566335412
"Sub-Saharan Africa",1987,0.991891418446935
"W. Europe",1987,0.558349533130177
"W. Offshoots",1987,0.321387193070815
"World",1987,0.901786388967138
"East Asia",1988,0.951417659606896
"East. Europe and form. SU",1988,0.966364712430303
"Latin America and Carib.",1988,0.92489616065839
"MENA",1988,0.981607679789749
"South and South-East Asia",1988,0.998306077491238
"Sub-Saharan Africa",1988,0.991866712925612
"W. Europe",1988,0.530228693555538
"W. Offshoots",1988,0.315366093190458
"World",1988,0.898502033341401
"East Asia",1989,0.948506621971784
"East. Europe and form. SU",1989,0.951958770299301
"Latin America and Carib.",1989,0.931416529531727
"MENA",1989,0.983586477469312
"South and South-East Asia",1989,0.998193637481472
"Sub-Saharan Africa",1989,0.990263676217172
"W. Europe",1989,0.509199131234755
"W. Offshoots",1989,0.31399203868992
"World",1989,0.8960904877182
"East Asia",1990,0.945274389969564
"East. Europe and form. SU",1990,0.959817475190798
"Latin America and Carib.",1990,0.946095762473582
"MENA",1990,0.979809546731699
"South and South-East Asia",1990,0.99782261200284
"Sub-Saharan Africa",1990,0.989562066068994
"W. Europe",1990,0.488786589945802
"W. Offshoots",1990,0.315474961022436
"World",1990,0.895959578409848
"East Asia",1991,0.94376424540618
"East. Europe and form. SU",1991,0.966087521447386
"Latin America and Carib.",1991,0.949646732339834
"MENA",1991,0.977450667666254
"South and South-East Asia",1991,0.997576932012638
"Sub-Saharan Africa",1991,0.989418173061981
"W. Europe",1991,0.49000854450812
"W. Offshoots",1991,0.319944536394516
"World",1991,0.897069521684841
"East Asia",1992,0.941837308310294
"East. Europe and form. SU",1992,0.966351806441885
"Latin America and Carib.",1992,0.953953905005399
"MENA",1992,0.976253140448805
"South and South-East Asia",1992,0.997242105607072
"Sub-Saharan Africa",1992,0.993074116628313
"W. Europe",1992,0.476615024303063
"W. Offshoots",1992,0.325489860758215
"World",1992,0.896923096975821
"East Asia",1993,0.94014803749499
"East. Europe and form. SU",1993,0.967323812090891
"Latin America and Carib.",1993,0.944628339382182
"MENA",1993,0.975314204990059
"South and South-East Asia",1993,0.997265901803906
"Sub-Saharan Africa",1993,0.994909731345221
"W. Europe",1993,0.494954468265879
"W. Offshoots",1993,0.334271620492926
"World",1993,0.898215409119475
"East Asia",1994,0.939181356698918
"East. Europe and form. SU",1994,0.964991689940843
"Latin America and Carib.",1994,0.938530467518264
"MENA",1994,0.977635299136518
"South and South-East Asia",1994,0.997282820002203
"Sub-Saharan Africa",1994,0.995051310177803
"W. Europe",1994,0.483310311429675
"W. Offshoots",1994,0.321130750453223
"World",1994,0.896296925718798
"East Asia",1995,0.935348746522497
"East. Europe and form. SU",1995,0.960601799914427
"Latin America and Carib.",1995,0.934908007339389
"MENA",1995,0.975891467646177
"South and South-East Asia",1995,0.997014721636727
"Sub-Saharan Africa",1995,0.995331180329232
"W. Europe",1995,0.476412438723844
"W. Offshoots",1995,0.314777385801003
"World",1995,0.894180835319736
"East Asia",1996,0.932857720830553
"East. Europe and form. SU",1996,0.965573363754077
"Latin America and Carib.",1996,0.936526202132641
"MENA",1996,0.975901902448021
"South and South-East Asia",1996,0.996478468008107
"Sub-Saharan Africa",1996,0.995105702941446
"W. Europe",1996,0.464475279944617
"W. Offshoots",1996,0.314111593602711
"World",1996,0.893560320851081
"East Asia",1997,0.931969080103691
"East. Europe and form. SU",1997,0.97215993529193
"Latin America and Carib.",1997,0.935446367655828
"MENA",1997,0.975666332523131
"South and South-East Asia",1997,0.996210582700738
"Sub-Saharan Africa",1997,0.995373961465714
"W. Europe",1997,0.450807888647943
"W. Offshoots",1997,0.303002151856546
"World",1997,0.89260325105503
"East Asia",1998,0.936109985991656
"East. Europe and form. SU",1998,0.972874660113438
"Latin America and Carib.",1998,0.933103840552224
"MENA",1998,0.9732980239507
"South and South-East Asia",1998,0.996476950306836
"Sub-Saharan Africa",1998,0.995753336136355
"W. Europe",1998,0.434743188256986
"W. Offshoots",1998,0.28449767838616
"World",1998,0.891835714717923
"East Asia",1999,0.934692302465032
"East. Europe and form. SU",1999,0.983634227998047
"Latin America and Carib.",1999,0.934689232157476
"MENA",1999,0.972502164336528
"South and South-East Asia",1999,0.996562466145584
"Sub-Saharan Africa",1999,0.995710481086602
"W. Europe",1999,0.418092470118135
"W. Offshoots",1999,0.279014855976197
"World",1999,0.891406614679603
"East Asia",2000,0.930923260437558
"East. Europe and form. SU",2000,0.981310211133352
"Latin America and Carib.",2000,0.926121340745034
"MENA",2000,0.971304385117359
"South and South-East Asia",2000,0.996681702443721
"Sub-Saharan Africa",2000,0.995882794729478
"W. Europe",2000,0.396226957632278
"W. Offshoots",2000,0.269425558887143
"World",2000,0.887999208706214
"East Asia",2001,0.928867119743416
"East. Europe and form. SU",2001,0.977527793723726
"Latin America and Carib.",2001,0.929556551786264
"MENA",2001,0.969284014033697
"South and South-East Asia",2001,0.996358130613666
"Sub-Saharan Africa",2001,0.995493479312658
"W. Europe",2001,0.378429972715282
"W. Offshoots",2001,0.27263159145153
"World",2001,0.886797192124035
"East Asia",2002,0.926683806321966
"East. Europe and form. SU",2002,0.972432401008165
"Latin America and Carib.",2002,0.931734125708749
"MENA",2002,0.967521332435936
"South and South-East Asia",2002,0.996095255818016
"Sub-Saharan Africa",2002,0.994924525652229
"W. Europe",2002,0.379142192879576
"W. Offshoots",2002,0.270970595913674
"World",2002,0.886351621937438
"East Asia",2003,0.926069608243998
"East. Europe and form. SU",2003,0.957886039079493
"Latin America and Carib.",2003,0.931193599790719
"MENA",2003,0.964505552508409
"South and South-East Asia",2003,0.995870659028714
"Sub-Saharan Africa",2003,0.994632056806322
"W. Europe",2003,0.359882846601146
"W. Offshoots",2003,0.267211539614654
"World",2003,0.883955155615563
"East Asia",2004,0.926360617187852
"East. Europe and form. SU",2004,0.951584627813993
"Latin America and Carib.",2004,0.928618540227418
"MENA",2004,0.960888868831262
"South and South-East Asia",2004,0.995299981368619
"Sub-Saharan Africa",2004,0.993808871026128
"W. Europe",2004,0.351327209531559
"W. Offshoots",2004,0.256730502939525
"World",2004,0.882070896261634
"East Asia",2005,0.923922488265596
"East. Europe and form. SU",2005,0.944549144754159
"Latin America and Carib.",2005,0.924592302464728
"MENA",2005,0.952084009727288
"South and South-East Asia",2005,0.99482264944133
"Sub-Saharan Africa",2005,0.99292116642765
"W. Europe",2005,0.34792718257885
"W. Offshoots",2005,0.253415256247545
"World",2005,0.880181780559145
"East Asia",2006,0.924634420665559
"East. Europe and form. SU",2006,0.932985065989876
"Latin America and Carib.",2006,0.918132443617451
"MENA",2006,0.949750334615997
"South and South-East Asia",2006,0.994585388651591
"Sub-Saharan Africa",2006,0.991802689170772
"W. Europe",2006,0.335917143579637
"W. Offshoots",2006,0.248558673346557
"World",2006,0.878168143747859
"East Asia",2007,0.918280986549399
"East. Europe and form. SU",2007,0.917527803519523
"Latin America and Carib.",2007,0.913716195104853
"MENA",2007,0.948854581440433
"South and South-East Asia",2007,0.994456342289934
"Sub-Saharan Africa",2007,0.991009391526488
"W. Europe",2007,0.296941116356842
"W. Offshoots",2007,0.242876408315098
"World",2007,0.872758774807988
"East Asia",2008,0.924037707996537
"East. Europe and form. SU",2008,0.90353819492789
"Latin America and Carib.",2008,0.90892731477771
"MENA",2008,0.945070759917526
"South and South-East Asia",2008,0.994187409332966
"Sub-Saharan Africa",2008,0.991433436984562
"W. Europe",2008,0.303992373494992
"W. Offshoots",2008,0.250886508439992
"World",2008,0.87401149772573
"East Asia",2009,0.926592235224076
"East. Europe and form. SU",2009,0.910152535393001
"Latin America and Carib.",2009,0.907273385870914
"MENA",2009,0.946339405868364
"South and South-East Asia",2009,0.994138789664244
"Sub-Saharan Africa",2009,0.991821313810305
"W. Europe",2009,0.300318524224837
"W. Offshoots",2009,0.244694295769846
"World",2009,0.87494419182989
"East Asia",2010,0.90736216405638
"East. Europe and form. SU",2010,0.899619527369609
"Latin America and Carib.",2010,0.903953796591768
"MENA",2010,0.938687972307797
"South and South-East Asia",2010,0.993147564276913
"Sub-Saharan Africa",2010,0.991080996388797
"W. Europe",2010,0.31159390064115
"W. Offshoots",2010,0.251461226536401
"World",2010,0.870277708019704
"East Asia",2011,0.906571670322414
"East. Europe and form. SU",2011,0.897339874357977
"Latin America and Carib.",2011,0.898408959267776
"MENA",2011,0.924856541835021
"South and South-East Asia",2011,0.99204434560674
"Sub-Saharan Africa",2011,0.991397029458501
"W. Europe",2011,0.318090112725454
"W. Offshoots",2011,0.254551348599499
"World",2011,0.869443571561082
"East Asia",2012,0.901794242572062
"East. Europe and form. SU",2012,0.892636891268418
"Latin America and Carib.",2012,0.888657688524829
"MENA",2012,0.935631932613607
"South and South-East Asia",2012,0.990963362118305
"Sub-Saharan Africa",2012,0.991181971734453
"W. Europe",2012,0.329373313485454
"W. Offshoots",2012,0.254012657176986
"World",2012,0.868791680163163
"East Asia",2013,0.897359546568111
"East. Europe and form. SU",2013,0.886325388357793
"Latin America and Carib.",2013,0.885211003330697
"MENA",2013,0.941781813621039
"South and South-East Asia",2013,0.99036546110191
"Sub-Saharan Africa",2013,0.990800352027572
"W. Europe",2013,0.33218571683915
"W. Offshoots",2013,0.252753171634717
"World",2013,0.867941851064727
"East Asia",2014,0.892855080287926
"East. Europe and form. SU",2014,0.887565586797572
"Latin America and Carib.",2014,0.884694121092019
"MENA",2014,0.938526977955257
"South and South-East Asia",2014,0.989718213358872
"Sub-Saharan Africa",2014,0.991209147121543
"W. Europe",2014,0.326489430018315
"W. Offshoots",2014,0.251003976379664
"World",2014,0.866684489154782
"East Asia",2015,0.888346854672227
"East. Europe and form. SU",2015,0.893647008890367
"Latin America and Carib.",2015,0.881786152275753
"MENA",2015,0.938410331720302
"South and South-East Asia",2015,0.988654818517305
"Sub-Saharan Africa",2015,0.991605814431661
"W. Europe",2015,0.317327699997764
"W. Offshoots",2015,0.236550089478118
"World",2015,0.86463826017961
"East Asia",2016,0.880867515253088
"East. Europe and form. SU",2016,0.892317991387603
"Latin America and Carib.",2016,0.884487983334675
"MENA",2016,0.934925767021819
"South and South-East Asia",2016,0.988229053795674
"Sub-Saharan Africa",2016,0.991626016125124
"W. Europe",2016,0.30328660439307
"W. Offshoots",2016,0.220341934600573
"World",2016,0.861502586838121
"East Asia",2017,0.879535849603605
"East. Europe and form. SU",2017,0.882581379138774
"Latin America and Carib.",2017,0.887929941870007
"MENA",2017,0.931704197109785
"South and South-East Asia",2017,0.988067210454802
"Sub-Saharan Africa",2017,0.991865177661817
"W. Europe",2017,0.298676386962808
"W. Offshoots",2017,0.220925132348506
"World",2017,0.862464208952413
"East Asia",2018,0.873798143824932
"East. Europe and form. SU",2018,0.874573785416474
"Latin America and Carib.",2018,0.887943857060758
"MENA",2018,0.931637912263579
"South and South-East Asia",2018,0.987333068165315
"Sub-Saharan Africa",2018,0.991736182025235
"W. Europe",2018,0.292690058983047
"W. Offshoots",2018,0.203160192072274
"World",2018,0.859797151476388
"East Asia",2019,0.868386082970678
"East. Europe and form. SU",2019,0.866443093623854
"Latin America and Carib.",2019,0.888001983860453
"MENA",2019,0.931708668206137
"South and South-East Asia",2019,0.987310562159017
"Sub-Saharan Africa",2019,0.99165953742483
"W. Europe",2019,0.287618760984656
"W. Offshoots",2019,0.198530307350283
"World",2019,0.858255979153882
"East Asia",2020,0.862092251232929
"East. Europe and form. SU",2020,0.858967725047319
"Latin America and Carib.",2020,0.877204070314684
"MENA",2020,0.931418080841956
"South and South-East Asia",2020,0.985801229096353
"Sub-Saharan Africa",2020,0.991609141633191
"W. Europe",2020,0.281982494309884
"W. Offshoots",2020,0.19570190327793
"World",2020,0.855204008087859
"East Asia",2021,0.855937530885916
"East. Europe and form. SU",2021,0.850818383632708
"Latin America and Carib.",2021,0.874119538394575
"MENA",2021,0.930461065489514
"South and South-East Asia",2021,0.984254829195398
"Sub-Saharan Africa",2021,0.991534154329866
"W. Europe",2021,0.275821704261331
"W. Offshoots",2021,0.190718801366416
"World",2021,0.852653422697829
"East Asia",2022,0.849558201419765
"East. Europe and form. SU",2022,0.843966110914093
"Latin America and Carib.",2022,0.870302755649281
"MENA",2022,0.928236421058668
"South and South-East Asia",2022,0.982531685118891
"Sub-Saharan Africa",2022,0.990731092904948
"W. Europe",2022,0.269456923976236
"W. Offshoots",2022,0.188290909531854
"World",2022,0.849981352883955
"East Asia",2023,0.842732645989037
"East. Europe and form. SU",2023,0.836055318588944
"Latin America and Carib.",2023,0.866296903844092
"MENA",2023,0.926647483734295
"South and South-East Asia",2023,0.981232716394662
"Sub-Saharan Africa",2023,0.989900010387665
"W. Europe",2023,0.263769307434882
"W. Offshoots",2023,0.185781305105392
"World",2023,0.847378521308204
"East Asia",2024,0.840611563866454
"East. Europe and form. SU",2024,0.827381173692388
"Latin America and Carib.",2024,0.862234209934165
"MENA",2024,0.925182785361347
"South and South-East Asia",2024,0.979548325296817
"Sub-Saharan Africa",2024,0.989241861894676
"W. Europe",2024,0.258783828432357
"W. Offshoots",2024,0.183288966814309
"World",2024,0.845719054296729
